# m1 = 2.47774229e-01
2.47774229e-21 0.00000000e+00
2.60662259e-21 0.00000000e+00
2.74220664e-21 0.00000000e+00
2.88484311e-21 0.00000000e+00
3.03489885e-21 0.00000000e+00
3.19275978e-21 0.00000000e+00
3.35883187e-21 0.00000000e+00
3.53354224e-21 0.00000000e+00
3.71734021e-21 0.00000000e+00
3.91069847e-21 0.00000000e+00
4.11411430e-21 0.00000000e+00
4.32811085e-21 0.00000000e+00
4.55323848e-21 0.00000000e+00
4.79007617e-21 0.00000000e+00
5.03923303e-21 0.00000000e+00
5.30134983e-21 0.00000000e+00
5.57710069e-21 0.00000000e+00
5.86719480e-21 0.00000000e+00
6.17237822e-21 0.00000000e+00
6.49343581e-21 0.00000000e+00
6.83119329e-21 0.00000000e+00
7.18651929e-21 0.00000000e+00
7.56032766e-21 0.00000000e+00
7.95357975e-21 0.00000000e+00
8.36728693e-21 0.00000000e+00
8.80251318e-21 0.00000000e+00
9.26037782e-21 0.00000000e+00
9.74205839e-21 0.00000000e+00
1.02487937e-20 0.00000000e+00
1.07818869e-20 0.00000000e+00
1.13427091e-20 0.00000000e+00
1.19327026e-20 0.00000000e+00
1.25533847e-20 0.00000000e+00
1.32063517e-20 0.00000000e+00
1.38932830e-20 0.00000000e+00
1.46159451e-20 0.00000000e+00
1.53761967e-20 0.00000000e+00
1.61759929e-20 0.00000000e+00
1.70173907e-20 0.00000000e+00
1.79025540e-20 0.00000000e+00
1.88337592e-20 0.00000000e+00
1.98134013e-20 0.00000000e+00
2.08439997e-20 0.00000000e+00
2.19282049e-20 0.00000000e+00
2.30688052e-20 0.00000000e+00
2.42687342e-20 0.00000000e+00
2.55310776e-20 0.00000000e+00
2.68590822e-20 0.00000000e+00
2.82561632e-20 0.00000000e+00
2.97259137e-20 0.00000000e+00
3.12721136e-20 0.00000000e+00
3.28987394e-20 0.00000000e+00
3.46099744e-20 0.00000000e+00
3.64102198e-20 0.00000000e+00
3.83041053e-20 0.00000000e+00
4.02965017e-20 0.00000000e+00
4.23925330e-20 0.00000000e+00
4.45975898e-20 0.00000000e+00
4.69173431e-20 0.00000000e+00
4.93577590e-20 0.00000000e+00
5.19251135e-20 0.00000000e+00
5.46260096e-20 0.00000000e+00
5.74673934e-20 0.00000000e+00
6.04565724e-20 0.00000000e+00
6.36012341e-20 0.00000000e+00
6.69094662e-20 0.00000000e+00
7.03897766e-20 0.00000000e+00
7.40511161e-20 0.00000000e+00
7.79029011e-20 0.00000000e+00
8.19550374e-20 0.00000000e+00
8.62179465e-20 0.00000000e+00
