# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	2.04536122e-10
1.10684849e-02	2.51843639e-10
1.22511358e-02	3.10548157e-10
1.35601511e-02	3.83491697e-10
1.50090328e-02	4.74249895e-10
1.66127252e-02	5.87324370e-10
1.83877698e-02	7.28383617e-10
2.03524752e-02	9.04562688e-10
2.25271064e-02	1.12483290e-09
2.49340937e-02	1.40045317e-09
2.75982639e-02	1.74551377e-09
3.05470967e-02	2.17758118e-09
3.38110078e-02	2.71844734e-09
3.74236629e-02	3.39497855e-09
4.14223247e-02	4.24004583e-09
4.58482375e-02	5.29349861e-09
5.07470524e-02	6.60311644e-09
5.61692982e-02	8.22543524e-09
6.21709029e-02	1.02262961e-08
6.88137699e-02	1.26809027e-08
7.61664172e-02	1.56731000e-08
8.43046837e-02	1.92935018e-08
9.33125118e-02	2.36360048e-08
1.03282813e-01	2.87921447e-08
1.14318425e-01	3.48426924e-08
1.26533176e-01	4.18458856e-08
1.40053055e-01	4.98218060e-08
1.55017512e-01	5.87327469e-08
1.71580899e-01	6.84600124e-08
1.89914058e-01	7.87789441e-08
2.10206088e-01	8.93351439e-08
2.32666291e-01	9.96282455e-08
2.57526333e-01	1.09012226e-07
2.85042632e-01	1.16721756e-07
3.15499006e-01	1.21938240e-07
3.49209598e-01	1.23899498e-07
3.86522116e-01	1.22047404e-07
4.27821420e-01	1.16186874e-07
4.73533492e-01	1.06607110e-07
5.24129830e-01	9.41078358e-08
5.80132310e-01	7.97003394e-08
6.42118571e-01	6.52384540e-08
7.10727970e-01	5.16313296e-08
7.86668179e-01	3.97758796e-08
8.70722485e-01	2.84449194e-08
9.63757866e-01	2.18629593e-08
1.06673394e+00	1.67054350e-08
1.18071285e+00	1.27617609e-08
1.30687023e+00	9.94740606e-09
1.44650734e+00	7.61851807e-09
1.60106446e+00	6.41918311e-09
1.77213578e+00	5.52401675e-09
1.96148581e+00	4.85901046e-09
2.17106760e+00	4.35157404e-09
2.40304289e+00	3.94444941e-09
2.65980440e+00	3.59898938e-09
2.94400048e+00	3.27775111e-09
3.25856248e+00	3.00750038e-09
3.60673495e+00	2.75193758e-09
3.99210913e+00	2.51231479e-09
4.41865996e+00	2.28973606e-09
4.89078709e+00	2.08377725e-09
5.41336030e+00	1.89414808e-09
5.99176967e+00	1.72010194e-09
6.63198120e+00	1.56080629e-09
7.34059837e+00	1.41534425e-09
8.12493021e+00	1.28275932e-09
8.99306672e+00	1.16209070e-09
9.95396231e+00	1.05239814e-09
1.10175281e+01	9.52809266e-10
1.21947344e+01	8.62396178e-10
1.34977233e+01	7.80403729e-10
1.49399346e+01	7.06084591e-10
1.65362441e+01	6.38748246e-10
1.83031168e+01	5.77759407e-10
2.02587771e+01	5.22535542e-10
2.24233968e+01	4.72543874e-10
2.48193029e+01	4.27298114e-10
2.74712079e+01	3.86355109e-10
3.04064649e+01	3.49311526e-10
3.36553498e+01	3.15800643e-10
3.72513730e+01	2.85489302e-10
4.12316259e+01	2.58075038e-10
4.56371628e+01	2.33283406e-10
5.05134247e+01	2.10865503e-10
5.59107078e+01	1.90595680e-10
6.18846824e+01	1.72269443e-10
6.84969672e+01	1.55701523e-10
7.58157646e+01	1.40724117e-10
8.39165644e+01	1.27185273e-10
9.28829225e+01	1.14947426e-10
1.02807322e+02	1.03886056e-10
1.13792129e+02	9.38884732e-11
1.25950646e+02	8.48527090e-11
1.39408283e+02	7.66865081e-11
1.54303847e+02	6.93064150e-11
1.70790980e+02	6.26369428e-11
1.89039738e+02	5.66098201e-11
2.09238348e+02	5.11633069e-11
2.31595149e+02	4.62415746e-11
2.56340741e+02	4.17941444e-11
2.83730362e+02	3.77753778e-11
3.14046522e+02	3.41440151e-11
3.47601918e+02	3.08627578e-11
3.84742658e+02	2.78978897e-11
4.25851829e+02	2.52189349e-11
4.71353453e+02	2.27983473e-11
5.21716858e+02	2.06112301e-11
5.77461515e+02	1.86350818e-11
6.39162405e+02	1.68495663e-11
7.07455942e+02	1.52363053e-11
7.83046540e+02	1.37786903e-11
8.66713880e+02	1.24617124e-11
9.59320948e+02	1.12718085e-11
1.06182294e+03	1.01967225e-11
1.17527712e+03	9.22537948e-12
1.30085370e+03	8.34777185e-12
1.43984795e+03	7.55485689e-12
1.59369353e+03	6.83846369e-12
1.76397728e+03	6.19120926e-12
1.95245558e+03	5.60642255e-12
2.16107251e+03	5.07807595e-12
2.39197984e+03	4.60072321e-12
2.64755927e+03	4.16944343e-12
2.93044698e+03	3.77979045e-12
3.24356081e+03	3.42774702e-12
3.59013038e+03	3.10968351e-12
3.97373038e+03	2.82232047e-12
4.39831747e+03	2.56269491e-12
4.86827104e+03	2.32812972e-12
5.38843844e+03	2.11620617e-12
5.96418495e+03	1.92473889e-12
6.60144909e+03	1.75175347e-12
7.30680395e+03	1.59546599e-12
8.08752491e+03	1.45426472e-12
8.95166472e+03	1.32669349e-12
9.90813657e+03	1.21143667e-12
1.09668060e+04	1.10730558e-12
1.21385926e+04	1.01322632e-12
1.34355829e+04	9.28228595e-13
1.48711546e+04	8.51435793e-13
1.64601150e+04	7.82055903e-13
1.82188534e+04	7.19373366e-13
2.01655104e+04	6.62741688e-13
2.23201647e+04	6.11576782e-13
2.47050406e+04	5.65350938e-13
2.73447368e+04	5.23587386e-13
3.02664806e+04	4.85855376e-13
3.35004083e+04	4.51765738e-13
3.70798763e+04	4.20966868e-13
4.10418050e+04	3.93141104e-13
4.54270599e+04	3.68001445e-13
5.02808725e+04	3.45288595e-13
5.56533078e+04	3.24768290e-13
6.15997796e+04	3.06228876e-13
6.81816229e+04	2.89479135e-13
7.54667263e+04	2.74346303e-13
8.35302320e+04	2.60674295e-13
9.24553110e+04	2.48322095e-13
1.02334021e+05	2.37162296e-13
1.13268257e+05	2.27079793e-13
1.25370799e+05	2.17970590e-13
1.38766479e+05	2.09740732e-13
1.53593468e+05	2.02305333e-13
1.70004698e+05	1.95587701e-13
1.88169442e+05	1.89518546e-13
2.08275063e+05	1.84035271e-13
2.30528939e+05	1.79081316e-13
2.55160607e+05	1.74605586e-13
2.82424133e+05	1.70561915e-13
3.12600724e+05	1.66908595e-13
3.46001639e+05	1.63607944e-13
3.82971391e+05	1.60625918e-13
4.23891306e+05	1.57931758e-13
4.69183451e+05	1.55497676e-13
5.19314994e+05	1.53298565e-13
5.74803016e+05	1.51311744e-13
6.36219849e+05	1.49516717e-13
7.04198979e+05	1.47894972e-13
7.79441575e+05	1.46429780e-13
8.62723729e+05	1.45106029e-13
9.54904456e+05	1.43910065e-13
1.05693455e+06	1.42829552e-13
1.16986641e+06	1.41853345e-13
1.29486487e+06	1.40971375e-13
1.43321923e+06	1.40174546e-13
1.58635653e+06	1.39454637e-13
