# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	9.71934111e-09
1.10684849e-02	1.18623870e-08
1.22511358e-02	1.44537636e-08
1.35601511e-02	1.75755949e-08
1.50090328e-02	2.13202305e-08
1.66127252e-02	2.57896360e-08
1.83877698e-02	3.10938455e-08
2.03524752e-02	3.73481033e-08
2.25271064e-02	4.46682320e-08
2.49340937e-02	5.31636771e-08
2.75982639e-02	6.29275852e-08
3.05470967e-02	7.40232486e-08
3.38110078e-02	8.64663216e-08
3.74236629e-02	1.00202521e-07
4.14223247e-02	1.15081147e-07
4.58482375e-02	1.30826420e-07
5.07470524e-02	1.47009513e-07
5.61692982e-02	1.63028873e-07
6.21709029e-02	1.78109431e-07
6.88137699e-02	1.91330236e-07
7.61664172e-02	2.01698341e-07
8.43046837e-02	2.08271300e-07
9.33125118e-02	2.10322364e-07
1.03282813e-01	2.07516568e-07
1.14318425e-01	2.00041616e-07
1.26533176e-01	1.88319216e-07
1.40053055e-01	1.74330556e-07
1.55017512e-01	1.58906623e-07
1.71580899e-01	1.38932606e-07
1.89914058e-01	1.26517644e-07
2.10206088e-01	1.14685428e-07
2.32666291e-01	1.03956309e-07
2.57526333e-01	9.42301772e-08
2.85042632e-01	8.50565960e-08
3.15499006e-01	7.85974883e-08
3.49209598e-01	7.23552442e-08
3.86522116e-01	6.62993268e-08
4.27821420e-01	6.03814690e-08
4.73533492e-01	5.45962609e-08
5.24129830e-01	4.89808821e-08
5.80132310e-01	4.35436434e-08
6.42118571e-01	3.85074757e-08
7.10727970e-01	3.38084132e-08
7.86668179e-01	2.95070144e-08
8.70722485e-01	2.56313760e-08
9.63757866e-01	2.21841712e-08
1.06673394e+00	1.91522307e-08
1.18071285e+00	1.65096189e-08
1.30687023e+00	1.42232494e-08
1.44650734e+00	1.22564583e-08
1.60106446e+00	1.05709643e-08
1.77213578e+00	9.13229730e-09
1.96148581e+00	7.90555085e-09
2.17106760e+00	6.86007176e-09
2.40304289e+00	5.96868992e-09
2.65980440e+00	5.20772977e-09
2.94400048e+00	4.55683562e-09
3.25856248e+00	3.99868730e-09
3.60673495e+00	3.51866465e-09
3.99210913e+00	3.10421894e-09
4.41865996e+00	2.74574014e-09
4.89078709e+00	2.43423665e-09
5.41336030e+00	2.16274561e-09
5.99176967e+00	1.92526848e-09
6.63198120e+00	1.71687322e-09
7.34059837e+00	1.53344428e-09
8.12493021e+00	1.37153579e-09
8.99306672e+00	1.22825277e-09
9.95396231e+00	1.10115361e-09
1.10175281e+01	9.88201963e-10
1.21947344e+01	8.87562836e-10
1.34977233e+01	7.97780891e-10
1.49399346e+01	7.17562971e-10
1.65362441e+01	6.45794052e-10
1.83031168e+01	5.81508391e-10
2.02587771e+01	5.23865998e-10
2.24233968e+01	4.72133364e-10
2.48193029e+01	4.25667625e-10
2.74712079e+01	3.83903475e-10
3.04064649e+01	3.46342297e-10
3.36553498e+01	3.12543092e-10
3.72513730e+01	2.82114868e-10
4.12316259e+01	2.54710203e-10
4.56371628e+01	2.30019797e-10
5.05134247e+01	2.07767814e-10
5.59107078e+01	1.87707882e-10
6.18846824e+01	1.69619658e-10
6.84969672e+01	1.53305843e-10
7.58157646e+01	1.38589587e-10
8.39165644e+01	1.25312227e-10
9.28829225e+01	1.13331304e-10
1.02807322e+02	1.02518815e-10
1.13792129e+02	9.27596763e-11
1.25950646e+02	8.39503621e-11
1.39408283e+02	7.59977010e-11
1.54303847e+02	6.88178030e-11
1.70790980e+02	6.23351073e-11
1.89039738e+02	5.64815328e-11
2.09238348e+02	5.11957199e-11
2.31595149e+02	4.64223521e-11
2.56340741e+02	4.21115499e-11
2.83730362e+02	3.82183268e-11
3.14046522e+02	3.47021023e-11
3.47601918e+02	3.15262642e-11
3.84742658e+02	2.86577759e-11
4.25851829e+02	2.60668234e-11
4.71353453e+02	2.37264979e-11
5.21716858e+02	2.16125101e-11
5.77461515e+02	1.97029333e-11
6.39162405e+02	1.79779718e-11
7.07455942e+02	1.64197529e-11
7.83046540e+02	1.50121383e-11
8.66713880e+02	1.37405558e-11
9.59320948e+02	1.25918460e-11
1.06182294e+03	1.15541250e-11
1.17527712e+03	1.06166602e-11
1.30085370e+03	9.76975864e-12
1.43984795e+03	9.00466562e-12
1.59369353e+03	8.31347394e-12
1.76397728e+03	7.68904152e-12
1.95245558e+03	7.12491722e-12
2.16107251e+03	6.61527389e-12
2.39197984e+03	6.15484787e-12
2.64755927e+03	5.73888445e-12
2.93044698e+03	5.36308855e-12
3.24356081e+03	5.02358026e-12
3.59013038e+03	4.71685467e-12
3.97373038e+03	4.43974553e-12
4.39831747e+03	4.18939257e-12
4.86827104e+03	3.96321185e-12
5.38843844e+03	3.75886906e-12
5.96418495e+03	3.57425541e-12
6.60144909e+03	3.40746579e-12
7.30680395e+03	3.25677911e-12
8.08752491e+03	3.12064050e-12
8.95166472e+03	2.99764528e-12
9.90813657e+03	2.88652440e-12
1.09668060e+04	2.78613138e-12
1.21385926e+04	2.69543045e-12
1.34355829e+04	2.61348585e-12
1.48711546e+04	2.53945219e-12
1.64601150e+04	2.47256570e-12
1.82188534e+04	2.41213637e-12
2.01655104e+04	2.35754079e-12
2.23201647e+04	2.30821576e-12
2.47050406e+04	2.26365245e-12
2.73447368e+04	2.22339116e-12
3.02664806e+04	2.18701658e-12
3.35004083e+04	2.15415348e-12
3.70798763e+04	2.12446286e-12
4.10418050e+04	2.09763846e-12
4.54270599e+04	2.07340359e-12
5.02808725e+04	2.05150824e-12
5.56533078e+04	2.03172658e-12
6.15997796e+04	2.01385454e-12
6.81816229e+04	1.99770779e-12
7.54667263e+04	1.98311977e-12
8.35302320e+04	1.96994001e-12
9.24553110e+04	1.95803255e-12
1.02334021e+05	1.94727458e-12
1.13268257e+05	1.93755513e-12
1.25370799e+05	1.92877394e-12
1.38766479e+05	1.92084044e-12
1.53593468e+05	1.91367279e-12
1.70004698e+05	1.90719707e-12
1.88169442e+05	1.90134648e-12
2.08275063e+05	1.89606068e-12
2.30528939e+05	1.89128514e-12
2.55160607e+05	1.88697060e-12
2.82424133e+05	1.88307256e-12
3.12600724e+05	1.87955081e-12
3.46001639e+05	1.87636904e-12
3.82971391e+05	1.87349441e-12
4.23891306e+05	1.87089729e-12
4.69183451e+05	1.86855087e-12
5.19314994e+05	1.86643097e-12
5.74803016e+05	1.86451571e-12
6.36219849e+05	1.86278533e-12
7.04198979e+05	1.86122200e-12
7.79441575e+05	1.85980958e-12
8.62723729e+05	1.85853351e-12
9.54904456e+05	1.85738062e-12
1.05693455e+06	1.85633903e-12
1.16986641e+06	1.85539798e-12
1.29486487e+06	1.85454778e-12
1.43321923e+06	1.85377965e-12
1.58635653e+06	1.85308567e-12
1.75585633e+06	1.85245869e-12
1.94346693e+06	1.85189223e-12
2.15112343e+06	1.85138045e-12
2.38096772e+06	1.85091807e-12
2.63537052e+06	1.85050034e-12
2.91695588e+06	1.85012292e-12
3.22862820e+06	1.84978194e-12
3.57360225e+06	1.84947388e-12
3.95543624e+06	1.84919555e-12
4.37806863e+06	1.84894410e-12
4.84585864e+06	1.84871691e-12
5.36363132e+06	1.84851166e-12
5.93672722e+06	1.84832622e-12
6.57105755e+06	1.84815869e-12
7.27316511e+06	1.84800732e-12
8.05029181e+06	1.84787057e-12
8.91045332e+06	1.84774702e-12
9.86252179e+06	1.84763539e-12
1.09163173e+07	1.84753455e-12
1.20827094e+07	1.84744343e-12
1.33737286e+07	1.84736111e-12
1.48026913e+07	1.84728674e-12
1.63843365e+07	1.84721955e-12
1.81349780e+07	1.84715885e-12
2.00726730e+07	1.84710400e-12
2.22174078e+07	1.84705445e-12
2.45913043e+07	1.84700968e-12
2.72188479e+07	1.84696924e-12
3.01271407e+07	1.84693269e-12
3.33461802e+07	1.84689967e-12
3.69091691e+07	1.84686985e-12
4.08528580e+07	1.84684291e-12
4.52179242e+07	1.84681856e-12
5.00493910e+07	1.84679656e-12
5.53970928e+07	1.84677669e-12
6.13161884e+07	1.84675873e-12
6.78677305e+07	1.84674251e-12
7.51192949e+07	1.84672784e-12
8.31456781e+07	1.84671463e-12
9.20296681e+07	1.84670265e-12
1.01862899e+08	1.84669184e-12
1.12746796e+08	1.84668207e-12
1.24793621e+08	1.84667326e-12
1.38127630e+08	1.84666531e-12
1.52886359e+08	1.84665805e-12
1.69222035e+08	1.84665158e-12
1.87303154e+08	1.84664569e-12
2.07316213e+08	1.84664038e-12
2.29467637e+08	1.84663562e-12
2.53985907e+08	1.84663125e-12
2.81123917e+08	1.84662737e-12
3.11161583e+08	1.84662379e-12
3.44408728e+08	1.84662067e-12
3.81208280e+08	1.84661764e-12
4.21939808e+08	1.84661515e-12
4.67023439e+08	1.84661272e-12
5.16924187e+08	1.84661073e-12
5.72156756e+08	1.84660871e-12
6.33290840e+08	1.84660698e-12
7.00957009e+08	1.84660542e-12
7.75853206e+08	1.84660391e-12
8.58751948e+08	1.84660268e-12
9.50508296e+08	1.84660146e-12
1.05206867e+09	1.84660035e-12
1.16448062e+09	1.84659937e-12
1.28890361e+09	1.84659882e-12
1.42662102e+09	1.84659805e-12
1.57905331e+09	1.84659723e-12
1.74777277e+09	1.84659667e-12
1.93451965e+09	1.84659576e-12
2.14122015e+09	1.84659531e-12
2.37000629e+09	1.84659482e-12
2.62323788e+09	1.84659423e-12
2.90352688e+09	1.84659454e-12
3.21376434e+09	1.84659437e-12
3.55715021e+09	1.84659350e-12
3.93722633e+09	1.84659333e-12
4.35791301e+09	1.84659258e-12
4.82354943e+09	1.84659278e-12
5.33893840e+09	1.84659166e-12
5.90939590e+09	1.84659299e-12
6.54080591e+09	1.84659232e-12
7.23968114e+09	1.84659283e-12
8.01323013e+09	1.84659240e-12
8.86943166e+09	1.84659103e-12
9.81711702e+09	1.84659084e-12
1.08660611e+10	1.84659003e-12
1.20270833e+10	1.84659007e-12
1.33121590e+10	1.84659072e-12
1.47345431e+10	1.84658856e-12
1.63089068e+10	1.84659246e-12
1.80514888e+10	1.84658931e-12
1.99802631e+10	1.84659439e-12
2.21151240e+10	1.84659300e-12
2.44780916e+10	1.84659352e-12
2.70935387e+10	1.84659119e-12
2.99884423e+10	1.84659180e-12
