# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.65655539e-05
1.10684849e-02	1.68477721e-05
1.22511358e-02	1.72536883e-05
1.35601511e-02	1.75842350e-05
1.50090328e-02	1.77855856e-05
1.66127252e-02	1.75881978e-05
1.83877698e-02	1.75092686e-05
2.03524752e-02	1.70940831e-05
2.25271064e-02	1.63708810e-05
2.49340937e-02	1.53929366e-05
2.75982639e-02	1.42279476e-05
3.05470967e-02	1.29483907e-05
3.38110078e-02	1.16185613e-05
3.74236629e-02	1.02986758e-05
4.14223247e-02	9.02671669e-06
4.58482375e-02	7.83304784e-06
5.07470524e-02	6.73694965e-06
5.61692982e-02	5.74875429e-06
6.21709029e-02	4.87154164e-06
6.88137699e-02	4.10336047e-06
7.61664172e-02	3.43836340e-06
8.43046837e-02	2.86833697e-06
9.33125118e-02	2.38379196e-06
1.03282813e-01	1.97481064e-06
1.14318425e-01	1.63165285e-06
1.26533176e-01	1.34515192e-06
1.40053055e-01	1.10694334e-06
1.55017512e-01	9.09569584e-07
1.71580899e-01	7.46499465e-07
1.89914058e-01	6.12092039e-07
2.10206088e-01	5.01528730e-07
2.32666291e-01	4.10729358e-07
2.57526333e-01	3.36263188e-07
2.85042632e-01	2.75261815e-07
3.15499006e-01	2.25337982e-07
3.49209598e-01	1.84512339e-07
3.86522116e-01	1.51148358e-07
4.27821420e-01	1.23896526e-07
4.73533492e-01	1.01646151e-07
5.24129830e-01	8.34845864e-08
5.80132310e-01	6.86629277e-08
6.42118571e-01	5.65673210e-08
7.10727970e-01	4.66951027e-08
7.86668179e-01	3.86350218e-08
8.70722485e-01	3.20509018e-08
9.63757866e-01	2.66681741e-08
1.06673394e+00	2.22627987e-08
1.18071285e+00	1.86521548e-08
1.30687023e+00	1.56875469e-08
1.44650734e+00	1.32480583e-08
1.60106446e+00	1.12345691e-08
1.77213578e+00	9.56950090e-09
1.96148581e+00	8.18708662e-09
2.17106760e+00	7.03509362e-09
2.40304289e+00	6.07126255e-09
2.65980440e+00	5.26141039e-09
2.94400048e+00	4.57788514e-09
3.25856248e+00	3.99830879e-09
3.60673495e+00	3.50455817e-09
3.99210913e+00	3.08166307e-09
4.41865996e+00	2.71832626e-09
4.89078709e+00	2.40440022e-09
5.41336030e+00	2.13211453e-09
5.99176967e+00	1.89491621e-09
6.63198120e+00	1.68748895e-09
7.34059837e+00	1.50545230e-09
8.12493021e+00	1.34517852e-09
8.99306672e+00	1.20364859e-09
9.95396231e+00	1.07833714e-09
1.10175281e+01	9.67151515e-10
1.21947344e+01	8.68222249e-10
1.34977233e+01	7.80070578e-10
1.49399346e+01	7.01390432e-10
1.65362441e+01	6.31060400e-10
1.83031168e+01	5.68112815e-10
2.02587771e+01	5.11708768e-10
2.24233968e+01	4.61117814e-10
2.48193029e+01	4.15701406e-10
2.74712079e+01	3.74899301e-10
3.04064649e+01	3.38218331e-10
3.36553498e+01	3.05223086e-10
3.72513730e+01	2.75528128e-10
4.12316259e+01	2.48791447e-10
4.56371628e+01	2.24708931e-10
5.05134247e+01	2.03009665e-10
5.59107078e+01	1.83451906e-10
6.18846824e+01	1.65819638e-10
6.84969672e+01	1.49919578e-10
7.58157646e+01	1.35578599e-10
8.39165644e+01	1.22641470e-10
9.28829225e+01	1.10968887e-10
1.02807322e+02	1.00435744e-10
1.13792129e+02	9.09296071e-11
1.25950646e+02	8.23493775e-11
1.39408283e+02	7.46040961e-11
1.54303847e+02	6.76118908e-11
1.70790980e+02	6.12990389e-11
1.89039738e+02	5.55991317e-11
2.09238348e+02	5.04523300e-11
2.31595149e+02	4.58046988e-11
2.56340741e+02	4.16076130e-11
2.83730362e+02	3.78172247e-11
3.14046522e+02	3.43939858e-11
3.47601918e+02	3.13022205e-11
3.84742658e+02	2.85097408e-11
4.25851829e+02	2.59875017e-11
4.71353453e+02	2.37092906e-11
5.21716858e+02	2.16514490e-11
5.77461515e+02	1.97926212e-11
6.39162405e+02	1.81135283e-11
7.07455942e+02	1.65967651e-11
7.83046540e+02	1.52266168e-11
8.66713880e+02	1.39888938e-11
9.59320948e+02	1.28707831e-11
1.06182294e+03	1.18607141e-11
1.17527712e+03	1.09482374e-11
1.30085370e+03	1.01239162e-11
1.43984795e+03	9.37922734e-12
1.59369353e+03	8.70647312e-12
1.76397728e+03	8.09870073e-12
1.95245558e+03	7.54963018e-12
2.16107251e+03	7.05358901e-12
2.39197984e+03	6.60545339e-12
2.64755927e+03	6.20059499e-12
2.93044698e+03	5.83483299e-12
3.24356081e+03	5.50439070e-12
3.59013038e+03	5.20585650e-12
3.97373038e+03	4.93614849e-12
4.39831747e+03	4.69248258e-12
4.86827104e+03	4.47234370e-12
5.38843844e+03	4.27345977e-12
5.96418495e+03	4.09377822e-12
6.60144909e+03	3.93144476e-12
7.30680395e+03	3.78478421e-12
8.08752491e+03	3.65228319e-12
8.95166472e+03	3.53257449e-12
9.90813657e+03	3.42442295e-12
1.09668060e+04	3.32671269e-12
1.21385926e+04	3.23843560e-12
1.34355829e+04	3.15868089e-12
1.48711546e+04	3.08662576e-12
1.64601150e+04	3.02152684e-12
1.82188534e+04	2.96271252e-12
2.01655104e+04	2.90957608e-12
2.23201647e+04	2.86156935e-12
2.47050406e+04	2.81819709e-12
2.73447368e+04	2.77901188e-12
3.02664806e+04	2.74360951e-12
3.35004083e+04	2.71162477e-12
3.70798763e+04	2.68272774e-12
4.10418050e+04	2.65662032e-12
4.54270599e+04	2.63303321e-12
5.02808725e+04	2.61172310e-12
5.56533078e+04	2.59247019e-12
6.15997796e+04	2.57507586e-12
6.81816229e+04	2.55936070e-12
7.54667263e+04	2.54516261e-12
8.35302320e+04	2.53233514e-12
9.24553110e+04	2.52074596e-12
1.02334021e+05	2.51027555e-12
1.13268257e+05	2.50081589e-12
1.25370799e+05	2.49226943e-12
1.38766479e+05	2.48454799e-12
1.53593468e+05	2.47757194e-12
1.70004698e+05	2.47126932e-12
1.88169442e+05	2.46557512e-12
2.08275063e+05	2.46043060e-12
2.30528939e+05	2.45578271e-12
2.55160607e+05	2.45158350e-12
2.82424133e+05	2.44778966e-12
3.12600724e+05	2.44436205e-12
3.46001639e+05	2.44126532e-12
3.82971391e+05	2.43846754e-12
4.23891306e+05	2.43593984e-12
4.69183451e+05	2.43365614e-12
5.19314994e+05	2.43159290e-12
5.74803016e+05	2.42972884e-12
6.36219849e+05	2.42804472e-12
7.04198979e+05	2.42652317e-12
7.79441575e+05	2.42514851e-12
8.62723729e+05	2.42390655e-12
9.54904456e+05	2.42278448e-12
1.05693455e+06	2.42177073e-12
1.16986641e+06	2.42085484e-12
1.29486487e+06	2.42002736e-12
1.43321923e+06	2.41927976e-12
1.58635653e+06	2.41860434e-12
1.75585633e+06	2.41799411e-12
1.94346693e+06	2.41744279e-12
2.15112343e+06	2.41694469e-12
2.38096772e+06	2.41649468e-12
2.63537052e+06	2.41608811e-12
2.91695588e+06	2.41572078e-12
3.22862820e+06	2.41538892e-12
3.57360225e+06	2.41508909e-12
3.95543624e+06	2.41481820e-12
4.37806863e+06	2.41457347e-12
4.84585864e+06	2.41435236e-12
5.36363132e+06	2.41415259e-12
5.93672722e+06	2.41397211e-12
6.57105755e+06	2.41380905e-12
7.27316511e+06	2.41366173e-12
8.05029181e+06	2.41352863e-12
8.91045332e+06	2.41340839e-12
9.86252179e+06	2.41329975e-12
1.09163173e+07	2.41320159e-12
1.20827094e+07	2.41311291e-12
1.33737286e+07	2.41303280e-12
1.48026913e+07	2.41296041e-12
1.63843365e+07	2.41289502e-12
1.81349780e+07	2.41283594e-12
2.00726730e+07	2.41278256e-12
2.22174078e+07	2.41273433e-12
2.45913043e+07	2.41269076e-12
2.72188479e+07	2.41265139e-12
3.01271407e+07	2.41261583e-12
3.33461802e+07	2.41258369e-12
3.69091691e+07	2.41255467e-12
