# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	4.39069758e-08
1.10684849e-02	5.22297510e-08
1.22511358e-02	6.18809260e-08
1.35601511e-02	7.29949311e-08
1.50090328e-02	8.56960740e-08
1.66127252e-02	1.00088768e-07
1.83877698e-02	1.16244561e-07
2.03524752e-02	1.34185244e-07
2.25271064e-02	1.53861423e-07
2.49340937e-02	1.75126235e-07
2.75982639e-02	1.97705617e-07
3.05470967e-02	2.21166076e-07
3.38110078e-02	2.44887128e-07
3.74236629e-02	2.68048755e-07
4.14223247e-02	2.89640229e-07
4.58482375e-02	3.08515323e-07
5.07470524e-02	3.23498080e-07
5.61692982e-02	3.33543875e-07
6.21709029e-02	3.37935987e-07
6.88137699e-02	3.36463695e-07
7.61664172e-02	3.29049605e-07
8.43046837e-02	3.17872070e-07
9.33125118e-02	3.03479546e-07
1.03282813e-01	2.81670281e-07
1.14318425e-01	2.68025521e-07
1.26533176e-01	2.53758087e-07
1.40053055e-01	2.39680106e-07
1.55017512e-01	2.25561929e-07
1.71580899e-01	2.10547583e-07
1.89914058e-01	1.98984662e-07
2.10206088e-01	1.86324912e-07
2.32666291e-01	1.72758192e-07
2.57526333e-01	1.58497555e-07
2.85042632e-01	1.43852334e-07
3.15499006e-01	1.29177066e-07
3.49209598e-01	1.14725798e-07
3.86522116e-01	1.01089869e-07
4.27821420e-01	8.82863503e-08
4.73533492e-01	7.65172206e-08
5.24129830e-01	6.58893718e-08
5.80132310e-01	5.64324836e-08
6.42118571e-01	4.81268327e-08
7.10727970e-01	4.09113196e-08
7.86668179e-01	3.47004019e-08
8.70722485e-01	2.93949842e-08
9.63757866e-01	2.48910796e-08
1.06673394e+00	2.10861546e-08
1.18071285e+00	1.78833882e-08
1.30687023e+00	1.51942163e-08
1.44650734e+00	1.29395708e-08
1.60106446e+00	1.10493099e-08
1.77213578e+00	9.46566405e-09
1.96148581e+00	8.13652224e-09
2.17106760e+00	7.01889645e-09
2.40304289e+00	6.07678622e-09
2.65980440e+00	5.28023185e-09
2.94400048e+00	4.60442462e-09
3.25856248e+00	4.02889794e-09
3.60673495e+00	3.53681214e-09
3.99210913e+00	3.11405399e-09
4.41865996e+00	2.74990967e-09
4.89078709e+00	2.43460913e-09
5.41336030e+00	2.16063809e-09
5.99176967e+00	1.92160857e-09
6.63198120e+00	1.71231178e-09
7.34059837e+00	1.52843531e-09
8.12493021e+00	1.36639302e-09
8.99306672e+00	1.22318991e-09
9.95396231e+00	1.09631293e-09
1.10175281e+01	9.83674681e-10
1.21947344e+01	8.83404244e-10
1.34977233e+01	7.94020395e-10
1.49399346e+01	7.14211936e-10
1.65362441e+01	6.42851315e-10
1.83031168e+01	5.78964250e-10
2.02587771e+01	5.21705099e-10
2.24233968e+01	4.70336794e-10
2.48193029e+01	4.24214410e-10
2.74712079e+01	3.82771658e-10
3.04064649e+01	3.45509702e-10
3.36553498e+01	3.11987855e-10
3.72513730e+01	2.81815801e-10
4.12316259e+01	2.54647034e-10
4.56371628e+01	2.30173318e-10
5.05134247e+01	2.08119962e-10
5.59107078e+01	1.88241775e-10
6.18846824e+01	1.70319596e-10
6.84969672e+01	1.54157281e-10
7.58157646e+01	1.39579098e-10
8.39165644e+01	1.26427449e-10
9.28829225e+01	1.14560884e-10
1.02807322e+02	1.03852345e-10
1.13792129e+02	9.41876335e-11
1.25950646e+02	8.54640467e-11
1.39408283e+02	7.75891740e-11
1.54303847e+02	7.04798283e-11
1.70790980e+02	6.40610963e-11
1.89039738e+02	5.82654911e-11
2.09238348e+02	5.30321979e-11
2.31595149e+02	4.83063992e-11
2.56340741e+02	4.40386709e-11
2.83730362e+02	4.01844425e-11
3.14046522e+02	3.67035126e-11
3.47601918e+02	3.35596142e-11
3.84742658e+02	3.07200249e-11
4.25851829e+02	2.81552165e-11
4.71353453e+02	2.58385395e-11
5.21716858e+02	2.37459403e-11
5.77461515e+02	2.18557061e-11
6.39162405e+02	2.01482354e-11
7.07455942e+02	1.86058312e-11
7.83046540e+02	1.72125149e-11
8.66713880e+02	1.59538587e-11
9.59320948e+02	1.48168342e-11
1.06182294e+03	1.37896759e-11
1.17527712e+03	1.28617587e-11
1.30085370e+03	1.20234867e-11
1.43984795e+03	1.12661932e-11
1.59369353e+03	1.05820505e-11
1.76397728e+03	9.96398867e-12
1.95245558e+03	9.40562159e-12
2.16107251e+03	8.90118103e-12
2.39197984e+03	8.44545662e-12
2.64755927e+03	8.03374183e-12
2.93044698e+03	7.66178514e-12
3.24356081e+03	7.32574605e-12
3.59013038e+03	7.02215523e-12
3.97373038e+03	6.74787864e-12
4.39831747e+03	6.50008511e-12
4.86827104e+03	6.27621702e-12
5.38843844e+03	6.07396382e-12
5.96418495e+03	5.89123822e-12
6.60144909e+03	5.72615453e-12
7.30680395e+03	5.57700921e-12
8.08752491e+03	5.44226327e-12
8.95166472e+03	5.32052634e-12
9.90813657e+03	5.21054236e-12
1.09668060e+04	5.11117654e-12
1.21385926e+04	5.02140369e-12
1.34355829e+04	4.94029761e-12
1.48711546e+04	4.86702156e-12
1.64601150e+04	4.80081956e-12
1.82188534e+04	4.74100866e-12
2.01655104e+04	4.68697183e-12
2.23201647e+04	4.63815163e-12
2.47050406e+04	4.59404442e-12
2.73447368e+04	4.55419522e-12
3.02664806e+04	4.51819294e-12
3.35004083e+04	4.48566621e-12
3.70798763e+04	4.45627950e-12
4.10418050e+04	4.42972968e-12
4.54270599e+04	4.40574287e-12
5.02808725e+04	4.38407165e-12
5.56533078e+04	4.36449248e-12
6.15997796e+04	4.34680339e-12
6.81816229e+04	4.33082193e-12
7.54667263e+04	4.31638324e-12
8.35302320e+04	4.30333839e-12
9.24553110e+04	4.29155283e-12
1.02334021e+05	4.28090498e-12
1.13268257e+05	4.27128503e-12
1.25370799e+05	4.26259373e-12
1.38766479e+05	4.25474144e-12
1.53593468e+05	4.24764717e-12
1.70004698e+05	4.24123775e-12
1.88169442e+05	4.23544705e-12
2.08275063e+05	4.23021536e-12
2.30528939e+05	4.22548870e-12
2.55160607e+05	4.22121833e-12
2.82424133e+05	4.21736020e-12
3.12600724e+05	4.21387451e-12
3.46001639e+05	4.21072531e-12
3.82971391e+05	4.20788011e-12
4.23891306e+05	4.20530957e-12
4.69183451e+05	4.20298718e-12
5.19314994e+05	4.20088898e-12
5.74803016e+05	4.19899332e-12
6.36219849e+05	4.19728066e-12
7.04198979e+05	4.19573333e-12
7.79441575e+05	4.19433537e-12
8.62723729e+05	4.19307236e-12
9.54904456e+05	4.19193128e-12
1.05693455e+06	4.19090035e-12
1.16986641e+06	4.18996894e-12
1.29486487e+06	4.18912744e-12
1.43321923e+06	4.18836717e-12
1.58635653e+06	4.18768030e-12
1.75585633e+06	4.18705973e-12
1.94346693e+06	4.18649907e-12
2.15112343e+06	4.18599253e-12
2.38096772e+06	4.18553489e-12
2.63537052e+06	4.18512143e-12
2.91695588e+06	4.18474788e-12
3.22862820e+06	4.18441039e-12
3.57360225e+06	4.18410548e-12
3.95543624e+06	4.18383001e-12
4.37806863e+06	4.18358112e-12
4.84585864e+06	4.18335627e-12
5.36363132e+06	4.18315311e-12
