# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-01	4.67822093e-14
1.10175281e-01	3.85102979e-14
1.21385926e-01	3.17001219e-14
1.33737286e-01	2.60937936e-14
1.47345431e-01	2.14788678e-14
1.62338243e-01	1.76803425e-14
1.78856616e-01	1.45540651e-14
1.97055780e-01	1.19812988e-14
2.17106760e-01	9.86424564e-15
2.39197984e-01	8.12235666e-15
2.63537052e-01	6.68929235e-15
2.90352688e-01	5.51041816e-15
3.19896892e-01	4.54074129e-15
3.52447300e-01	3.74321091e-15
3.88309805e-01	3.08731797e-15
4.27821420e-01	2.54794184e-15
4.71353453e-01	2.10440021e-15
5.19314994e-01	1.73966654e-15
5.72156756e-01	1.43972551e-15
6.30375315e-01	1.19304208e-15
6.94517777e-01	9.90124221e-16
7.65186915e-01	8.23162740e-16
8.43046837e-01	6.85734533e-16
9.28829225e-01	5.72558163e-16
1.02334021e+00	4.79292456e-16
1.12746796e+00	4.02370527e-16
1.24219100e+00	3.38862987e-16
1.36858742e+00	2.86365170e-16
1.50784505e+00	2.42883143e-16
1.66127252e+00	2.06846516e-16
1.83031168e+00	1.76901522e-16
2.01655104e+00	1.51962223e-16
2.22174078e+00	1.31139377e-16
2.44780916e+00	1.13705083e-16
2.69688063e+00	9.90636140e-17
2.97129582e+00	8.67274671e-17
3.27363353e+00	7.62976599e-17
3.60673495e+00	6.74475577e-17
3.97373038e+00	5.99043387e-17
4.37806863e+00	5.34606752e-17
4.82354943e+00	4.79280190e-17
5.31435916e+00	4.31617557e-17
5.85511016e+00	3.90385715e-17
6.45088409e+00	3.54580048e-17
7.10727970e+00	3.23371450e-17
7.83046540e+00	2.96072828e-17
8.62723729e+00	2.72113161e-17
9.50508296e+00	2.51016402e-17
1.04722519e+01	2.32393340e-17
1.15378330e+01	2.15888523e-17
1.27118400e+01	2.01233524e-17
1.40053055e+01	1.88189603e-17
1.54303847e+01	1.76554035e-17
1.70004698e+01	1.66153945e-17
1.87303154e+01	1.56841280e-17
