# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	3.33954146e-05
1.10684849e-02	3.38087509e-05
1.22511358e-02	3.34779774e-05
1.35601511e-02	3.32609610e-05
1.50090328e-02	3.23942288e-05
1.66127252e-02	3.09422673e-05
1.83877698e-02	2.90159802e-05
2.03524752e-02	2.67505735e-05
2.25271064e-02	2.42858241e-05
2.49340937e-02	2.17445412e-05
2.75982639e-02	1.92344899e-05
3.05470967e-02	1.68277642e-05
3.38110078e-02	1.45784031e-05
3.74236629e-02	1.25199763e-05
4.14223247e-02	1.06695963e-05
4.58482375e-02	9.03121783e-06
5.07470524e-02	7.59958471e-06
5.61692982e-02	6.36255309e-06
6.21709029e-02	5.30385416e-06
6.88137699e-02	4.40510309e-06
7.61664172e-02	3.64733608e-06
8.43046837e-02	3.01209250e-06
9.33125118e-02	2.48210837e-06
1.03282813e-01	2.04170487e-06
1.14318425e-01	1.67695399e-06
1.26533176e-01	1.37569229e-06
1.40053055e-01	1.12743783e-06
1.55017512e-01	9.23252717e-07
1.71580899e-01	7.55579451e-07
1.89914058e-01	6.18070713e-07
2.10206088e-01	5.05424400e-07
2.32666291e-01	4.13230977e-07
2.57526333e-01	3.37836409e-07
2.85042632e-01	2.76220870e-07
3.15499006e-01	2.25894905e-07
3.49209598e-01	1.84810007e-07
3.86522116e-01	1.51283065e-07
4.27821420e-01	1.23932876e-07
4.73533492e-01	1.01627115e-07
5.24129830e-01	8.34382642e-08
5.80132310e-01	6.86071229e-08
6.42118571e-01	5.65126906e-08
7.10727970e-01	4.66473610e-08
7.86668179e-01	3.85965540e-08
8.70722485e-01	3.20219263e-08
9.63757866e-01	2.66476424e-08
1.06673394e+00	2.22490602e-08
1.18071285e+00	1.86434250e-08
1.30687023e+00	1.56822160e-08
1.44650734e+00	1.32448471e-08
1.60106446e+00	1.12325682e-08
1.77213578e+00	9.56813377e-09
1.96148581e+00	8.18603011e-09
2.17106760e+00	7.03419340e-09
2.40304289e+00	6.07046176e-09
2.65980440e+00	5.26069979e-09
2.94400048e+00	4.57727379e-09
3.25856248e+00	3.99780919e-09
3.60673495e+00	3.50418034e-09
3.99210913e+00	3.08141325e-09
4.41865996e+00	2.71820693e-09
4.89078709e+00	2.40441110e-09
5.41336030e+00	2.13225338e-09
5.99176967e+00	1.89517936e-09
6.63198120e+00	1.68787170e-09
7.34059837e+00	1.50594927e-09
8.12493021e+00	1.34578389e-09
8.99306672e+00	1.20435630e-09
9.95396231e+00	1.07914105e-09
1.10175281e+01	9.68045501e-10
1.21947344e+01	8.69200227e-10
1.34977233e+01	7.81126663e-10
1.49399346e+01	7.02518949e-10
1.65362441e+01	6.32255917e-10
1.83031168e+01	5.69370168e-10
2.02587771e+01	5.13023075e-10
2.24233968e+01	4.62484482e-10
2.48193029e+01	4.17116133e-10
2.74712079e+01	3.76358071e-10
3.04064649e+01	3.39717409e-10
3.36553498e+01	3.06759008e-10
3.72513730e+01	2.77097691e-10
4.12316259e+01	2.50391696e-10
4.56371628e+01	2.26337144e-10
5.05134247e+01	2.04663339e-10
5.59107078e+01	1.85128748e-10
6.18846824e+01	1.67517544e-10
6.84969672e+01	1.51636626e-10
7.58157646e+01	1.37313031e-10
8.39165644e+01	1.24391682e-10
9.28829225e+01	1.12733417e-10
1.02807322e+02	1.02213259e-10
1.13792129e+02	9.27188955e-11
1.25950646e+02	8.41493360e-11
1.39408283e+02	7.64137221e-11
1.54303847e+02	6.94302736e-11
1.70790980e+02	6.31253516e-11
1.89039738e+02	5.74326238e-11
2.09238348e+02	5.22923207e-11
2.31595149e+02	4.76505709e-11
2.56340741e+02	4.34588071e-11
2.83730362e+02	3.96732336e-11
3.14046522e+02	3.62543504e-11
3.47601918e+02	3.31665247e-11
3.84742658e+02	3.03776081e-11
4.25851829e+02	2.78585910e-11
4.71353453e+02	2.55832934e-11
5.21716858e+02	2.35280861e-11
5.77461515e+02	2.16716398e-11
6.39162405e+02	1.99946999e-11
7.07455942e+02	1.84798830e-11
7.83046540e+02	1.71114940e-11
8.66713880e+02	1.58753613e-11
9.59320948e+02	1.47586879e-11
1.06182294e+03	1.37499179e-11
1.17527712e+03	1.28386152e-11
1.30085370e+03	1.20153550e-11
1.43984795e+03	1.12716250e-11
1.59369353e+03	1.05997373e-11
1.76397728e+03	9.99274793e-12
1.95245558e+03	9.44438498e-12
2.16107251e+03	8.94898320e-12
2.39197984e+03	8.50142536e-12
2.64755927e+03	8.09708904e-12
2.93044698e+03	7.73179878e-12
