# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	2.72257011e-06
1.10684849e-02	2.88373677e-06
1.22511358e-02	3.03128519e-06
1.35601511e-02	3.16198790e-06
1.50090328e-02	3.27363808e-06
1.66127252e-02	3.35977700e-06
1.83877698e-02	3.43622053e-06
2.03524752e-02	3.49610981e-06
2.25271064e-02	3.54392840e-06
2.49340937e-02	3.56321081e-06
2.75982639e-02	3.60587469e-06
3.05470967e-02	3.63142882e-06
3.38110078e-02	3.63039005e-06
3.74236629e-02	3.55780946e-06
4.14223247e-02	3.51342226e-06
4.58482375e-02	3.40867241e-06
5.07470524e-02	3.24914920e-06
5.61692982e-02	3.04457268e-06
6.21709029e-02	2.80717528e-06
6.88137699e-02	2.55014281e-06
7.61664172e-02	2.28479300e-06
8.43046837e-02	2.02354082e-06
9.33125118e-02	1.77241748e-06
1.03282813e-01	1.53722934e-06
1.14318425e-01	1.32161788e-06
1.26533176e-01	1.12748893e-06
1.40053055e-01	9.55350984e-07
1.55017512e-01	8.04745602e-07
1.71580899e-01	6.74471116e-07
1.89914058e-01	5.62877442e-07
2.10206088e-01	4.68076377e-07
2.32666291e-01	3.88104538e-07
2.57526333e-01	3.21039605e-07
2.85042632e-01	2.65075981e-07
3.15499006e-01	2.18568224e-07
3.49209598e-01	1.80050627e-07
3.86522116e-01	1.48240378e-07
4.27821420e-01	1.22030059e-07
4.73533492e-01	1.00474088e-07
5.24129830e-01	8.27720866e-08
5.80132310e-01	6.82513502e-08
6.42118571e-01	5.63497133e-08
7.10727970e-01	4.65995854e-08
7.86668179e-01	3.86135608e-08
8.70722485e-01	3.20717381e-08
9.63757866e-01	2.67106259e-08
1.06673394e+00	2.23137673e-08
1.18071285e+00	1.87037053e-08
1.30687023e+00	1.57352314e-08
1.44650734e+00	1.32897284e-08
1.60106446e+00	1.12695406e-08
1.77213578e+00	9.59795860e-09
1.96148581e+00	8.20968384e-09
2.17106760e+00	7.05268000e-09
2.40304289e+00	6.08471877e-09
2.65980440e+00	5.27155743e-09
2.94400048e+00	4.58543800e-09
3.25856248e+00	4.00386493e-09
3.60673495e+00	3.50860113e-09
3.99210913e+00	3.08457305e-09
4.41865996e+00	2.72039513e-09
4.89078709e+00	2.40584600e-09
5.41336030e+00	2.13309594e-09
5.99176967e+00	1.89554580e-09
6.63198120e+00	1.68784463e-09
7.34059837e+00	1.50558695e-09
8.12493021e+00	1.34512773e-09
8.99306672e+00	1.20343659e-09
9.95396231e+00	1.07798109e-09
1.10175281e+01	9.66664346e-10
1.21947344e+01	8.67614540e-10
1.34977233e+01	7.79351557e-10
1.49399346e+01	7.00568536e-10
1.65362441e+01	6.30143523e-10
1.83031168e+01	5.67108402e-10
2.02587771e+01	5.10623835e-10
2.24233968e+01	4.59958956e-10
2.48193029e+01	4.14474792e-10
2.74712079e+01	3.73610678e-10
3.04064649e+01	3.36873035e-10
3.36553498e+01	3.03826055e-10
3.72513730e+01	2.74083919e-10
4.12316259e+01	2.47304256e-10
4.56371628e+01	2.23182614e-10
5.05134247e+01	2.01447757e-10
5.59107078e+01	1.81857647e-10
6.18846824e+01	1.64195987e-10
6.84969672e+01	1.48269241e-10
7.58157646e+01	1.33904044e-10
8.39165644e+01	1.20944945e-10
9.28829225e+01	1.09252441e-10
1.02807322e+02	9.87012391e-11
1.13792129e+02	8.91787392e-11
1.25950646e+02	8.05836860e-11
1.39408283e+02	7.28249793e-11
1.54303847e+02	6.58206181e-11
1.70790980e+02	5.94967619e-11
1.89039738e+02	5.37868949e-11
2.09238348e+02	4.86310802e-11
2.31595149e+02	4.39752942e-11
2.56340741e+02	3.97708312e-11
2.83730362e+02	3.59737697e-11
3.14046522e+02	3.25444955e-11
3.47601918e+02	2.94472721e-11
3.84742658e+02	2.66498569e-11
4.25851829e+02	2.41231551e-11
4.71353453e+02	2.18409093e-11
5.21716858e+02	1.97794201e-11
5.77461515e+02	1.79172948e-11
6.39162405e+02	1.62352212e-11
7.07455942e+02	1.47157638e-11
7.83046540e+02	1.33431803e-11
8.66713880e+02	1.21032564e-11
9.59320948e+02	1.09831565e-11
1.06182294e+03	9.97128972e-12
1.17527712e+03	9.05718836e-12
1.30085370e+03	8.23139888e-12
1.43984795e+03	7.48538326e-12
1.59369353e+03	6.81143007e-12
1.76397728e+03	6.20257424e-12
1.95245558e+03	5.65252467e-12
2.16107251e+03	5.15559885e-12
2.39197984e+03	4.70666387e-12
2.64755927e+03	4.30108318e-12
2.93044698e+03	3.93466854e-12
3.24356081e+03	3.60363655e-12
3.59013038e+03	3.30456953e-12
3.97373038e+03	3.03438009e-12
4.39831747e+03	2.79027919e-12
4.86827104e+03	2.56974729e-12
5.38843844e+03	2.37050826e-12
5.96418495e+03	2.19050586e-12
6.60144909e+03	2.02788252e-12
7.30680395e+03	1.88096005e-12
8.08752491e+03	1.74822239e-12
8.95166472e+03	1.62829988e-12
9.90813657e+03	1.51995517e-12
1.09668060e+04	1.42207039e-12
1.21385926e+04	1.33363560e-12
1.34355829e+04	1.25373843e-12
1.48711546e+04	1.18155458e-12
1.64601150e+04	1.11633936e-12
1.82188534e+04	1.05741998e-12
2.01655104e+04	1.00418861e-12
2.23201647e+04	9.56096108e-13
2.47050406e+04	9.12646360e-13
2.73447368e+04	8.73391147e-13
3.02664806e+04	8.37925523e-13
3.35004083e+04	8.05883642e-13
3.70798763e+04	7.76934976e-13
4.10418050e+04	7.50780910e-13
4.54270599e+04	7.27151657e-13
5.02808725e+04	7.05803476e-13
5.56533078e+04	6.86516157e-13
6.15997796e+04	6.69090751e-13
6.81816229e+04	6.53347515e-13
7.54667263e+04	6.39124056e-13
8.35302320e+04	6.26273661e-13
9.24553110e+04	6.14663779e-13
1.02334021e+05	6.04174657e-13
1.13268257e+05	5.94698100e-13
1.25370799e+05	5.86136361e-13
1.38766479e+05	5.78401127e-13
1.53593468e+05	5.71412610e-13
1.70004698e+05	5.65098727e-13
1.88169442e+05	5.59394351e-13
2.08275063e+05	5.54240644e-13
2.30528939e+05	5.49584448e-13
2.55160607e+05	5.45377734e-13
2.82424133e+05	5.41577112e-13
3.12600724e+05	5.38143381e-13
3.46001639e+05	5.35041123e-13
3.82971391e+05	5.32238338e-13
4.23891306e+05	5.29706119e-13
4.69183451e+05	5.27418345e-13
5.19314994e+05	5.25351419e-13
5.74803016e+05	5.23484022e-13
6.36219849e+05	5.21796893e-13
7.04198979e+05	5.20272630e-13
7.79441575e+05	5.18895509e-13
8.62723729e+05	5.17651328e-13
9.54904456e+05	5.16527253e-13
1.05693455e+06	5.15511689e-13
1.16986641e+06	5.14594162e-13
1.29486487e+06	5.13765208e-13
1.43321923e+06	5.13016275e-13
1.58635653e+06	5.12339640e-13
1.75585633e+06	5.11728324e-13
1.94346693e+06	5.11176020e-13
2.15112343e+06	5.10677033e-13
2.38096772e+06	5.10226214e-13
2.63537052e+06	5.09818915e-13
2.91695588e+06	5.09450935e-13
3.22862820e+06	5.09118477e-13
3.57360225e+06	5.08818112e-13
3.95543624e+06	5.08546743e-13
4.37806863e+06	5.08301570e-13
4.84585864e+06	5.08080064e-13
5.36363132e+06	5.07879942e-13
5.93672722e+06	5.07699138e-13
6.57105755e+06	5.07535788e-13
7.27316511e+06	5.07388206e-13
8.05029181e+06	5.07254872e-13
8.91045332e+06	5.07134409e-13
9.86252179e+06	5.07025574e-13
1.09163173e+07	5.06927246e-13
1.20827094e+07	5.06838409e-13
1.33737286e+07	5.06758149e-13
1.48026913e+07	5.06685636e-13
1.63843365e+07	5.06620123e-13
1.81349780e+07	5.06560934e-13
2.00726730e+07	5.06507459e-13
2.22174078e+07	5.06459147e-13
2.45913043e+07	5.06415497e-13
2.72188479e+07	5.06376063e-13
3.01271407e+07	5.06340434e-13
3.33461802e+07	5.06308245e-13
3.69091691e+07	5.06279161e-13
4.08528580e+07	5.06252891e-13
4.52179242e+07	5.06229150e-13
