# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.82392411e-06
1.10684849e-02	1.95742127e-06
1.22511358e-02	2.08484494e-06
1.35601511e-02	2.20315001e-06
1.50090328e-02	2.30933489e-06
1.66127252e-02	2.40088512e-06
1.83877698e-02	2.47622711e-06
2.03524752e-02	2.53194605e-06
2.25271064e-02	2.57783591e-06
2.49340937e-02	2.61092335e-06
2.75982639e-02	2.61129718e-06
3.05470967e-02	2.64039428e-06
3.38110078e-02	2.65718443e-06
3.74236629e-02	2.66034692e-06
4.14223247e-02	2.64283584e-06
4.58482375e-02	2.58013712e-06
5.07470524e-02	2.52453334e-06
5.61692982e-02	2.42793653e-06
6.21709029e-02	2.29554691e-06
6.88137699e-02	2.13505631e-06
7.61664172e-02	1.95545231e-06
8.43046837e-02	1.76584994e-06
9.33125118e-02	1.57389003e-06
1.03282813e-01	1.38733961e-06
1.14318425e-01	1.21010611e-06
1.26533176e-01	1.04568778e-06
1.40053055e-01	8.96164886e-07
1.55017512e-01	7.62409138e-07
1.71580899e-01	6.44512333e-07
1.89914058e-01	5.41873996e-07
2.10206088e-01	4.53468605e-07
2.32666291e-01	3.78014433e-07
2.57526333e-01	3.14111196e-07
2.85042632e-01	2.60343192e-07
3.15499006e-01	2.15350326e-07
3.49209598e-01	1.77872330e-07
3.86522116e-01	1.46772298e-07
4.27821420e-01	1.21045347e-07
4.73533492e-01	9.98173004e-08
5.24129830e-01	8.23371382e-08
5.80132310e-01	6.79660785e-08
6.42118571e-01	5.61651579e-08
7.10727970e-01	4.64825976e-08
7.86668179e-01	3.85417270e-08
8.70722485e-01	3.20298904e-08
9.63757866e-01	2.66885312e-08
1.06673394e+00	2.23045140e-08
1.18071285e+00	1.87026416e-08
1.30687023e+00	1.57392120e-08
1.44650734e+00	1.32966388e-08
1.60106446e+00	1.12779669e-08
1.77213578e+00	9.60696178e-09
1.96148581e+00	8.21865248e-09
2.17106760e+00	7.06122575e-09
2.40304289e+00	6.09260575e-09
2.65980440e+00	5.27865256e-09
2.94400048e+00	4.59168226e-09
3.25856248e+00	4.00925182e-09
3.60673495e+00	3.51315862e-09
3.99210913e+00	3.08835604e-09
4.41865996e+00	2.72347600e-09
4.89078709e+00	2.40830797e-09
5.41336030e+00	2.13502708e-09
5.99176967e+00	1.89703375e-09
6.63198120e+00	1.68897226e-09
7.34059837e+00	1.50642914e-09
8.12493021e+00	1.34574937e-09
8.99306672e+00	1.20389166e-09
9.95396231e+00	1.07831274e-09
1.10175281e+01	9.66905788e-10
1.21947344e+01	8.67790369e-10
1.34977233e+01	7.79479383e-10
1.49399346e+01	7.00660571e-10
1.65362441e+01	6.30208032e-10
1.83031168e+01	5.67150906e-10
2.02587771e+01	5.10648044e-10
2.24233968e+01	4.59967430e-10
2.48193029e+01	4.14469393e-10
2.74712079e+01	3.73592852e-10
3.04064649e+01	3.36843979e-10
