# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	9.69499045e-10
1.10684849e-02	1.20009485e-09
1.22511358e-02	1.48692520e-09
1.35601511e-02	1.84386453e-09
1.50090328e-02	2.28812686e-09
1.66127252e-02	2.84098108e-09
1.83877698e-02	3.52856765e-09
2.03524752e-02	4.38280514e-09
2.25271064e-02	5.44235942e-09
2.49340937e-02	6.75362594e-09
2.75982639e-02	8.37164477e-09
3.05470967e-02	1.03608269e-08
3.38110078e-02	1.27953172e-08
3.74236629e-02	1.57587537e-08
4.14223247e-02	1.93431046e-08
4.58482375e-02	2.36461733e-08
5.07470524e-02	2.87672714e-08
5.61692982e-02	3.48004785e-08
6.21709029e-02	4.18248483e-08
6.88137699e-02	4.98909495e-08
7.61664172e-02	5.90032881e-08
8.43046837e-02	6.90985732e-08
9.33125118e-02	8.00205608e-08
1.03282813e-01	9.14938153e-08
1.14318425e-01	1.03100169e-07
1.26533176e-01	1.14265513e-07
1.40053055e-01	1.24267317e-07
1.55017512e-01	1.32273204e-07
1.71580899e-01	1.37424218e-07
1.89914058e-01	1.38963514e-07
2.10206088e-01	1.36398158e-07
2.32666291e-01	1.29658542e-07
2.57526333e-01	1.19196260e-07
2.85042632e-01	1.05694277e-07
3.15499006e-01	9.11407345e-08
3.49209598e-01	7.64408416e-08
3.86522116e-01	5.84955435e-08
4.27821420e-01	4.87119203e-08
4.73533492e-01	4.01751037e-08
5.24129830e-01	3.31031206e-08
5.80132310e-01	2.73451138e-08
6.42118571e-01	2.21849791e-08
7.10727970e-01	1.94891550e-08
7.86668179e-01	1.72586649e-08
8.70722485e-01	1.54244928e-08
9.63757866e-01	1.38859099e-08
1.06673394e+00	1.25499287e-08
1.18071285e+00	1.13511621e-08
1.30687023e+00	1.02089209e-08
1.44650734e+00	9.22106420e-09
1.60106446e+00	8.29047142e-09
1.77213578e+00	7.42879524e-09
1.96148581e+00	6.64002061e-09
2.17106760e+00	5.92476821e-09
2.40304289e+00	5.28085551e-09
2.65980440e+00	4.70448101e-09
2.94400048e+00	4.19071462e-09
3.25856248e+00	3.73411001e-09
3.60673495e+00	3.32908113e-09
3.99210913e+00	2.96989659e-09
4.41865996e+00	2.65202922e-09
4.89078709e+00	2.37029503e-09
5.41336030e+00	2.12055165e-09
5.99176967e+00	1.89888717e-09
6.63198120e+00	1.70191436e-09
7.34059837e+00	1.52666085e-09
8.12493021e+00	1.37052723e-09
8.99306672e+00	1.23124598e-09
9.95396231e+00	1.10684130e-09
1.10175281e+01	9.95623409e-10
1.21947344e+01	8.96014642e-10
1.34977233e+01	8.06752175e-10
1.49399346e+01	7.26686255e-10
1.65362441e+01	6.54808838e-10
1.83031168e+01	5.90233925e-10
2.02587771e+01	5.32180856e-10
2.24233968e+01	4.79960116e-10
2.48193029e+01	4.32961290e-10
2.74712079e+01	3.90642826e-10
3.04064649e+01	3.52523301e-10
3.36553498e+01	3.18173969e-10
3.72513730e+01	2.87212367e-10
4.12316259e+01	2.59296810e-10
4.56371628e+01	2.34121643e-10
5.05134247e+01	2.11413118e-10
5.59107078e+01	1.90925811e-10
6.18846824e+01	1.72439488e-10
6.84969672e+01	1.55756358e-10
7.58157646e+01	1.40698665e-10
8.39165644e+01	1.27106555e-10
9.28829225e+01	1.14836197e-10
1.02807322e+02	1.03758114e-10
1.13792129e+02	9.37557017e-11
1.25950646e+02	8.47239106e-11
1.39408283e+02	7.65680701e-11
1.54303847e+02	6.92028387e-11
1.70790980e+02	6.25512657e-11
1.89039738e+02	5.65439511e-11
2.09238348e+02	5.11182923e-11
2.31595149e+02	4.62178088e-11
2.56340741e+02	4.17915359e-11
2.83730362e+02	3.77934797e-11
3.14046522e+02	3.41821276e-11
3.47601918e+02	3.09200077e-11
3.84742658e+02	2.79732921e-11
4.25851829e+02	2.53114401e-11
4.71353453e+02	2.29068772e-11
5.21716858e+02	2.07347045e-11
5.77461515e+02	1.87724387e-11
6.39162405e+02	1.69997759e-11
7.07455942e+02	1.53983799e-11
7.83046540e+02	1.39516910e-11
8.66713880e+02	1.26447526e-11
9.59320948e+02	1.14640564e-11
1.06182294e+03	1.03974013e-11
1.17527712e+03	9.43376651e-12
1.30085370e+03	8.56319758e-12
1.43984795e+03	7.77670264e-12
1.59369353e+03	7.06615932e-12
1.76397728e+03	6.42423052e-12
1.95245558e+03	5.84428837e-12
2.16107251e+03	5.32034560e-12
2.39197984e+03	4.84699355e-12
2.64755927e+03	4.41934622e-12
2.93044698e+03	4.03298966e-12
3.24356081e+03	3.68393639e-12
3.59013038e+03	3.36858414e-12
3.97373038e+03	3.08367859e-12
4.39831747e+03	2.82627978e-12
4.86827104e+03	2.59373169e-12
5.38843844e+03	2.38363483e-12
5.96418495e+03	2.19382146e-12
6.60144909e+03	2.02233315e-12
7.30680395e+03	1.86740062e-12
8.08752491e+03	1.72742542e-12
8.95166472e+03	1.60096347e-12
9.90813657e+03	1.48671012e-12
1.09668060e+04	1.38348668e-12
1.21385926e+04	1.29022830e-12
1.34355829e+04	1.20597291e-12
1.48711546e+04	1.12985135e-12
1.64601150e+04	1.06107837e-12
1.82188534e+04	9.98944526e-13
2.01655104e+04	9.42808887e-13
2.23201647e+04	8.92092386e-13
2.47050406e+04	8.46271867e-13
2.73447368e+04	8.04874680e-13
3.02664806e+04	7.67473805e-13
3.35004083e+04	7.33683448e-13
3.70798763e+04	7.03155060e-13
4.10418050e+04	6.75573741e-13
4.54270599e+04	6.50654991e-13
5.02808725e+04	6.28141775e-13
5.56533078e+04	6.07801872e-13
6.15997796e+04	5.89425479e-13
6.81816229e+04	5.72823048e-13
7.54667263e+04	5.57823328e-13
8.35302320e+04	5.44271601e-13
9.24553110e+04	5.32028084e-13
1.02334021e+05	5.20966489e-13
1.13268257e+05	5.10972720e-13
1.25370799e+05	5.01943694e-13
1.38766479e+05	4.93786278e-13
1.53593468e+05	4.86416334e-13
1.70004698e+05	4.79757842e-13
1.88169442e+05	4.73742123e-13
2.08275063e+05	4.68307127e-13
2.30528939e+05	4.63396794e-13
2.55160607e+05	4.58960476e-13
2.82424133e+05	4.54952415e-13
3.12600724e+05	4.51331268e-13
3.46001639e+05	4.48059685e-13
3.82971391e+05	4.45103922e-13
4.23891306e+05	4.42433491e-13
4.69183451e+05	4.40020847e-13
5.19314994e+05	4.37841106e-13
5.74803016e+05	4.35871784e-13
6.36219849e+05	4.34092569e-13
7.04198979e+05	4.32485109e-13
7.79441575e+05	4.31032823e-13
8.62723729e+05	4.29720732e-13
9.54904456e+05	4.28535303e-13
1.05693455e+06	4.27464308e-13
1.16986641e+06	4.26496701e-13
1.29486487e+06	4.25622500e-13
