# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-01	3.46786938e-07
1.10175281e-01	3.31082896e-07
1.21385926e-01	3.15956674e-07
1.33737286e-01	3.01258061e-07
1.47345431e-01	2.86564577e-07
1.62338243e-01	2.71370509e-07
1.78856616e-01	2.55271126e-07
1.97055780e-01	2.38085501e-07
2.17106760e-01	2.19899356e-07
2.39197984e-01	2.01016333e-07
2.63537052e-01	1.81874024e-07
2.90352688e-01	1.62939367e-07
3.19896892e-01	1.44639048e-07
3.52447300e-01	1.27318700e-07
3.88309805e-01	1.11228614e-07
4.27821420e-01	9.65259271e-08
4.71353453e-01	8.32858898e-08
5.19314994e-01	7.15134987e-08
5.72156756e-01	6.11637824e-08
6.30375315e-01	5.21523450e-08
6.94517777e-01	4.43707572e-08
7.65186915e-01	3.76977818e-08
8.43046837e-01	3.20082728e-08
9.28829225e-01	2.71796940e-08
1.02334021e+00	2.30965001e-08
1.12746796e+00	1.96527708e-08
1.24219100e+00	1.67535077e-08
1.36858742e+00	1.43149684e-08
1.50784505e+00	1.22633360e-08
1.66127252e+00	1.05383246e-08
1.83031168e+00	9.08531242e-09
2.01655104e+00	7.85927756e-09
2.22174078e+00	6.82240874e-09
2.44780916e+00	5.94311443e-09
2.69688063e+00	5.19510682e-09
2.97129582e+00	4.55658237e-09
3.27363353e+00	4.00949959e-09
3.60673495e+00	3.53895364e-09
3.97373038e+00	3.13235571e-09
4.37806863e+00	2.78020059e-09
4.82354943e+00	2.47364929e-09
5.31435916e+00	2.20592213e-09
5.85511016e+00	1.97119188e-09
6.45088409e+00	1.76468636e-09
7.10727970e+00	1.58243174e-09
7.83046540e+00	1.42110480e-09
8.62723729e+00	1.27791526e-09
9.50508296e+00	1.15051023e-09
1.04722519e+01	1.03693674e-09
1.15378330e+01	9.35403361e-10
1.27118400e+01	8.44520094e-10
1.40053055e+01	7.63038625e-10
1.54303847e+01	6.89881902e-10
1.70004698e+01	6.24116366e-10
1.87303154e+01	5.64929297e-10
2.06361777e+01	5.11610271e-10
2.27359668e+01	4.63535916e-10
2.50494154e+01	4.20157321e-10
2.75982639e+01	3.80989586e-10
3.04064649e+01	3.45603101e-10
3.35004083e+01	3.13616239e-10
3.69091691e+01	2.84689186e-10
4.06647809e+01	2.58518719e-10
4.48025368e+01	2.34833747e-10
4.93613210e+01	2.13391501e-10
5.43839743e+01	1.93974244e-10
5.99176967e+01	1.76386432e-10
6.60144909e+01	1.60452244e-10
7.27316511e+01	1.46013428e-10
8.01323013e+01	1.32927414e-10
8.82859884e+01	1.21065653e-10
9.72693362e+01	1.10312158e-10
1.07166765e+02	1.00562208e-10
1.18071285e+02	9.17211981e-11
1.30085370e+02	8.37036234e-11
1.43321923e+02	7.64321660e-11
1.57905331e+02	6.98368849e-11
1.73972643e+02	6.38544901e-11
1.91674849e+02	5.84276920e-11
2.11178304e+02	5.35046179e-11
2.32666291e+02	4.90382889e-11
2.56340741e+02	4.49861480e-11
2.82424133e+02	4.13096370e-11
3.11161583e+02	3.79738140e-11
3.42823149e+02	3.49470097e-11
3.77706369e+02	3.22005166e-11
4.16139055e+02	2.97083088e-11
4.58482375e+02	2.74467889e-11
5.05134247e+02	2.53945589e-11
5.56533078e+02	2.35322138e-11
6.13161884e+02	2.18421544e-11
6.75552832e+02	2.03084179e-11
7.44292233e+02	1.89165249e-11
8.20026062e+02	1.76533409e-11
9.03466021e+02	1.65069504e-11
9.95396231e+02	1.54665437e-11
1.09668060e+03	1.45223133e-11
1.20827094e+03	1.36653610e-11
1.33121590e+03	1.28876132e-11
1.46667087e+03	1.21817444e-11
1.61590875e+03	1.15411072e-11
1.78033202e+03	1.09596700e-11
1.96148581e+03	1.04319594e-11
2.16107251e+03	9.95300849e-12
2.38096772e+03	9.51831009e-12
2.62323788e+03	9.12377390e-12
2.89015972e+03	8.76568798e-12
3.18424160e+03	8.44068373e-12
3.50824714e+03	8.14570400e-12
3.86522116e+03	7.87797436e-12
4.25851829e+03	7.63497685e-12
4.69183451e+03	7.41442629e-12
5.16924187e+03	7.21424874e-12
5.69522678e+03	7.03256194e-12
6.27473213e+03	6.86765759e-12
6.91320378e+03	6.71798527e-12
7.61664172e+03	6.58213782e-12
8.39165644e+03	6.45883812e-12
9.24553110e+03	6.34692705e-12
1.01862899e+04	6.24535260e-12
1.12227736e+04	6.15315994e-12
1.23647224e+04	6.06948246e-12
1.36228676e+04	5.99353361e-12
1.50090328e+04	5.92459953e-12
1.65362441e+04	5.86203226e-12
1.82188534e+04	5.80524374e-12
2.00726730e+04	5.75370021e-12
2.21151240e+04	5.70691721e-12
2.43654001e+04	5.66445506e-12
2.68446481e+04	5.62591467e-12
2.95761666e+04	5.59093380e-12
3.25856248e+04	5.55918371e-12
3.59013038e+04	5.53036600e-12
3.95543624e+04	5.50420982e-12
4.35791301e+04	5.48046936e-12
4.80134292e+04	5.45892151e-12
5.28989308e+04	5.43936375e-12
5.82815458e+04	5.42161229e-12
6.42118571e+04	5.40550030e-12
7.07455942e+04	5.39087636e-12
7.79441575e+04	5.37760304e-12
8.58751948e+04	5.36555560e-12
9.46132376e+04	5.35462081e-12
1.04240401e+05	5.34469592e-12
1.14847155e+05	5.33568765e-12
1.26533176e+05	5.32751136e-12
1.39408283e+05	5.32009019e-12
1.53593468e+05	5.31335441e-12
1.69222035e+05	5.30724072e-12
1.86440853e+05	5.30169167e-12
2.05411735e+05	5.29665510e-12
2.26312957e+05	5.29208369e-12
2.49340937e+05	5.28793448e-12
2.74712079e+05	5.28416847e-12
3.02664806e+05	5.28075027e-12
3.33461802e+05	5.27764777e-12
3.67392478e+05	5.27483179e-12
4.04775697e+05	5.27227589e-12
4.45962763e+05	5.26995604e-12
4.91340729e+05	5.26785044e-12
5.41336030e+05	5.26593931e-12
5.96418495e+05	5.26420467e-12
6.57105755e+05	5.26263024e-12
7.23968114e+05	5.26120122e-12
7.97633907e+05	5.25990418e-12
8.78795401e+05	5.25872693e-12
9.68215306e+05	5.25765840e-12
1.06673394e+06	5.25668855e-12
1.17527712e+06	5.25580828e-12
1.29486487e+06	5.25500930e-12
1.42662102e+06	5.25428412e-12
1.57178372e+06	5.25362591e-12
1.73171713e+06	5.25302849e-12
1.90792422e+06	5.25248624e-12
2.10206088e+06	5.25199407e-12
2.31595149e+06	5.25154736e-12
2.55160607e+06	5.25114190e-12
2.81123917e+06	5.25077389e-12
3.09729067e+06	5.25043987e-12
3.41244871e+06	5.25013670e-12
3.75967497e+06	5.24986152e-12
4.14223247e+06	5.24961176e-12
4.56371628e+06	5.24938507e-12
5.02808725e+06	5.24917931e-12
5.53970928e+06	5.24899255e-12
6.10339029e+06	5.24882305e-12
6.72442742e+06	5.24866920e-12
7.40865683e+06	5.24852956e-12
8.16250851e+06	5.24840281e-12
8.99306672e+06	5.24828777e-12
9.90813657e+06	5.24818336e-12
1.09163173e+07	5.24808858e-12
1.20270833e+07	5.24800256e-12
1.32508729e+07	5.24792449e-12
1.45991865e+07	5.24785362e-12
1.60846948e+07	5.24778930e-12
1.77213578e+07	5.24773093e-12
1.95245558e+07	5.24767793e-12
2.15112343e+07	5.24762985e-12
2.37000629e+07	5.24758618e-12
2.61116110e+07	5.24754658e-12
2.87685409e+07	5.24751061e-12
3.16958209e+07	5.24747794e-12
3.49209598e+07	5.24744833e-12
3.84742658e+07	5.24742143e-12
4.23891306e+07	5.24739702e-12
4.67023439e+07	5.24737490e-12
5.14544388e+07	5.24735476e-12
5.66900727e+07	5.24733654e-12
6.24584471e+07	5.24731996e-12
6.88137699e+07	5.24730495e-12
7.58157646e+07	5.24729128e-12
8.35302320e+07	5.24727888e-12
9.20296681e+07	5.24726766e-12
1.01393946e+08	5.24725742e-12
1.11711065e+08	5.24724823e-12
1.23077980e+08	5.24723986e-12
1.35601511e+08	5.24723213e-12
1.49399346e+08	5.24722527e-12
1.64601150e+08	5.24721890e-12
1.81349780e+08	5.24721331e-12
1.99802631e+08	5.24720811e-12
2.20133111e+08	5.24720340e-12
2.42532274e+08	5.24719905e-12
2.67210616e+08	5.24719528e-12
2.94400048e+08	5.24719159e-12
3.24356081e+08	5.24718866e-12
3.57360225e+08	5.24718570e-12
3.93722633e+08	5.24718300e-12
4.33785019e+08	5.24718054e-12
4.77923865e+08	5.24717850e-12
5.26553963e+08	5.24717644e-12
5.80132310e+08	5.24717481e-12
6.39162405e+08	5.24717279e-12
7.04198979e+08	5.24717162e-12
7.75853206e+08	5.24716993e-12
8.54798453e+08	5.24716932e-12
9.41776601e+08	5.24716864e-12
1.03760502e+09	5.24716646e-12
1.14318425e+09	5.24716624e-12
1.25950646e+09	5.24716496e-12
1.38766479e+09	5.24716448e-12
1.52886359e+09	5.24716361e-12
1.68442976e+09	5.24716330e-12
1.85582523e+09	5.24716196e-12
2.04466067e+09	5.24716090e-12
2.25271064e+09	5.24716230e-12
2.48193029e+09	5.24716124e-12
2.73447368e+09	5.24716280e-12
3.01271407e+09	5.24715923e-12
3.31926620e+09	5.24716004e-12
3.65701088e+09	5.24715884e-12
4.02912203e+09	5.24715948e-12
4.43909653e+09	5.24715686e-12
4.89078709e+09	5.24715759e-12
5.38843844e+09	5.24715912e-12
5.93672722e+09	5.24716047e-12
6.54080591e+09	5.24715639e-12
7.20635132e+09	5.24716001e-12
7.93961785e+09	5.24715846e-12
8.74749630e+09	5.24716155e-12
9.63757866e+09	5.24715729e-12
1.06182294e+10	5.24715438e-12
1.16986641e+10	5.24715187e-12
1.28890361e+10	5.24715786e-12
1.42005318e+10	5.24715772e-12
1.56454759e+10	5.24715552e-12
1.72374471e+10	5.24715783e-12
1.89914058e+10	5.24715870e-12
2.09238348e+10	5.24717053e-12
2.30528939e+10	5.24716547e-12
2.53985907e+10	5.24714270e-12
2.79829688e+10	5.24716862e-12
3.08303146e+10	5.24714304e-12
3.39673858e+10	5.24714252e-12
3.74236629e+10	5.24714475e-12
4.12316259e+10	5.24715525e-12
4.54270599e+10	5.24717112e-12
5.00493910e+10	5.24717251e-12
5.51420574e+10	5.24719356e-12
6.07529169e+10	5.24714104e-12
6.69346971e+10	5.24717307e-12
7.37454909e+10	5.24721107e-12
8.12493021e+10	5.24714199e-12
8.95166472e+10	5.24716023e-12
9.86252179e+10	5.24715338e-12
1.08660611e+11	5.24712395e-12
1.19717134e+11	5.24717819e-12
1.31898690e+11	5.24716485e-12
1.45319752e+11	5.24714686e-12
1.60106446e+11	5.24709652e-12
1.76397728e+11	5.24716821e-12
1.94346693e+11	5.24706896e-12
2.14122015e+11	5.24715569e-12
2.35909533e+11	5.24713995e-12
2.59913992e+11	5.24701835e-12
2.86360972e+11	5.24721174e-12
3.15499006e+11	5.24725234e-12
3.47601918e+11	5.24730147e-12
3.82971391e+11	5.24721247e-12
4.21939808e+11	5.24691828e-12
4.64873371e+11	5.24705360e-12
5.12175544e+11	5.24705027e-12
5.64290847e+11	5.24694171e-12
6.21709029e+11	5.24733596e-12
6.84969672e+11	5.24696021e-12
7.54667263e+11	5.24753432e-12
8.31456781e+11	5.24695782e-12
9.16059848e+11	5.24697108e-12
1.00927151e+12	5.24743356e-12
1.11196773e+12	5.24667008e-12
1.22511358e+12	5.24722723e-12
1.34977233e+12	5.24627632e-12
1.48711546e+12	5.24705237e-12
1.63843365e+12	5.24747572e-12
1.80514888e+12	5.24676164e-12
1.98882786e+12	5.24812185e-12
2.19119669e+12	5.24655839e-12
2.41415712e+12	5.24823253e-12
2.65980440e+12	5.24826779e-12
2.93044698e+12	5.24712898e-12
3.22862820e+12	5.24592576e-12
3.55715021e+12	5.24704435e-12
3.91910025e+12	5.24651750e-12
4.31787973e+12	5.24814270e-12
4.75723614e+12	5.24904080e-12
5.24129830e+12	5.24574030e-12
5.77461515e+12	5.24482600e-12
6.36219849e+12	5.24610773e-12
7.00957009e+12	5.24726984e-12
7.72281357e+12	5.24579153e-12
8.50863158e+12	5.24720245e-12
9.37440879e+12	5.24633369e-12
1.03282813e+13	5.24889865e-12
1.13792129e+13	5.25460587e-12
1.25370799e+13	5.24407876e-12
1.38127630e+13	5.24818842e-12
1.52182505e+13	5.24455814e-12
1.67667503e+13	5.24081382e-12
