# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.60042341e-08
1.10684849e-02	1.93940687e-08
1.22511358e-02	2.34444487e-08
1.35601511e-02	2.82609194e-08
1.50090328e-02	3.39574534e-08
1.66127252e-02	4.06539268e-08
1.83877698e-02	4.84720397e-08
2.03524752e-02	5.75291848e-08
2.25271064e-02	6.79296803e-08
2.49340937e-02	7.97526942e-08
2.75982639e-02	9.30361925e-08
3.05470967e-02	1.07756412e-07
3.38110078e-02	1.23802732e-07
3.74236629e-02	1.40949284e-07
4.14223247e-02	1.58824862e-07
4.58482375e-02	1.76887800e-07
5.07470524e-02	1.94412985e-07
5.61692982e-02	2.10505272e-07
6.21709029e-02	2.24148676e-07
6.88137699e-02	2.34307773e-07
7.61664172e-02	2.40077914e-07
8.43046837e-02	2.40866306e-07
9.33125118e-02	2.36556270e-07
1.03282813e-01	2.27156464e-07
1.14318425e-01	2.14743484e-07
1.26533176e-01	1.99897893e-07
1.40053055e-01	1.78216353e-07
1.55017512e-01	1.65339901e-07
1.71580899e-01	1.52446033e-07
1.89914058e-01	1.40275865e-07
2.10206088e-01	1.28733753e-07
2.32666291e-01	1.17217413e-07
2.57526333e-01	1.09393758e-07
2.85042632e-01	1.01511575e-07
3.15499006e-01	9.36075855e-08
3.49209598e-01	8.56850801e-08
3.86522116e-01	7.77795986e-08
4.27821420e-01	6.99814748e-08
4.73533492e-01	6.23130257e-08
5.24129830e-01	5.51678584e-08
5.80132310e-01	4.84380080e-08
6.42118571e-01	4.22331897e-08
7.10727970e-01	3.66116215e-08
7.86668179e-01	3.15927296e-08
8.70722485e-01	2.71667148e-08
9.63757866e-01	2.33043686e-08
1.06673394e+00	1.99628980e-08
1.18071285e+00	1.70922284e-08
1.30687023e+00	1.46394781e-08
1.44650734e+00	1.25522739e-08
1.60106446e+00	1.07801623e-08
1.77213578e+00	9.27955439e-09
1.96148581e+00	8.00866169e-09
2.17106760e+00	6.93181309e-09
2.40304289e+00	6.01819380e-09
2.65980440e+00	5.24150257e-09
2.94400048e+00	4.57950358e-09
3.25856248e+00	4.01353625e-09
3.60673495e+00	3.52802748e-09
3.99210913e+00	3.10975213e-09
4.41865996e+00	2.74862034e-09
4.89078709e+00	2.43529987e-09
5.41336030e+00	2.16258549e-09
5.99176967e+00	1.92430657e-09
6.63198120e+00	1.71540821e-09
7.34059837e+00	1.53168706e-09
8.12493021e+00	1.36963433e-09
8.99306672e+00	1.22630994e-09
9.95396231e+00	1.09923988e-09
1.10175281e+01	9.86364446e-10
1.21947344e+01	8.85832072e-10
