# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	3.69429331e-09
1.10684849e-02	4.55289773e-09
1.22511358e-02	5.60927111e-09
1.35601511e-02	6.90672348e-09
1.50090328e-02	8.49669552e-09
1.66127252e-02	1.04396464e-08
1.83877698e-02	1.28057538e-08
2.03524752e-02	1.56752672e-08
2.25271064e-02	1.91382935e-08
2.49340937e-02	2.32937258e-08
2.75982639e-02	2.82469361e-08
3.05470967e-02	3.41057634e-08
3.38110078e-02	4.09742387e-08
3.74236629e-02	4.89434112e-08
4.14223247e-02	5.80786213e-08
4.58482375e-02	6.84026489e-08
5.07470524e-02	7.98744857e-08
5.61692982e-02	9.23640734e-08
6.21709029e-02	1.05624855e-07
6.88137699e-02	1.19267028e-07
7.61664172e-02	1.32738464e-07
8.43046837e-02	1.45323182e-07
9.33125118e-02	1.56167100e-07
1.03282813e-01	1.64347227e-07
1.14318425e-01	1.68987896e-07
1.26533176e-01	1.69419006e-07
1.40053055e-01	1.65346530e-07
1.55017512e-01	1.56983061e-07
1.71580899e-01	1.44747954e-07
1.89914058e-01	1.30646213e-07
2.10206088e-01	1.15491184e-07
2.32666291e-01	9.57465538e-08
2.57526333e-01	8.43921300e-08
2.85042632e-01	7.38756472e-08
3.15499006e-01	6.46391555e-08
3.49209598e-01	5.65896482e-08
3.86522116e-01	4.91618486e-08
4.27821420e-01	4.46335292e-08
4.73533492e-01	4.05512012e-08
5.24129830e-01	3.68579711e-08
5.80132310e-01	3.34579478e-08
6.42118571e-01	3.02699825e-08
7.10727970e-01	2.72522885e-08
7.86668179e-01	2.43377662e-08
8.70722485e-01	2.16964846e-08
9.63757866e-01	1.92195325e-08
1.06673394e+00	1.69399303e-08
1.18071285e+00	1.48732276e-08
1.30687023e+00	1.30223666e-08
1.44650734e+00	1.13811539e-08
1.60106446e+00	9.93691455e-09
1.77213578e+00	8.67543544e-09
1.96148581e+00	7.57806532e-09
2.17106760e+00	6.62657893e-09
2.40304289e+00	5.80321745e-09
2.65980440e+00	5.09133218e-09
2.94400048e+00	4.47575609e-09
3.25856248e+00	3.94296799e-09
3.60673495e+00	3.48111182e-09
3.99210913e+00	3.07964190e-09
4.41865996e+00	2.73039263e-09
4.89078709e+00	2.42541676e-09
5.41336030e+00	2.15850447e-09
5.99176967e+00	1.92419937e-09
6.63198120e+00	1.71796137e-09
7.34059837e+00	1.53595852e-09
8.12493021e+00	1.37495047e-09
8.99306672e+00	1.23219156e-09
9.95396231e+00	1.10534883e-09
1.10175281e+01	9.92465221e-10
1.21947344e+01	8.91763140e-10
1.34977233e+01	8.01829546e-10
1.49399346e+01	7.21401933e-10
1.65362441e+01	6.49387539e-10
1.83031168e+01	5.84836705e-10
2.02587771e+01	5.26920971e-10
2.24233968e+01	4.74914998e-10
2.48193029e+01	4.28181607e-10
2.74712079e+01	3.86159342e-10
3.04064649e+01	3.48352089e-10
3.36553498e+01	3.14320360e-10
3.72513730e+01	2.83673945e-10
4.12316259e+01	2.56065692e-10
4.56371628e+01	2.31186190e-10
5.05134247e+01	2.08759233e-10
5.59107078e+01	1.88537907e-10
6.18846824e+01	1.70301208e-10
6.84969672e+01	1.53851110e-10
7.58157646e+01	1.39010003e-10
8.39165644e+01	1.25618453e-10
9.28829225e+01	1.13533240e-10
1.02807322e+02	1.02625620e-10
1.13792129e+02	9.27797974e-11
1.25950646e+02	8.38915727e-11
