# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	5.95558525e-09
1.10684849e-02	7.30969319e-09
1.22511358e-02	8.96313826e-09
1.35601511e-02	1.09766563e-08
1.50090328e-02	1.34206748e-08
1.66127252e-02	1.63757517e-08
1.83877698e-02	1.99325273e-08
2.03524752e-02	2.41909348e-08
2.25271064e-02	2.92583365e-08
2.49340937e-02	3.52461649e-08
2.75982639e-02	4.22645496e-08
3.05470967e-02	5.04143368e-08
3.38110078e-02	5.97758351e-08
3.74236629e-02	7.03936447e-08
4.14223247e-02	8.22571261e-08
4.58482375e-02	9.52764919e-08
5.07470524e-02	1.09255483e-07
5.61692982e-02	1.23863244e-07
6.21709029e-02	1.38609998e-07
6.88137699e-02	1.52834983e-07
7.61664172e-02	1.65718736e-07
8.43046837e-02	1.76329952e-07
9.33125118e-02	1.83721193e-07
1.03282813e-01	1.87071660e-07
1.14318425e-01	1.85859759e-07
1.26533176e-01	1.80021697e-07
1.40053055e-01	1.69600423e-07
1.55017512e-01	1.56665011e-07
1.71580899e-01	1.41804798e-07
1.89914058e-01	1.26409812e-07
2.10206088e-01	1.08290765e-07
2.32666291e-01	9.67144371e-08
2.57526333e-01	8.61455475e-08
2.85042632e-01	7.65185459e-08
3.15499006e-01	6.71658463e-08
3.49209598e-01	6.16222867e-08
3.86522116e-01	5.64320191e-08
4.27821420e-01	5.15900634e-08
4.73533492e-01	4.70222922e-08
5.24129830e-01	4.26568893e-08
5.80132310e-01	3.84627172e-08
6.42118571e-01	3.43484055e-08
7.10727970e-01	3.06098687e-08
7.86668179e-01	2.70741158e-08
8.70722485e-01	2.38005897e-08
9.63757866e-01	2.08210720e-08
1.06673394e+00	1.81469360e-08
1.18071285e+00	1.57742103e-08
1.30687023e+00	1.36891998e-08
1.44650734e+00	1.18710718e-08
1.60106446e+00	1.02944361e-08
1.77213578e+00	8.93486319e-09
1.96148581e+00	7.76530544e-09
2.17106760e+00	6.76100313e-09
2.40304289e+00	5.89917315e-09
2.65980440e+00	5.15936726e-09
2.94400048e+00	4.52358243e-09
3.25856248e+00	3.97620195e-09
3.60673495e+00	3.50383306e-09
