# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	3.13083648e-07
1.10684849e-02	3.54586208e-07
1.22511358e-02	3.99029510e-07
1.35601511e-02	4.46055300e-07
1.50090328e-02	4.95135458e-07
1.66127252e-02	5.45534012e-07
1.83877698e-02	5.96273040e-07
2.03524752e-02	6.46117301e-07
2.25271064e-02	6.93574949e-07
2.49340937e-02	7.36965831e-07
2.75982639e-02	7.74554042e-07
3.05470967e-02	8.04760099e-07
3.38110078e-02	8.26441640e-07
3.74236629e-02	8.37691092e-07
4.14223247e-02	8.42521104e-07
4.58482375e-02	8.39706197e-07
5.07470524e-02	8.31134677e-07
5.61692982e-02	8.12021535e-07
6.21709029e-02	8.00966490e-07
6.88137699e-02	7.86506928e-07
7.61664172e-02	7.67248941e-07
8.43046837e-02	7.36914570e-07
9.33125118e-02	7.16201148e-07
1.03282813e-01	6.86331470e-07
1.14318425e-01	6.48324061e-07
1.26533176e-01	6.03670349e-07
1.40053055e-01	5.54235669e-07
1.55017512e-01	5.02108933e-07
1.71580899e-01	4.48914413e-07
1.89914058e-01	3.97363449e-07
2.10206088e-01	3.48010216e-07
2.32666291e-01	3.01935612e-07
2.57526333e-01	2.59801702e-07
2.85042632e-01	2.21939504e-07
3.15499006e-01	1.88416434e-07
3.49209598e-01	1.59119340e-07
3.86522116e-01	1.33797270e-07
4.27821420e-01	1.12117263e-07
4.73533492e-01	9.37039222e-08
5.24129830e-01	7.81699940e-08
5.80132310e-01	6.51381275e-08
6.42118571e-01	5.42549853e-08
7.10727970e-01	4.51992853e-08
7.86668179e-01	3.76853512e-08
8.70722485e-01	3.14635553e-08
9.63757866e-01	2.63187656e-08
1.06673394e+00	2.20676358e-08
1.18071285e+00	1.85553153e-08
1.30687023e+00	1.56519992e-08
1.44650734e+00	1.32495515e-08
1.60106446e+00	1.12574447e-08
1.77213578e+00	9.60380800e-09
1.96148581e+00	8.22664283e-09
2.17106760e+00	7.07615539e-09
2.40304289e+00	6.11164452e-09
2.65980440e+00	5.29990696e-09
2.94400048e+00	4.61389710e-09
3.25856248e+00	4.03160441e-09
3.60673495e+00	3.53512311e-09
3.99210913e+00	3.10960405e-09
4.41865996e+00	2.74382067e-09
4.89078709e+00	2.42765050e-09
5.41336030e+00	2.15333243e-09
5.99176967e+00	1.91430777e-09
6.63198120e+00	1.70524831e-09
7.34059837e+00	1.52175834e-09
8.12493021e+00	1.36019350e-09
8.99306672e+00	1.21751813e-09
9.95396231e+00	1.09119090e-09
1.10175281e+01	9.79104641e-10
1.21947344e+01	8.79375420e-10
1.34977233e+01	7.90512848e-10
1.49399346e+01	7.11200031e-10
1.65362441e+01	6.40306073e-10
1.83031168e+01	5.76855062e-10
2.02587771e+01	5.20000951e-10
2.24233968e+01	4.69007126e-10
2.48193029e+01	4.23229702e-10
2.74712079e+01	3.82103790e-10
3.04064649e+01	3.45132165e-10
3.36553498e+01	3.11875854e-10
3.72513730e+01	2.81946271e-10
4.12316259e+01	2.54998622e-10
4.56371628e+01	2.30726323e-10
5.05134247e+01	2.08856259e-10
5.59107078e+01	1.89144733e-10
6.18846824e+01	1.71373982e-10
6.84969672e+01	1.55349166e-10
7.58157646e+01	1.40895765e-10
8.39165644e+01	1.27857304e-10
9.28829225e+01	1.16093364e-10
1.02807322e+02	1.05477839e-10
1.13792129e+02	9.58974019e-11
1.25950646e+02	8.72501480e-11
1.39408283e+02	7.94443971e-11
1.54303847e+02	7.23976286e-11
1.70790980e+02	6.60355368e-11
1.89039738e+02	6.02911887e-11
2.09238348e+02	5.51042734e-11
2.31595149e+02	5.04204313e-11
2.56340741e+02	4.61906550e-11
2.83730362e+02	4.23707520e-11
3.14046522e+02	3.89208640e-11
3.47601918e+02	3.58050356e-11
3.84742658e+02	3.29908266e-11
4.25851829e+02	3.04489647e-11
4.71353453e+02	2.81530323e-11
5.21716858e+02	2.60791861e-11
5.77461515e+02	2.42059035e-11
6.39162405e+02	2.25137550e-11
7.07455942e+02	2.09851999e-11
7.83046540e+02	1.96044005e-11
8.66713880e+02	1.83570569e-11
9.59320948e+02	1.72302560e-11
1.06182294e+03	1.62123370e-11
1.17527712e+03	1.52927694e-11
1.30085370e+03	1.44620426e-11
1.43984795e+03	1.37115674e-11
1.59369353e+03	1.30335860e-11
1.76397728e+03	1.24210916e-11
1.95245558e+03	1.18677553e-11
2.16107251e+03	1.13678604e-11
2.39197984e+03	1.09162435e-11
2.64755927e+03	1.05082400e-11
2.93044698e+03	1.01396367e-11
3.24356081e+03	9.80662757e-12
3.59013038e+03	9.50577444e-12
3.97373038e+03	9.23397146e-12
4.39831747e+03	8.98841289e-12
4.86827104e+03	8.76656413e-12
5.38843844e+03	8.56613544e-12
5.96418495e+03	8.38505829e-12
6.60144909e+03	8.22146399e-12
7.30680395e+03	8.07366434e-12
8.08752491e+03	7.94013421e-12
8.95166472e+03	7.81949577e-12
9.90813657e+03	7.71050426e-12
1.09668060e+04	7.61203512e-12
1.21385926e+04	7.52307242e-12
1.34355829e+04	7.44269830e-12
1.48711546e+04	7.37008355e-12
1.64601150e+04	7.30447904e-12
1.82188534e+04	7.24520795e-12
2.01655104e+04	7.19165883e-12
2.23201647e+04	7.14327926e-12
2.47050406e+04	7.09957016e-12
2.73447368e+04	7.06008063e-12
3.02664806e+04	7.02440331e-12
3.35004083e+04	6.99217018e-12
3.70798763e+04	6.96304872e-12
4.10418050e+04	6.93673854e-12
4.54270599e+04	6.91296825e-12
5.02808725e+04	6.89149265e-12
5.56533078e+04	6.87209021e-12
6.15997796e+04	6.85456080e-12
6.81816229e+04	6.83872359e-12
7.54667263e+04	6.82441524e-12
8.35302320e+04	6.81148814e-12
9.24553110e+04	6.79980896e-12
1.02334021e+05	6.78925724e-12
1.13268257e+05	6.77972412e-12
1.25370799e+05	6.77111128e-12
1.38766479e+05	6.76332987e-12
1.53593468e+05	6.75629965e-12
1.70004698e+05	6.74994808e-12
1.88169442e+05	6.74420965e-12
2.08275063e+05	6.73902519e-12
2.30528939e+05	6.73434120e-12
2.55160607e+05	6.73010938e-12
2.82424133e+05	6.72628607e-12
3.12600724e+05	6.72283185e-12
3.46001639e+05	6.71971107e-12
3.82971391e+05	6.71689156e-12
4.23891306e+05	6.71434423e-12
4.69183451e+05	6.71204280e-12
5.19314994e+05	6.70996354e-12
5.74803016e+05	6.70808499e-12
6.36219849e+05	6.70638779e-12
7.04198979e+05	6.70485443e-12
7.79441575e+05	6.70346909e-12
8.62723729e+05	6.70221749e-12
9.54904456e+05	6.70108670e-12
1.05693455e+06	6.70006508e-12
1.16986641e+06	6.69914207e-12
1.29486487e+06	6.69830817e-12
1.43321923e+06	6.69755477e-12
1.58635653e+06	6.69687410e-12
1.75585633e+06	6.69625913e-12
1.94346693e+06	6.69570353e-12
2.15112343e+06	6.69520156e-12
2.38096772e+06	6.69474806e-12
2.63537052e+06	6.69433832e-12
2.91695588e+06	6.69396815e-12
3.22862820e+06	6.69363370e-12
3.57360225e+06	6.69333155e-12
3.95543624e+06	6.69305856e-12
4.37806863e+06	6.69281192e-12
4.84585864e+06	6.69258910e-12
5.36363132e+06	6.69238778e-12
5.93672722e+06	6.69220589e-12
6.57105755e+06	6.69204157e-12
7.27316511e+06	6.69189311e-12
8.05029181e+06	6.69175898e-12
8.91045332e+06	6.69163780e-12
9.86252179e+06	6.69152831e-12
1.09163173e+07	6.69142939e-12
1.20827094e+07	6.69134003e-12
1.33737286e+07	6.69125930e-12
1.48026913e+07	6.69118635e-12
1.63843365e+07	6.69112044e-12
1.81349780e+07	6.69106089e-12
2.00726730e+07	6.69100710e-12
2.22174078e+07	6.69095849e-12
2.45913043e+07	6.69091461e-12
2.72188479e+07	6.69087491e-12
3.01271407e+07	6.69083910e-12
3.33461802e+07	6.69080670e-12
3.69091691e+07	6.69077743e-12
4.08528580e+07	6.69075102e-12
4.52179242e+07	6.69072715e-12
5.00493910e+07	6.69070555e-12
5.53970928e+07	6.69068603e-12
6.13161884e+07	6.69066847e-12
6.78677305e+07	6.69065251e-12
7.51192949e+07	6.69063822e-12
8.31456781e+07	6.69062521e-12
9.20296681e+07	6.69061342e-12
1.01862899e+08	6.69060286e-12
1.12746796e+08	6.69059322e-12
1.24793621e+08	6.69058463e-12
1.38127630e+08	6.69057680e-12
1.52886359e+08	6.69056970e-12
1.69222035e+08	6.69056338e-12
1.87303154e+08	6.69055761e-12
2.07316213e+08	6.69055244e-12
2.29467637e+08	6.69054775e-12
2.53985907e+08	6.69054339e-12
2.81123917e+08	6.69053949e-12
3.11161583e+08	6.69053597e-12
3.44408728e+08	6.69053292e-12
3.81208280e+08	6.69053034e-12
4.21939808e+08	6.69052750e-12
4.67023439e+08	6.69052545e-12
5.16924187e+08	6.69052311e-12
5.72156756e+08	6.69052116e-12
6.33290840e+08	6.69051956e-12
7.00957009e+08	6.69051821e-12
7.75853206e+08	6.69051670e-12
8.58751948e+08	6.69051522e-12
9.50508296e+08	6.69051410e-12
1.05206867e+09	6.69051331e-12
