# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	2.64908513e-08
1.10684849e-02	3.18269218e-08
1.22511358e-02	3.81140788e-08
1.35601511e-02	4.54784292e-08
1.50090328e-02	5.40484997e-08
1.66127252e-02	6.39496937e-08
1.83877698e-02	7.52964415e-08
2.03524752e-02	8.81814102e-08
2.25271064e-02	1.02661088e-07
2.49340937e-02	1.18737095e-07
2.75982639e-02	1.36332828e-07
3.05470967e-02	1.55265668e-07
3.38110078e-02	1.75216855e-07
3.74236629e-02	1.95701639e-07
4.14223247e-02	2.16048086e-07
4.58482375e-02	2.35396099e-07
5.07470524e-02	2.52725597e-07
5.61692982e-02	2.66934644e-07
6.21709029e-02	2.76969159e-07
6.88137699e-02	2.81997747e-07
7.61664172e-02	2.81600073e-07
8.43046837e-02	2.75289576e-07
9.33125118e-02	2.65299391e-07
1.03282813e-01	2.51804135e-07
1.14318425e-01	2.36261754e-07
1.26533176e-01	2.15874300e-07
1.40053055e-01	2.02297058e-07
1.55017512e-01	1.88879017e-07
1.71580899e-01	1.75472511e-07
1.89914058e-01	1.61124030e-07
2.10206088e-01	1.51973088e-07
2.32666291e-01	1.42270588e-07
2.57526333e-01	1.32151526e-07
2.85042632e-01	1.21695781e-07
3.15499006e-01	1.11010858e-07
3.49209598e-01	1.00272395e-07
3.86522116e-01	8.95183737e-08
4.27821420e-01	7.94339713e-08
4.73533492e-01	6.98315995e-08
5.24129830e-01	6.09026254e-08
5.80132310e-01	5.27586016e-08
6.42118571e-01	4.54499052e-08
7.10727970e-01	3.89792140e-08
7.86668179e-01	3.33176929e-08
8.70722485e-01	2.84125413e-08
9.63757866e-01	2.41972545e-08
1.06673394e+00	2.05986793e-08
1.18071285e+00	1.75424320e-08
1.30687023e+00	1.49567275e-08
1.44650734e+00	1.27748351e-08
1.60106446e+00	1.09355779e-08
1.77213578e+00	9.38756689e-09
1.96148581e+00	8.08328354e-09
2.17106760e+00	6.98296674e-09
2.40304289e+00	6.05288528e-09
2.65980440e+00	5.26466973e-09
2.94400048e+00	4.59462334e-09
3.25856248e+00	4.02305609e-09
3.60673495e+00	3.53367050e-09
3.99210913e+00	3.11273194e-09
4.41865996e+00	2.74979181e-09
4.89078709e+00	2.43526533e-09
5.41336030e+00	2.16176866e-09
5.99176967e+00	1.92300527e-09
6.63198120e+00	1.71383088e-09
7.34059837e+00	1.52997868e-09
8.12493021e+00	1.36789475e-09
8.99306672e+00	1.22460682e-09
9.95396231e+00	1.09761799e-09
1.10175281e+01	9.84852195e-10
1.21947344e+01	8.84446398e-10
1.34977233e+01	7.94924947e-10
1.49399346e+01	7.14980425e-10
1.65362441e+01	6.43487814e-10
1.83031168e+01	5.79474469e-10
2.02587771e+01	5.22095748e-10
2.24233968e+01	4.70615120e-10
2.48193029e+01	4.24387880e-10
2.74712079e+01	3.82847726e-10
3.04064649e+01	3.45495658e-10
3.36553498e+01	3.11890719e-10
3.72513730e+01	2.81642254e-10
4.12316259e+01	2.54403384e-10
4.56371628e+01	2.29865476e-10
5.05134247e+01	2.07753436e-10
5.59107078e+01	1.87821679e-10
6.18846824e+01	1.69850655e-10
6.84969672e+01	1.53643853e-10
7.58157646e+01	1.39025187e-10
8.39165644e+01	1.25836730e-10
9.28829225e+01	1.13936719e-10
1.02807322e+02	1.03197810e-10
1.13792129e+02	9.35055368e-11
1.25950646e+02	8.47569477e-11
1.39408283e+02	7.68594043e-11
1.54303847e+02	6.97295102e-11
1.70790980e+02	6.32921592e-11
1.89039738e+02	5.74796886e-11
2.09238348e+02	5.22311224e-11
2.31595149e+02	4.74914960e-11
2.56340741e+02	4.32112512e-11
2.83730362e+02	3.93456954e-11
3.14046522e+02	3.58545159e-11
3.47601918e+02	3.27013446e-11
3.84742658e+02	2.98533673e-11
4.25851829e+02	2.72809719e-11
4.71353453e+02	2.49574335e-11
5.21716858e+02	2.28586297e-11
5.77461515e+02	2.09627853e-11
6.39162405e+02	1.92502422e-11
7.07455942e+02	1.77032521e-11
7.83046540e+02	1.63057903e-11
8.66713880e+02	1.50433866e-11
9.59320948e+02	1.39029747e-11
1.06182294e+03	1.28727547e-11
1.17527712e+03	1.19420703e-11
1.30085370e+03	1.11012973e-11
1.43984795e+03	1.03417435e-11
1.59369353e+03	9.65555817e-12
1.76397728e+03	9.03565032e-12
1.95245558e+03	8.47561504e-12
2.16107251e+03	7.96966700e-12
2.39197984e+03	7.51258038e-12
2.64755927e+03	7.09963464e-12
2.93044698e+03	6.72656567e-12
3.24356081e+03	6.38952152e-12
3.59013038e+03	6.08502255e-12
3.97373038e+03	5.80992538e-12
4.39831747e+03	5.56139041e-12
4.86827104e+03	5.33685238e-12
5.38843844e+03	5.13399387e-12
5.96418495e+03	4.95072135e-12
6.60144909e+03	4.78514349e-12
7.30680395e+03	4.63555169e-12
8.08752491e+03	4.50040234e-12
8.95166472e+03	4.37830093e-12
9.90813657e+03	4.26798763e-12
1.09668060e+04	4.16832428e-12
1.21385926e+04	4.07828260e-12
1.34355829e+04	3.99693364e-12
1.48711546e+04	3.92343815e-12
1.64601150e+04	3.85703789e-12
1.82188534e+04	3.79704786e-12
2.01655104e+04	3.74284918e-12
2.23201647e+04	3.69388276e-12
2.47050406e+04	3.64964344e-12
2.73447368e+04	3.60967488e-12
3.02664806e+04	3.57356477e-12
3.35004083e+04	3.54094061e-12
3.70798763e+04	3.51146588e-12
4.10418050e+04	3.48483652e-12
4.54270599e+04	3.46077786e-12
5.02808725e+04	3.43904173e-12
5.56533078e+04	3.41940390e-12
6.15997796e+04	3.40166183e-12
6.81816229e+04	3.38563249e-12
7.54667263e+04	3.37115055e-12
8.35302320e+04	3.35806663e-12
9.24553110e+04	3.34624576e-12
1.02334021e+05	3.33556601e-12
1.13268257e+05	3.32591724e-12
1.25370799e+05	3.31719991e-12
1.38766479e+05	3.30932410e-12
1.53593468e+05	3.30220858e-12
1.70004698e+05	3.29577995e-12
1.88169442e+05	3.28997191e-12
2.08275063e+05	3.28472454e-12
2.30528939e+05	3.27998373e-12
2.55160607e+05	3.27570056e-12
2.82424133e+05	3.27183087e-12
3.12600724e+05	3.26833474e-12
3.46001639e+05	3.26517610e-12
3.82971391e+05	3.26232238e-12
4.23891306e+05	3.25974414e-12
4.69183451e+05	3.25741479e-12
5.19314994e+05	3.25531030e-12
5.74803016e+05	3.25340897e-12
6.36219849e+05	3.25169118e-12
7.04198979e+05	3.25013921e-12
7.79441575e+05	3.24873707e-12
8.62723729e+05	3.24747027e-12
9.54904456e+05	3.24632577e-12
1.05693455e+06	3.24529175e-12
1.16986641e+06	3.24435755e-12
1.29486487e+06	3.24351353e-12
1.43321923e+06	3.24275099e-12
1.58635653e+06	3.24206205e-12
1.75585633e+06	3.24143963e-12
1.94346693e+06	3.24087729e-12
2.15112343e+06	3.24036923e-12
2.38096772e+06	3.23991022e-12
2.63537052e+06	3.23949552e-12
2.91695588e+06	3.23912085e-12
3.22862820e+06	3.23878235e-12
3.57360225e+06	3.23847653e-12
3.95543624e+06	3.23820023e-12
4.37806863e+06	3.23795060e-12
4.84585864e+06	3.23772507e-12
5.36363132e+06	3.23752131e-12
5.93672722e+06	3.23733722e-12
6.57105755e+06	3.23717090e-12
7.27316511e+06	3.23702064e-12
8.05029181e+06	3.23688488e-12
8.91045332e+06	3.23676222e-12
9.86252179e+06	3.23665141e-12
1.09163173e+07	3.23655130e-12
1.20827094e+07	3.23646084e-12
1.33737286e+07	3.23637913e-12
1.48026913e+07	3.23630530e-12
1.63843365e+07	3.23623859e-12
1.81349780e+07	3.23617833e-12
2.00726730e+07	3.23612389e-12
2.22174078e+07	3.23607469e-12
2.45913043e+07	3.23603024e-12
2.72188479e+07	3.23599010e-12
3.01271407e+07	3.23595383e-12
3.33461802e+07	3.23592105e-12
3.69091691e+07	3.23589143e-12
4.08528580e+07	3.23586468e-12
4.52179242e+07	3.23584052e-12
5.00493910e+07	3.23581868e-12
5.53970928e+07	3.23579895e-12
6.13161884e+07	3.23578112e-12
6.78677305e+07	3.23576503e-12
7.51192949e+07	3.23575047e-12
8.31456781e+07	3.23573733e-12
9.20296681e+07	3.23572545e-12
1.01862899e+08	3.23571473e-12
1.12746796e+08	3.23570501e-12
1.24793621e+08	3.23569628e-12
1.38127630e+08	3.23568831e-12
1.52886359e+08	3.23568123e-12
1.69222035e+08	3.23567476e-12
1.87303154e+08	3.23566897e-12
2.07316213e+08	3.23566366e-12
2.29467637e+08	3.23565887e-12
2.53985907e+08	3.23565457e-12
2.81123917e+08	3.23565068e-12
3.11161583e+08	3.23564722e-12
3.44408728e+08	3.23564404e-12
3.81208280e+08	3.23564120e-12
4.21939808e+08	3.23563848e-12
4.67023439e+08	3.23563631e-12
5.16924187e+08	3.23563411e-12
5.72156756e+08	3.23563206e-12
6.33290840e+08	3.23563060e-12
7.00957009e+08	3.23562892e-12
7.75853206e+08	3.23562771e-12
8.58751948e+08	3.23562616e-12
9.50508296e+08	3.23562517e-12
1.05206867e+09	3.23562375e-12
1.16448062e+09	3.23562294e-12
1.28890361e+09	3.23562202e-12
