# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.43303043e-10
1.10684849e-02	1.76040056e-10
1.22511358e-02	2.16596977e-10
1.35601511e-02	2.66906112e-10
1.50090328e-02	3.29396082e-10
1.66127252e-02	4.07123102e-10
1.83877698e-02	5.03936714e-10
2.03524752e-02	6.24688173e-10
2.25271064e-02	7.75490998e-10
2.49340937e-02	9.64044392e-10
2.75982639e-02	1.20003102e-09
3.05470967e-02	1.49560067e-09
3.38110078e-02	1.86595006e-09
3.74236629e-02	2.33000581e-09
4.14223247e-02	2.91121143e-09
4.58482375e-02	3.63840905e-09
5.07470524e-02	4.54679094e-09
5.61692982e-02	5.67887320e-09
6.21709029e-02	7.08541281e-09
6.88137699e-02	8.82614708e-09
7.61664172e-02	1.09701808e-08
8.43046837e-02	1.35957806e-08
9.33125118e-02	1.67892573e-08
1.03282813e-01	2.06425314e-08
1.14318425e-01	2.52488865e-08
1.26533176e-01	3.06963481e-08
1.40053055e-01	3.70580774e-08
1.55017512e-01	4.43792183e-08
1.71580899e-01	5.26598165e-08
1.89914058e-01	6.18338666e-08
2.10206088e-01	7.17453255e-08
2.32666291e-01	8.21234794e-08
2.57526333e-01	9.25615077e-08
2.85042632e-01	1.02505604e-07
3.15499006e-01	1.11264522e-07
3.49209598e-01	1.18049432e-07
3.86522116e-01	1.22055854e-07
4.27821420e-01	1.22588003e-07
4.73533492e-01	1.19213114e-07
5.24129830e-01	1.11909866e-07
5.80132310e-01	1.01158085e-07
6.42118571e-01	8.79187852e-08
7.10727970e-01	7.33276878e-08
7.86668179e-01	5.91079896e-08
8.70722485e-01	4.61137027e-08
9.63757866e-01	3.23288037e-08
1.06673394e+00	2.48989555e-08
1.18071285e+00	1.88970770e-08
1.30687023e+00	1.42471381e-08
1.44650734e+00	1.07296656e-08
1.60106446e+00	8.21748253e-09
1.77213578e+00	6.15090325e-09
1.96148581e+00	5.09844768e-09
2.17106760e+00	4.32629426e-09
2.40304289e+00	3.76637751e-09
2.65980440e+00	3.35207733e-09
2.94400048e+00	3.03027749e-09
3.25856248e+00	2.76454891e-09
3.60673495e+00	2.51877584e-09
3.99210913e+00	2.31814089e-09
4.41865996e+00	2.12801845e-09
4.89078709e+00	1.94913115e-09
5.41336030e+00	1.78206649e-09
5.99176967e+00	1.62679004e-09
6.63198120e+00	1.48307011e-09
7.34059837e+00	1.35051628e-09
8.12493021e+00	1.22861666e-09
8.99306672e+00	1.11678932e-09
9.95396231e+00	1.01441348e-09
1.10175281e+01	9.20882774e-10
1.21947344e+01	8.35493598e-10
1.34977233e+01	7.57672478e-10
1.49399346e+01	6.86823107e-10
1.65362441e+01	6.22378992e-10
1.83031168e+01	5.63806530e-10
2.02587771e+01	5.10606490e-10
2.24233968e+01	4.62314313e-10
2.48193029e+01	4.18499593e-10
2.74712079e+01	3.78764982e-10
3.04064649e+01	3.42744732e-10
3.36553498e+01	3.10103000e-10
3.72513730e+01	2.80532035e-10
4.12316259e+01	2.53750314e-10
4.56371628e+01	2.29500687e-10
5.05134247e+01	2.07548561e-10
5.59107078e+01	1.87680156e-10
6.18846824e+01	1.69700843e-10
6.84969672e+01	1.53433574e-10
7.58157646e+01	1.38717410e-10
8.39165644e+01	1.25406150e-10
9.28829225e+01	1.13367056e-10
1.02807322e+02	1.02479674e-10
1.13792129e+02	9.26347456e-11
1.25950646e+02	8.37332060e-11
1.39408283e+02	7.56852667e-11
1.54303847e+02	6.84095718e-11
1.70790980e+02	6.18324272e-11
1.89039738e+02	5.58870962e-11
2.09238348e+02	5.05131567e-11
2.31595149e+02	4.56559151e-11
2.56340741e+02	4.12658721e-11
2.83730362e+02	3.72982373e-11
3.14046522e+02	3.37124871e-11
3.47601918e+02	3.04719636e-11
3.84742658e+02	2.75435094e-11
4.25851829e+02	2.48971371e-11
4.71353453e+02	2.25057289e-11
5.21716858e+02	2.03447640e-11
5.77461515e+02	1.83920718e-11
6.39162405e+02	1.66276082e-11
7.07455942e+02	1.50332528e-11
7.83046540e+02	1.35926253e-11
8.66713880e+02	1.22909189e-11
9.59320948e+02	1.11147504e-11
1.06182294e+03	1.00520234e-11
1.17527712e+03	9.09180487e-12
1.30085370e+03	8.22421424e-12
1.43984795e+03	7.44032182e-12
1.59369353e+03	6.73205778e-12
1.76397728e+03	6.09212945e-12
1.95245558e+03	5.51394671e-12
2.16107251e+03	4.99155438e-12
2.39197984e+03	4.51957118e-12
2.64755927e+03	4.09313448e-12
2.93044698e+03	3.70785043e-12
3.24356081e+03	3.35974878e-12
3.59013038e+03	3.04524212e-12
3.97373038e+03	2.76108898e-12
4.39831747e+03	2.50436050e-12
4.86827104e+03	2.27241034e-12
