# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	5.78067925e-06
1.10684849e-02	5.98087670e-06
1.22511358e-02	6.14282353e-06
1.35601511e-02	6.29420456e-06
1.50090328e-02	6.42474235e-06
1.66127252e-02	6.47965565e-06
1.83877698e-02	6.61897025e-06
2.03524752e-02	6.73183592e-06
2.25271064e-02	6.81161594e-06
2.49340937e-02	6.83811959e-06
2.75982639e-02	6.72786078e-06
3.05470967e-02	6.64520150e-06
3.38110078e-02	6.44259847e-06
3.74236629e-02	6.13268576e-06
4.14223247e-02	5.73623321e-06
4.58482375e-02	5.27841118e-06
5.07470524e-02	4.78532671e-06
5.61692982e-02	4.27949814e-06
6.21709029e-02	3.78263087e-06
6.88137699e-02	3.30720005e-06
7.61664172e-02	2.86358725e-06
8.43046837e-02	2.45817118e-06
9.33125118e-02	2.09412862e-06
1.03282813e-01	1.77208951e-06
1.14318425e-01	1.49090433e-06
1.26533176e-01	1.24810204e-06
1.40053055e-01	1.04042513e-06
1.55017512e-01	8.64219095e-07
1.71580899e-01	7.15729540e-07
1.89914058e-01	5.91310814e-07
2.10206088e-01	4.87559166e-07
2.32666291e-01	4.01386833e-07
2.57526333e-01	3.30053021e-07
2.85042632e-01	2.71165548e-07
3.15499006e-01	2.22663813e-07
3.49209598e-01	1.82791348e-07
3.86522116e-01	1.50063385e-07
4.27821420e-01	1.23233241e-07
4.73533492e-01	1.01259814e-07
5.24129830e-01	8.32774855e-08
5.80132310e-01	6.85692942e-08
6.42118571e-01	5.65429488e-08
7.10727970e-01	4.67105142e-08
7.86668179e-01	3.86708292e-08
8.70722485e-01	3.20946654e-08
9.63757866e-01	2.67122560e-08
1.06673394e+00	2.23028678e-08
1.18071285e+00	1.86861279e-08
1.30687023e+00	1.57148286e-08
1.44650734e+00	1.32689757e-08
1.60106446e+00	1.12499574e-08
1.77213578e+00	9.58041084e-09
1.96148581e+00	8.19457654e-09
2.17106760e+00	7.04010728e-09
2.40304289e+00	6.07456965e-09
2.65980440e+00	5.26359132e-09
2.94400048e+00	4.57934774e-09
3.25856248e+00	3.99932014e-09
3.60673495e+00	3.50528102e-09
3.99210913e+00	3.08218927e-09
4.41865996e+00	2.71870373e-09
4.89078709e+00	2.40465191e-09
5.41336030e+00	2.13225098e-09
5.99176967e+00	1.89494278e-09
6.63198120e+00	1.68740952e-09
7.34059837e+00	1.50527076e-09
8.12493021e+00	1.34489927e-09
8.99306672e+00	1.20327652e-09
9.95396231e+00	1.07787750e-09
1.10175281e+01	9.66609677e-10
1.21947344e+01	8.67603670e-10
1.34977233e+01	7.79380608e-10
1.49399346e+01	7.00634268e-10
1.65362441e+01	6.30243033e-10
1.83031168e+01	5.67239000e-10
2.02587771e+01	5.10783001e-10
2.24233968e+01	4.60144324e-10
2.48193029e+01	4.14684153e-10
2.74712079e+01	3.73841973e-10
3.04064649e+01	3.37124356e-10
3.36553498e+01	3.04095639e-10
3.72513730e+01	2.74370140e-10
4.12316259e+01	2.47605621e-10
4.56371628e+01	2.23497751e-10
5.05134247e+01	2.01775412e-10
5.59107078e+01	1.82196672e-10
6.18846824e+01	1.64545334e-10
6.84969672e+01	1.48627954e-10
7.58157646e+01	1.34271252e-10
8.39165644e+01	1.21319855e-10
9.28829225e+01	1.09634331e-10
1.02807322e+02	9.90894529e-11
1.13792129e+02	8.95726813e-11
1.25950646e+02	8.09828153e-11
1.39408283e+02	7.32288048e-11
1.54303847e+02	6.62286944e-11
1.70790980e+02	5.99086853e-11
1.89039738e+02	5.42022992e-11
2.09238348e+02	4.90496337e-11
2.31595149e+02	4.43966965e-11
2.56340741e+02	4.01948101e-11
2.83730362e+02	3.64000789e-11
3.14046522e+02	3.29729118e-11
3.47601918e+02	2.98775938e-11
3.84742658e+02	2.70819014e-11
4.25851829e+02	2.45567571e-11
4.71353453e+02	2.22759192e-11
5.21716858e+02	2.02157028e-11
5.77461515e+02	1.83547280e-11
6.39162405e+02	1.66736943e-11
7.07455942e+02	1.51551767e-11
7.83046540e+02	1.37834427e-11
8.66713880e+02	1.25442865e-11
9.59320948e+02	1.14248804e-11
1.06182294e+03	1.04136406e-11
1.17527712e+03	9.50010583e-12
1.30085370e+03	8.67482838e-12
1.43984795e+03	7.92927544e-12
1.59369353e+03	7.25574034e-12
1.76397728e+03	6.64726231e-12
1.95245558e+03	6.09755412e-12
2.16107251e+03	5.60093676e-12
2.39197984e+03	5.15228049e-12
2.64755927e+03	4.74695165e-12
2.93044698e+03	4.38076455e-12
3.24356081e+03	4.04993816e-12
3.59013038e+03	3.75105691e-12
3.97373038e+03	3.48103532e-12
4.39831747e+03	3.23708608e-12
4.86827104e+03	3.01669120e-12
5.38843844e+03	2.81757597e-12
5.96418495e+03	2.63768543e-12
6.60144909e+03	2.47516314e-12
7.30680395e+03	2.32833199e-12
8.08752491e+03	2.19567682e-12
8.95166472e+03	2.07582886e-12
9.90813657e+03	1.96755149e-12
1.09668060e+04	1.86972755e-12
1.21385926e+04	1.78134774e-12
1.34355829e+04	1.70150023e-12
1.48711546e+04	1.62936126e-12
1.64601150e+04	1.56418658e-12
1.82188534e+04	1.50530382e-12
2.01655104e+04	1.45210555e-12
2.23201647e+04	1.40404294e-12
2.47050406e+04	1.36062021e-12
2.73447368e+04	1.32138940e-12
3.02664806e+04	1.28594583e-12
3.35004083e+04	1.25392387e-12
3.70798763e+04	1.22499320e-12
4.10418050e+04	1.19885540e-12
4.54270599e+04	1.17524083e-12
5.02808725e+04	1.15390593e-12
5.56533078e+04	1.13463060e-12
6.15997796e+04	1.11721603e-12
6.81816229e+04	1.10148258e-12
7.54667263e+04	1.08726797e-12
8.35302320e+04	1.07442556e-12
9.24553110e+04	1.06282290e-12
1.02334021e+05	1.05234030e-12
1.13268257e+05	1.04286963e-12
1.25370799e+05	1.03431322e-12
1.38766479e+05	1.02658279e-12
1.53593468e+05	1.01959862e-12
1.70004698e+05	1.01328866e-12
1.88169442e+05	1.00758784e-12
2.08275063e+05	1.00243733e-12
2.30528939e+05	9.97784032e-13
2.55160607e+05	9.93579934e-13
2.82424133e+05	9.89781676e-13
3.12600724e+05	9.86350080e-13
3.46001639e+05	9.83249750e-13
3.82971391e+05	9.80448708e-13
4.23891306e+05	9.77918063e-13
4.69183451e+05	9.75631712e-13
5.19314994e+05	9.73566071e-13
5.74803016e+05	9.71699836e-13
6.36219849e+05	9.70013756e-13
7.04198979e+05	9.68490440e-13
7.79441575e+05	9.67114176e-13
8.62723729e+05	9.65870768e-13
9.54904456e+05	9.64747392e-13
1.05693455e+06	9.63732460e-13
1.16986641e+06	9.62815503e-13
1.29486487e+06	9.61987064e-13
1.43321923e+06	9.61238597e-13
1.58635653e+06	9.60562383e-13
1.75585633e+06	9.59951447e-13
1.94346693e+06	9.59399487e-13
2.15112343e+06	9.58900809e-13
