# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	7.79408985e-07
1.10684849e-02	8.59210451e-07
1.22511358e-02	9.40511932e-07
1.35601511e-02	1.02192318e-06
1.50090328e-02	1.10175478e-06
1.66127252e-02	1.17801514e-06
1.83877698e-02	1.24850036e-06
2.03524752e-02	1.31096051e-06
2.25271064e-02	1.36340021e-06
2.49340937e-02	1.40440489e-06
2.75982639e-02	1.43138502e-06
3.05470967e-02	1.45034366e-06
3.38110078e-02	1.45933322e-06
3.74236629e-02	1.44426201e-06
4.14223247e-02	1.44877466e-06
4.58482375e-02	1.44577490e-06
5.07470524e-02	1.43596542e-06
5.61692982e-02	1.41617529e-06
6.21709029e-02	1.37378339e-06
6.88137699e-02	1.34123980e-06
7.61664172e-02	1.28882509e-06
8.43046837e-02	1.21884367e-06
9.33125118e-02	1.13478370e-06
1.03282813e-01	1.04087152e-06
1.14318425e-01	9.41582557e-07
1.26533176e-01	8.40607522e-07
1.40053055e-01	7.42453165e-07
1.55017512e-01	6.48835590e-07
1.71580899e-01	5.61706574e-07
1.89914058e-01	4.82241804e-07
2.10206088e-01	4.11002459e-07
2.32666291e-01	3.48065009e-07
2.57526333e-01	2.93169370e-07
2.85042632e-01	2.45807408e-07
3.15499006e-01	2.05324980e-07
3.49209598e-01	1.70996069e-07
3.86522116e-01	1.42079177e-07
4.27821420e-01	1.17856819e-07
4.73533492e-01	9.76606275e-08
5.24129830e-01	8.08852151e-08
5.80132310e-01	6.69938277e-08
6.42118571e-01	5.55184077e-08
7.10727970e-01	4.60561384e-08
7.86668179e-01	3.82639686e-08
8.70722485e-01	3.18522330e-08
9.63757866e-01	2.65780442e-08
1.06673394e+00	2.22389136e-08
1.18071285e+00	1.86668484e-08
1.30687023e+00	1.57230474e-08
1.44650734e+00	1.32932325e-08
1.60106446e+00	1.12826840e-08
1.77213578e+00	9.61669423e-09
1.96148581e+00	8.23131596e-09
2.17106760e+00	7.07543567e-09
2.40304289e+00	6.10745253e-09
2.65980440e+00	5.29354937e-09
2.94400048e+00	4.60625996e-09
3.25856248e+00	4.02328520e-09
3.60673495e+00	3.52652018e-09
3.99210913e+00	3.10097860e-09
4.41865996e+00	2.73533673e-09
4.89078709e+00	2.41940750e-09
5.41336030e+00	2.14538384e-09
5.99176967e+00	1.90667694e-09
6.63198120e+00	1.69793866e-09
7.34059837e+00	1.51476072e-09
8.12493021e+00	1.35349138e-09
8.99306672e+00	1.21109113e-09
9.95396231e+00	1.08501718e-09
1.10175281e+01	9.73162217e-10
1.21947344e+01	8.73643690e-10
1.34977233e+01	7.84972376e-10
1.49399346e+01	7.05833028e-10
1.65362441e+01	6.35096402e-10
1.83031168e+01	5.71788134e-10
2.02587771e+01	5.15063577e-10
2.24233968e+01	4.64187354e-10
2.48193029e+01	4.18516671e-10
2.74712079e+01	3.77487612e-10
3.04064649e+01	3.40603828e-10
3.36553498e+01	3.07427140e-10
3.72513730e+01	2.77569697e-10
4.12316259e+01	2.50687377e-10
4.56371628e+01	2.26474217e-10
5.05134247e+01	2.04657671e-10
5.59107078e+01	1.84994562e-10
6.18846824e+01	1.67267604e-10
6.84969672e+01	1.51282392e-10
7.58157646e+01	1.36864802e-10
8.39165644e+01	1.23858716e-10
9.28829225e+01	1.12124043e-10
1.02807322e+02	1.01534973e-10
1.13792129e+02	9.19784467e-11
1.25950646e+02	8.33528034e-11
1.39408283e+02	7.55665830e-11
1.54303847e+02	6.85374644e-11
1.70790980e+02	6.21913223e-11
1.89039738e+02	5.64613872e-11
2.09238348e+02	5.12874957e-11
2.31595149e+02	4.66154219e-11
2.56340741e+02	4.23962793e-11
2.83730362e+02	3.85859846e-11
3.14046522e+02	3.51447783e-11
3.47601918e+02	3.20367941e-11
3.84742658e+02	2.92296727e-11
4.25851829e+02	2.66942146e-11
4.71353453e+02	2.44040683e-11
5.21716858e+02	2.23354498e-11
5.77461515e+02	2.04668904e-11
6.39162405e+02	1.87790095e-11
7.07455942e+02	1.72543100e-11
7.83046540e+02	1.58769943e-11
8.66713880e+02	1.46327981e-11
9.59320948e+02	1.35088408e-11
1.06182294e+03	1.24934911e-11
1.17527712e+03	1.15762447e-11
1.30085370e+03	1.07476152e-11
1.43984795e+03	9.99903474e-12
1.59369353e+03	9.32276526e-12
1.76397728e+03	8.71181749e-12
1.95245558e+03	8.15987853e-12
2.16107251e+03	7.66124620e-12
2.39197984e+03	7.21076985e-12
2.64755927e+03	6.80379692e-12
2.93044698e+03	6.43612470e-12
3.24356081e+03	6.10395675e-12
3.59013038e+03	5.80386361e-12
3.97373038e+03	5.53274725e-12
4.39831747e+03	5.28780904e-12
4.86827104e+03	5.06652074e-12
5.38843844e+03	4.86659841e-12
5.96418495e+03	4.68597875e-12
6.60144909e+03	4.52279778e-12
7.30680395e+03	4.37537155e-12
8.08752491e+03	4.24217880e-12
8.95166472e+03	4.12184517e-12
9.90813657e+03	4.01312904e-12
1.09668060e+04	3.91490871e-12
1.21385926e+04	3.82617079e-12
1.34355829e+04	3.74599975e-12
1.48711546e+04	3.67356849e-12
1.64601150e+04	3.60812975e-12
1.82188534e+04	3.54900843e-12
2.01655104e+04	3.49559462e-12
2.23201647e+04	3.44733730e-12
2.47050406e+04	3.40373864e-12
2.73447368e+04	3.36434890e-12
3.02664806e+04	3.32876174e-12
3.35004083e+04	3.29661005e-12
3.70798763e+04	3.26756218e-12
4.10418050e+04	3.24131849e-12
4.54270599e+04	3.21760826e-12
5.02808725e+04	3.19618692e-12
5.56533078e+04	3.17683351e-12
6.15997796e+04	3.15934840e-12
6.81816229e+04	3.14355121e-12
7.54667263e+04	3.12927901e-12
8.35302320e+04	3.11638459e-12
9.24553110e+04	3.10473492e-12
1.02334021e+05	3.09420986e-12
1.13268257e+05	3.08470083e-12
1.25370799e+05	3.07610975e-12
1.38766479e+05	3.06834801e-12
1.53593468e+05	3.06133555e-12
1.70004698e+05	3.05500003e-12
1.88169442e+05	3.04927611e-12
2.08275063e+05	3.04410474e-12
2.30528939e+05	3.03943259e-12
2.55160607e+05	3.03521146e-12
2.82424133e+05	3.03139782e-12
3.12600724e+05	3.02795232e-12
3.46001639e+05	3.02483943e-12
3.82971391e+05	3.02202705e-12
4.23891306e+05	3.01948615e-12
4.69183451e+05	3.01719054e-12
5.19314994e+05	3.01511653e-12
5.74803016e+05	3.01324273e-12
6.36219849e+05	3.01154982e-12
7.04198979e+05	3.01002034e-12
7.79441575e+05	3.00863850e-12
8.62723729e+05	3.00739005e-12
9.54904456e+05	3.00626213e-12
1.05693455e+06	3.00524308e-12
1.16986641e+06	3.00432241e-12
1.29486487e+06	3.00349062e-12
1.43321923e+06	3.00273912e-12
1.58635653e+06	3.00206017e-12
1.75585633e+06	3.00144675e-12
1.94346693e+06	3.00089256e-12
2.15112343e+06	3.00039186e-12
2.38096772e+06	2.99993950e-12
2.63537052e+06	2.99953080e-12
2.91695588e+06	2.99916156e-12
3.22862820e+06	2.99882796e-12
3.57360225e+06	2.99852657e-12
3.95543624e+06	2.99825427e-12
4.37806863e+06	2.99800826e-12
4.84585864e+06	2.99778599e-12
5.36363132e+06	2.99758519e-12
5.93672722e+06	2.99740376e-12
6.57105755e+06	2.99723986e-12
7.27316511e+06	2.99709177e-12
8.05029181e+06	2.99695797e-12
8.91045332e+06	2.99683710e-12
9.86252179e+06	2.99672789e-12
1.09163173e+07	2.99662922e-12
1.20827094e+07	2.99654008e-12
1.33737286e+07	2.99645955e-12
1.48026913e+07	2.99638678e-12
1.63843365e+07	2.99632105e-12
1.81349780e+07	2.99626166e-12
2.00726730e+07	2.99620801e-12
2.22174078e+07	2.99615952e-12
2.45913043e+07	2.99611573e-12
2.72188479e+07	2.99607616e-12
3.01271407e+07	2.99604041e-12
3.33461802e+07	2.99600810e-12
3.69091691e+07	2.99597891e-12
4.08528580e+07	2.99595256e-12
4.52179242e+07	2.99592875e-12
5.00493910e+07	2.99590722e-12
5.53970928e+07	2.99588778e-12
6.13161884e+07	2.99587021e-12
6.78677305e+07	2.99585434e-12
7.51192949e+07	2.99584002e-12
8.31456781e+07	2.99582704e-12
9.20296681e+07	2.99581538e-12
1.01862899e+08	2.99580478e-12
