# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.16901918e-05
1.10684849e-02	1.19602719e-05
1.22511358e-02	1.21176448e-05
1.35601511e-02	1.24188045e-05
1.50090328e-02	1.26741005e-05
1.66127252e-02	1.28629106e-05
1.83877698e-02	1.29429496e-05
2.03524752e-02	1.27625804e-05
2.25271064e-02	1.25928647e-05
2.49340937e-02	1.21889085e-05
2.75982639e-02	1.15788154e-05
3.05470967e-02	1.08059378e-05
3.38110078e-02	9.92086707e-06
3.74236629e-02	8.97433096e-06
4.14223247e-02	8.00982402e-06
4.58482375e-02	7.06589730e-06
5.07470524e-02	6.16682569e-06
5.61692982e-02	5.33106636e-06
6.21709029e-02	4.56978342e-06
6.88137699e-02	3.88786613e-06
7.61664172e-02	3.28614816e-06
8.43046837e-02	2.76182976e-06
9.33125118e-02	2.30986921e-06
1.03282813e-01	1.92385938e-06
1.14318425e-01	1.59674491e-06
1.26533176e-01	1.32136095e-06
1.40053055e-01	1.09080533e-06
1.55017512e-01	8.98671183e-07
1.71580899e-01	7.39171947e-07
1.89914058e-01	6.07188845e-07
2.10206088e-01	4.98265984e-07
2.32666291e-01	4.08573338e-07
2.57526333e-01	3.34851654e-07
2.85042632e-01	2.74349535e-07
3.15499006e-01	2.24759204e-07
3.49209598e-01	1.84154997e-07
3.86522116e-01	1.50936871e-07
4.27821420e-01	1.23779959e-07
4.73533492e-01	1.01590095e-07
5.24129830e-01	8.34658711e-08
5.80132310e-01	6.86660261e-08
6.42118571e-01	5.65819462e-08
7.10727970e-01	4.67145820e-08
7.86668179e-01	3.86551957e-08
8.70722485e-01	3.20693619e-08
9.63757866e-01	2.66837236e-08
1.06673394e+00	2.22750579e-08
1.18071285e+00	1.86612624e-08
1.30687023e+00	1.56939480e-08
1.44650734e+00	1.32523229e-08
1.60106446e+00	1.12372738e-08
1.77213578e+00	9.57115223e-09
1.96148581e+00	8.18808022e-09
2.17106760e+00	7.03570722e-09
2.40304289e+00	6.07167095e-09
2.65980440e+00	5.26171108e-09
2.94400048e+00	4.57812486e-09
3.25856248e+00	3.99850545e-09
3.60673495e+00	3.50471594e-09
3.99210913e+00	3.08178101e-09
4.41865996e+00	2.71840251e-09
4.89078709e+00	2.40443348e-09
5.41336030e+00	2.13210441e-09
5.99176967e+00	1.89486323e-09
6.63198120e+00	1.68739427e-09
7.34059837e+00	1.50531751e-09
8.12493021e+00	1.34500547e-09
8.99306672e+00	1.20343931e-09
9.95396231e+00	1.07809375e-09
1.10175281e+01	9.66876146e-10
1.21947344e+01	8.67917045e-10
1.34977233e+01	7.79737622e-10
1.49399346e+01	7.01031740e-10
1.65362441e+01	6.30677904e-10
1.83031168e+01	5.67708354e-10
2.02587771e+01	5.11284081e-10
2.24233968e+01	4.60674538e-10
2.48193029e+01	4.15241073e-10
2.74712079e+01	3.74423341e-10
3.04064649e+01	3.37728073e-10
3.36553498e+01	3.04719762e-10
3.72513730e+01	2.75012877e-10
4.12316259e+01	2.48265319e-10
4.56371628e+01	2.24172894e-10
5.05134247e+01	2.02464606e-10
5.59107078e+01	1.82898641e-10
6.18846824e+01	1.65258911e-10
6.84969672e+01	1.49352072e-10
7.58157646e+01	1.35004938e-10
8.39165644e+01	1.22062222e-10
9.28829225e+01	1.10384571e-10
1.02807322e+02	9.98468302e-11
1.13792129e+02	9.03365268e-11
1.25950646e+02	8.17525209e-11
1.39408283e+02	7.40038183e-11
1.54303847e+02	6.70085144e-11
1.70790980e+02	6.06928566e-11
1.89039738e+02	5.49904092e-11
2.09238348e+02	4.98413082e-11
2.31595149e+02	4.51915962e-11
2.56340741e+02	4.09926277e-11
2.83730362e+02	3.72005360e-11
3.14046522e+02	3.37757564e-11
3.47601918e+02	3.06825975e-11
3.84742658e+02	2.78888575e-11
4.25851829e+02	2.53654786e-11
4.71353453e+02	2.30862370e-11
5.21716858e+02	2.10274637e-11
5.77461515e+02	1.91677935e-11
6.39162405e+02	1.74879390e-11
7.07455942e+02	1.59704875e-11
7.83046540e+02	1.45997169e-11
8.66713880e+02	1.33614316e-11
9.59320948e+02	1.22428126e-11
1.06182294e+03	1.12322841e-11
1.17527712e+03	1.03193922e-11
1.30085370e+03	9.49469571e-12
1.43984795e+03	8.74966778e-12
1.59369353e+03	8.07660711e-12
1.76397728e+03	7.46855780e-12
1.95245558e+03	6.91923700e-12
2.16107251e+03	6.42296970e-12
2.39197984e+03	5.97462975e-12
2.64755927e+03	5.56958672e-12
2.93044698e+03	5.20365788e-12
3.24356081e+03	4.87306485e-12
3.59013038e+03	4.57439444e-12
3.97373038e+03	4.30456336e-12
4.39831747e+03	4.06078625e-12
4.86827104e+03	3.84054689e-12
5.38843844e+03	3.64157219e-12
5.96418495e+03	3.46180862e-12
6.60144909e+03	3.29940105e-12
7.30680395e+03	3.15267353e-12
8.08752491e+03	3.02011201e-12
8.95166472e+03	2.90034866e-12
9.90813657e+03	2.79214773e-12
1.09668060e+04	2.69439286e-12
1.21385926e+04	2.60607545e-12
1.34355829e+04	2.52628432e-12
1.48711546e+04	2.45419628e-12
1.64601150e+04	2.38906762e-12
1.82188534e+04	2.33022645e-12
2.01655104e+04	2.27706573e-12
2.23201647e+04	2.22903707e-12
2.47050406e+04	2.18564500e-12
2.73447368e+04	2.14644190e-12
3.02664806e+04	2.11102336e-12
3.35004083e+04	2.07902401e-12
3.70798763e+04	2.05011377e-12
4.10418050e+04	2.02399443e-12
4.54270599e+04	2.00039654e-12
5.02808725e+04	1.97907670e-12
5.56533078e+04	1.95981499e-12
6.15997796e+04	1.94241272e-12
6.81816229e+04	1.92669038e-12
7.54667263e+04	1.91248581e-12
8.35302320e+04	1.89965247e-12
9.24553110e+04	1.88805800e-12
1.02334021e+05	1.87758281e-12
1.13268257e+05	1.86811883e-12
1.25370799e+05	1.85956846e-12
1.38766479e+05	1.85184349e-12
1.53593468e+05	1.84486425e-12
1.70004698e+05	1.83855875e-12
1.88169442e+05	1.83286195e-12
2.08275063e+05	1.82771509e-12
2.30528939e+05	1.82306507e-12
2.55160607e+05	1.81886394e-12
2.82424133e+05	1.81506837e-12
3.12600724e+05	1.81163920e-12
3.46001639e+05	1.80854106e-12
3.82971391e+05	1.80574199e-12
4.23891306e+05	1.80321313e-12
4.69183451e+05	1.80092840e-12
5.19314994e+05	1.79886422e-12
5.74803016e+05	1.79699930e-12
6.36219849e+05	1.79531441e-12
7.04198979e+05	1.79379217e-12
7.79441575e+05	1.79241688e-12
8.62723729e+05	1.79117435e-12
9.54904456e+05	1.79005177e-12
1.05693455e+06	1.78903755e-12
1.16986641e+06	1.78812124e-12
1.29486487e+06	1.78729339e-12
1.43321923e+06	1.78654545e-12
1.58635653e+06	1.78586971e-12
1.75585633e+06	1.78525921e-12
1.94346693e+06	1.78470764e-12
2.15112343e+06	1.78420931e-12
2.38096772e+06	1.78375909e-12
2.63537052e+06	1.78335233e-12
2.91695588e+06	1.78298484e-12
3.22862820e+06	1.78265283e-12
3.57360225e+06	1.78235286e-12
3.95543624e+06	1.78208185e-12
4.37806863e+06	1.78183700e-12
4.84585864e+06	1.78161579e-12
5.36363132e+06	1.78141594e-12
5.93672722e+06	1.78123537e-12
6.57105755e+06	1.78107224e-12
7.27316511e+06	1.78092485e-12
8.05029181e+06	1.78079169e-12
8.91045332e+06	1.78067139e-12
9.86252179e+06	1.78056270e-12
1.09163173e+07	1.78046451e-12
1.20827094e+07	1.78037579e-12
1.33737286e+07	1.78029563e-12
1.48026913e+07	1.78022321e-12
1.63843365e+07	1.78015779e-12
1.81349780e+07	1.78009868e-12
2.00726730e+07	1.78004528e-12
2.22174078e+07	1.77999703e-12
2.45913043e+07	1.77995343e-12
2.72188479e+07	1.77991405e-12
3.01271407e+07	1.77987847e-12
3.33461802e+07	1.77984633e-12
3.69091691e+07	1.77981729e-12
4.08528580e+07	1.77979105e-12
4.52179242e+07	1.77976734e-12
5.00493910e+07	1.77974592e-12
5.53970928e+07	1.77972657e-12
6.13161884e+07	1.77970908e-12
6.78677305e+07	1.77969330e-12
7.51192949e+07	1.77967901e-12
8.31456781e+07	1.77966613e-12
9.20296681e+07	1.77965448e-12
1.01862899e+08	1.77964395e-12
1.12746796e+08	1.77963445e-12
1.24793621e+08	1.77962587e-12
1.38127630e+08	1.77961811e-12
1.52886359e+08	1.77961109e-12
1.69222035e+08	1.77960474e-12
1.87303154e+08	1.77959901e-12
2.07316213e+08	1.77959384e-12
2.29467637e+08	1.77958918e-12
2.53985907e+08	1.77958497e-12
2.81123917e+08	1.77958114e-12
3.11161583e+08	1.77957771e-12
3.44408728e+08	1.77957456e-12
3.81208280e+08	1.77957175e-12
4.21939808e+08	1.77956922e-12
4.67023439e+08	1.77956695e-12
5.16924187e+08	1.77956483e-12
5.72156756e+08	1.77956296e-12
6.33290840e+08	1.77956128e-12
7.00957009e+08	1.77955968e-12
7.75853206e+08	1.77955831e-12
8.58751948e+08	1.77955712e-12
9.50508296e+08	1.77955605e-12
1.05206867e+09	1.77955497e-12
1.16448062e+09	1.77955429e-12
1.28890361e+09	1.77955322e-12
1.42662102e+09	1.77955241e-12
1.57905331e+09	1.77955204e-12
1.74777277e+09	1.77955114e-12
1.93451965e+09	1.77955043e-12
2.14122015e+09	1.77955018e-12
2.37000629e+09	1.77954937e-12
2.62323788e+09	1.77954900e-12
2.90352688e+09	1.77954884e-12
3.21376434e+09	1.77954868e-12
3.55715021e+09	1.77954852e-12
3.93722633e+09	1.77954819e-12
4.35791301e+09	1.77954739e-12
4.82354943e+09	1.77954742e-12
5.33893840e+09	1.77954770e-12
5.90939590e+09	1.77954698e-12
6.54080591e+09	1.77954769e-12
7.23968114e+09	1.77954699e-12
8.01323013e+09	1.77954637e-12
8.86943166e+09	1.77954597e-12
9.81711702e+09	1.77954790e-12
1.08660611e+10	1.77954655e-12
1.20270833e+10	1.77954796e-12
1.33121590e+10	1.77954474e-12
1.47345431e+10	1.77954555e-12
1.63089068e+10	1.77954645e-12
1.80514888e+10	1.77954809e-12
1.99802631e+10	1.77954580e-12
2.21151240e+10	1.77954715e-12
2.44780916e+10	1.77954524e-12
2.70935387e+10	1.77954723e-12
2.99884423e+10	1.77955318e-12
3.31926620e+10	1.77955017e-12
3.67392478e+10	1.77954043e-12
4.06647809e+10	1.77954147e-12
4.50097513e+10	1.77954702e-12
4.98189752e+10	1.77954002e-12
5.51420574e+10	1.77954301e-12
6.10339029e+10	1.77954779e-12
6.75552832e+10	1.77954902e-12
7.47734631e+10	1.77954812e-12
8.27628946e+10	1.77953759e-12
9.16059848e+10	1.77954827e-12
1.01393946e+11	1.77954750e-12
1.12227736e+11	1.77955241e-12
1.24219100e+11	1.77953298e-12
1.37491723e+11	1.77957019e-12
1.52182505e+11	1.77954526e-12
1.68442976e+11	1.77953547e-12
1.86440853e+11	1.77955350e-12
2.06361777e+11	1.77956240e-12
2.28411221e+11	1.77954048e-12
2.52816614e+11	1.77951266e-12
2.79829688e+11	1.77956585e-12
3.09729067e+11	1.77956662e-12
3.42823149e+11	1.77954516e-12
3.79453285e+11	1.77955382e-12
4.19997295e+11	1.77954214e-12
4.64873371e+11	1.77959409e-12
5.14544388e+11	1.77948184e-12
5.69522678e+11	1.77958250e-12
6.30375315e+11	1.77951085e-12
6.97729965e+11	1.77949252e-12
7.72281357e+11	1.77945330e-12
8.54798453e+11	1.77946425e-12
9.46132376e+11	1.77956421e-12
1.04722519e+12	1.77945992e-12
1.15911962e+12	1.77972656e-12
1.28296980e+12	1.77957413e-12
1.42005318e+12	1.77950023e-12
1.57178372e+12	1.77967126e-12
1.73972643e+12	1.77984345e-12
1.92561357e+12	1.77988444e-12
2.13136247e+12	1.77947835e-12
2.35909533e+12	1.77983298e-12
2.61116110e+12	1.77967190e-12
2.89015972e+12	1.77928631e-12
3.19896892e+12	1.77995277e-12
3.54077391e+12	1.77957722e-12
3.91910025e+12	1.77953084e-12
4.33785019e+12	1.77930090e-12
4.80134292e+12	1.77910769e-12
5.31435916e+12	1.77979680e-12
5.88219040e+12	1.77949683e-12
6.51069356e+12	1.77914805e-12
7.20635132e+12	1.77928261e-12
