# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.94383982e-07
1.10684849e-02	2.23081511e-07
1.22511358e-02	2.54497774e-07
1.35601511e-02	2.88533754e-07
1.50090328e-02	3.24980279e-07
1.66127252e-02	3.63488173e-07
1.83877698e-02	4.03535060e-07
2.03524752e-02	4.44389453e-07
2.25271064e-02	4.85083286e-07
2.49340937e-02	5.24408994e-07
2.75982639e-02	5.60944718e-07
3.05470967e-02	5.93147557e-07
3.38110078e-02	6.19511214e-07
3.74236629e-02	6.38794785e-07
4.14223247e-02	6.50260448e-07
4.58482375e-02	6.52982239e-07
5.07470524e-02	6.49970220e-07
5.61692982e-02	6.41071855e-07
6.21709029e-02	6.19439308e-07
6.88137699e-02	6.08356744e-07
7.61664172e-02	5.94295698e-07
8.43046837e-02	5.78247547e-07
9.33125118e-02	5.59301317e-07
1.03282813e-01	5.34220640e-07
1.14318425e-01	5.14125261e-07
1.26533176e-01	4.88311424e-07
1.40053055e-01	4.57579368e-07
1.55017512e-01	4.23013410e-07
1.71580899e-01	3.85915734e-07
1.89914058e-01	3.47680731e-07
2.10206088e-01	3.09401021e-07
2.32666291e-01	2.72705735e-07
2.57526333e-01	2.37981579e-07
2.85042632e-01	2.05868514e-07
3.15499006e-01	1.76731345e-07
3.49209598e-01	1.50720340e-07
3.86522116e-01	1.27820082e-07
4.27821420e-01	1.07900752e-07
4.73533492e-01	9.07515465e-08
5.24129830e-01	7.61157432e-08
5.80132310e-01	6.37163862e-08
6.42118571e-01	5.32754738e-08
7.10727970e-01	4.45271391e-08
7.86668179e-01	3.72258129e-08
8.70722485e-01	3.11505168e-08
9.63757866e-01	2.61063683e-08
1.06673394e+00	2.19242073e-08
1.18071285e+00	1.84590588e-08
1.30687023e+00	1.55879517e-08
1.44650734e+00	1.32074621e-08
1.60106446e+00	1.12303024e-08
1.77213578e+00	9.58680905e-09
1.96148581e+00	8.21650856e-09
2.17106760e+00	7.07064477e-09
2.40304289e+00	6.10922569e-09
2.65980440e+00	5.29953290e-09
2.94400048e+00	4.61485183e-09
3.25856248e+00	4.03339892e-09
3.60673495e+00	3.53742353e-09
3.99210913e+00	3.11218274e-09
4.41865996e+00	2.74652327e-09
4.89078709e+00	2.43037237e-09
5.41336030e+00	2.15600345e-09
5.99176967e+00	1.91688134e-09
6.63198120e+00	1.70769420e-09
7.34059837e+00	1.52405774e-09
8.12493021e+00	1.36233571e-09
8.99306672e+00	1.21949824e-09
9.95396231e+00	1.09300827e-09
1.10175281e+01	9.80761835e-10
1.21947344e+01	8.80877232e-10
1.34977233e+01	7.91865877e-10
1.49399346e+01	7.12412086e-10
1.65362441e+01	6.41385739e-10
1.83031168e+01	5.77811342e-10
2.02587771e+01	5.20842979e-10
2.24233968e+01	4.69743956e-10
2.48193029e+01	4.23870152e-10
2.74712079e+01	3.82656351e-10
3.04064649e+01	3.45604944e-10
3.36553498e+01	3.12276541e-10
3.72513730e+01	2.82282119e-10
4.12316259e+01	2.55276430e-10
4.56371628e+01	2.30952416e-10
5.05134247e+01	2.09036472e-10
5.59107078e+01	1.89284390e-10
6.18846824e+01	1.71477888e-10
6.84969672e+01	1.55421606e-10
7.58157646e+01	1.40940514e-10
8.39165644e+01	1.27877649e-10
9.28829225e+01	1.16092144e-10
1.02807322e+02	1.05457493e-10
1.13792129e+02	9.58600210e-11
1.25950646e+02	8.71975324e-11
1.39408283e+02	7.93781066e-11
1.54303847e+02	7.23190280e-11
1.70790980e+02	6.59458324e-11
1.89039738e+02	6.01914557e-11
2.09238348e+02	5.49954767e-11
2.31595149e+02	5.03034405e-11
2.56340741e+02	4.60662556e-11
2.83730362e+02	4.22396544e-11
3.14046522e+02	3.87837106e-11
3.47601918e+02	3.56624076e-11
3.84742658e+02	3.28432497e-11
4.25851829e+02	3.02969143e-11
4.71353453e+02	2.79969386e-11
5.21716858e+02	2.59194378e-11
5.77461515e+02	2.40428521e-11
6.39162405e+02	2.23477186e-11
7.07455942e+02	2.08164656e-11
7.83046540e+02	1.94332283e-11
8.66713880e+02	1.81836814e-11
9.59320948e+02	1.70548895e-11
1.06182294e+03	1.60351715e-11
