# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	1.03028981e-04
1.05201522e-02	9.89164607e-05
1.10673602e-02	9.45975568e-05
1.16430313e-02	9.01327146e-05
1.22486461e-02	8.55781488e-05
1.28857621e-02	8.09849439e-05
1.35560179e-02	7.63985786e-05
1.42611371e-02	7.18587736e-05
1.50029332e-02	6.73996120e-05
1.57833141e-02	6.30497829e-05
1.66042866e-02	5.88329385e-05
1.74679622e-02	5.47680900e-05
1.83765620e-02	5.08699294e-05
1.93324229e-02	4.71496361e-05
2.03380031e-02	4.36153291e-05
2.13958887e-02	4.02695971e-05
2.25088005e-02	3.71156414e-05
2.36796007e-02	3.41528381e-05
2.49113003e-02	3.13786433e-05
2.62070670e-02	2.87888908e-05
2.75702333e-02	2.63780811e-05
2.90043049e-02	2.41396565e-05
3.05129702e-02	2.20662539e-05
3.21001090e-02	2.01499331e-05
3.37698031e-02	1.83823778e-05
3.55263468e-02	1.67550693e-05
3.73742574e-02	1.52594335e-05
3.93182876e-02	1.38869625e-05
4.13634368e-02	1.26293129e-05
4.35149650e-02	1.14783838e-05
4.57784054e-02	1.04263753e-05
4.81595791e-02	9.46583163e-06
5.06646101e-02	8.58967164e-06
5.32999408e-02	7.79120493e-06
5.60723488e-02	7.06414177e-06
5.89889643e-02	6.40259375e-06
6.20572881e-02	5.80106869e-06
6.52852114e-02	5.25446088e-06
6.86810359e-02	4.75803781e-06
7.22534949e-02	4.30742437e-06
7.60117762e-02	3.89858527e-06
7.99655453e-02	3.52780641e-06
8.41249705e-02	3.19167566e-06
8.85007491e-02	2.88706357e-06
9.31041349e-02	2.61110394e-06
9.79469667e-02	2.36117555e-06
1.03041699e-01	2.13488575e-06
1.08401436e-01	1.93004893e-06
1.14039960e-01	1.74467373e-06
1.19971774e-01	1.57694647e-06
1.26212131e-01	1.42521662e-06
1.32777083e-01	1.28798316e-06
1.39683512e-01	1.16388198e-06
1.46949180e-01	1.05167399e-06
1.54592774e-01	9.50234363e-07
1.62633950e-01	8.58542362e-07
1.71093391e-01	7.75672153e-07
1.79992851e-01	7.00784259e-07
1.89355218e-01	6.33117791e-07
1.99204571e-01	5.71983242e-07
2.09566240e-01	5.16755992e-07
2.20466874e-01	4.66870319e-07
2.31934506e-01	4.21813959e-07
2.43998630e-01	3.81123140e-07
2.56690272e-01	3.44378064e-07
2.70042072e-01	3.11198804e-07
2.84088369e-01	2.81241564e-07
2.98865287e-01	2.54195292e-07
3.14410830e-01	2.29778604e-07
3.30764978e-01	2.07736991e-07
3.47969790e-01	1.87840280e-07
3.66069515e-01	1.69880352e-07
3.85110700e-01	1.53669080e-07
4.05142317e-01	1.39036377e-07
4.26215883e-01	1.25828546e-07
4.48385595e-01	1.13906713e-07
4.71708469e-01	1.03145422e-07
4.96244488e-01	9.34313606e-08
5.22056753e-01	8.46622043e-08
5.49211648e-01	7.67455629e-08
5.77779012e-01	6.95980349e-08
6.07832313e-01	6.31443412e-08
6.39448843e-01	5.73165417e-08
6.72709914e-01	5.20533259e-08
7.07701066e-01	4.72993696e-08
7.44512291e-01	4.30047521e-08
7.83238260e-01	3.91244304e-08
8.23978568e-01	3.56177634e-08
8.66837993e-01	3.24480824e-08
9.11926760e-01	2.95823038e-08
9.59360829e-01	2.69905804e-08
1.00926219e+00	2.46459857e-08
1.06175918e+00	2.25242310e-08
1.11698682e+00	2.06034088e-08
1.17508713e+00	1.88637621e-08
1.23620954e+00	1.72874761e-08
1.30051125e+00	1.58584898e-08
1.36815763e+00	1.45623262e-08
1.43932264e+00	1.33847189e-08
1.51418933e+00	1.23165240e-08
1.59295021e+00	1.13457360e-08
1.67580786e+00	1.04628197e-08
1.76297538e+00	9.65918909e-09
1.85467692e+00	8.92711395e-09
1.95114835e+00	8.25963570e-09
2.05263775e+00	7.65049177e-09
2.15940615e+00	7.09404681e-09
2.27172813e+00	6.58523056e-09
2.38989257e+00	6.11948130e-09
2.51420335e+00	5.69269546e-09
2.64498018e+00	5.30118165e-09
2.78255940e+00	4.94161925e-09
2.92729484e+00	4.61102102e-09
3.07955871e+00	4.30669940e-09
3.23974263e+00	4.02623608e-09
3.40825855e+00	3.76745458e-09
3.58553986e+00	3.52839562e-09
3.77204249e+00	3.30696065e-09
3.96824610e+00	3.10227995e-09
4.17465529e+00	2.91252783e-09
4.39180089e+00	2.73641362e-09
4.62024137e+00	2.57269665e-09
4.86056423e+00	2.42048952e-09
5.11338754e+00	2.27874970e-09
5.37936150e+00	2.14662450e-09
