# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	7.25845827e-08
1.05201522e-02	7.87666963e-08
1.10673602e-02	8.53776806e-08
1.16430313e-02	9.24339712e-08
1.22486461e-02	9.99507902e-08
1.28857621e-02	1.07941805e-07
1.35560179e-02	1.16418741e-07
1.42611371e-02	1.25390936e-07
1.50029332e-02	1.34864850e-07
1.57833141e-02	1.44843488e-07
1.66042866e-02	1.55325778e-07
1.74679622e-02	1.66305846e-07
1.83765620e-02	1.77772229e-07
1.93324229e-02	1.89706917e-07
2.03380031e-02	2.02084833e-07
2.13958887e-02	2.14872169e-07
2.25088005e-02	2.28025807e-07
2.36796007e-02	2.41492183e-07
2.49113003e-02	2.55206266e-07
2.62070670e-02	2.69090162e-07
2.75702333e-02	2.83054570e-07
2.90043049e-02	2.96995119e-07
3.05129702e-02	3.10794542e-07
3.21001090e-02	3.24322729e-07
3.37698031e-02	3.37437835e-07
3.55263468e-02	3.49988357e-07
3.73742574e-02	3.61815855e-07
3.93182876e-02	3.72759516e-07
4.13634368e-02	3.82659985e-07
4.35149650e-02	3.91364904e-07
4.57784054e-02	3.98738710e-07
4.81595791e-02	4.04663763e-07
5.06646101e-02	4.09051621e-07
5.32999408e-02	4.11846614e-07
5.60723488e-02	4.13031756e-07
5.89889643e-02	4.12631103e-07
6.20572881e-02	4.10711773e-07
6.52852114e-02	4.07380221e-07
6.86810359e-02	4.02776719e-07
7.22534949e-02	3.97075015e-07
7.60117762e-02	3.90462403e-07
7.99655453e-02	3.83136219e-07
8.41249705e-02	3.75292785e-07
8.85007491e-02	3.67117245e-07
9.31041349e-02	3.58744334e-07
9.79469667e-02	3.50371565e-07
1.03041699e-01	3.42058231e-07
1.08401436e-01	3.33869898e-07
1.14039960e-01	3.25841700e-07
1.19971774e-01	3.17968943e-07
1.26212131e-01	3.09908549e-07
1.32777083e-01	3.02377900e-07
1.39683512e-01	2.94802520e-07
1.46949180e-01	2.87127339e-07
1.54592774e-01	2.79292285e-07
1.62633950e-01	2.71239760e-07
1.71093391e-01	2.62924528e-07
1.79992851e-01	2.54314724e-07
1.89355218e-01	2.45380047e-07
1.99204571e-01	2.36179484e-07
2.09566240e-01	2.26626042e-07
2.20466874e-01	2.16947573e-07
2.31934506e-01	2.07078127e-07
