# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	3.69370731e-09
1.05201522e-02	4.10021818e-09
1.10673602e-02	4.55124207e-09
1.16430313e-02	5.05148304e-09
1.22486461e-02	5.60609127e-09
1.28857621e-02	6.22069352e-09
1.35560179e-02	6.90142314e-09
1.42611371e-02	7.65494907e-09
1.50029332e-02	8.48850291e-09
1.57833141e-02	9.40990328e-09
1.66042866e-02	1.04275763e-08
1.74679622e-02	1.15505707e-08
1.83765620e-02	1.27885666e-08
1.93324229e-02	1.41518749e-08
2.03380031e-02	1.56514271e-08
2.13958887e-02	1.72987510e-08
2.25088005e-02	1.91059313e-08
2.36796007e-02	2.10855512e-08
2.49113003e-02	2.32506116e-08
2.62070670e-02	2.56144241e-08
2.75702333e-02	2.81904742e-08
2.90043049e-02	3.09922484e-08
3.05129702e-02	3.40330229e-08
3.21001090e-02	3.73256077e-08
3.37698031e-02	4.08820396e-08
3.55263468e-02	4.47132197e-08
3.73742574e-02	4.88284924e-08
3.93182876e-02	5.32351576e-08
4.13634368e-02	5.79379158e-08
4.35149650e-02	6.29382445e-08
4.57784054e-02	6.82337037e-08
4.81595791e-02	7.38171692e-08
5.06646101e-02	7.96760136e-08
5.32999408e-02	8.57913243e-08
5.60723488e-02	9.21368701e-08
5.89889643e-02	9.86783366e-08
6.20572881e-02	1.05372485e-07
6.52852114e-02	1.12166412e-07
6.86810359e-02	1.18996851e-07
7.22534949e-02	1.25790500e-07
7.60117762e-02	1.32463115e-07
7.99655453e-02	1.38920610e-07
8.41249705e-02	1.45060007e-07
8.85007491e-02	1.50771029e-07
9.31041349e-02	1.55938596e-07
9.79469667e-02	1.60445965e-07
1.03041699e-01	1.64178996e-07
1.08401436e-01	1.67030483e-07
1.14039960e-01	1.68905552e-07
1.19971774e-01	1.69727757e-07
1.26212131e-01	1.69443495e-07
1.32777083e-01	1.68027998e-07
1.39683512e-01	1.65488350e-07
1.46949180e-01	1.61866221e-07
1.54592774e-01	1.57237633e-07
1.62633950e-01	1.51712395e-07
1.71093391e-01	1.45427267e-07
1.79992851e-01	1.38539748e-07
1.89355218e-01	1.31223939e-07
1.99204571e-01	1.23653938e-07
2.09566240e-01	1.15998646e-07
2.20466874e-01	1.08415444e-07
2.31934506e-01	1.01039119e-07
2.43998630e-01	9.39779238e-08
2.56690272e-01	8.73041935e-08
2.70042072e-01	8.10994619e-08
2.84088369e-01	7.53746407e-08
2.98865287e-01	7.01401596e-08
3.14410830e-01	6.53867682e-08
3.30764978e-01	6.10947638e-08
3.47969790e-01	5.70566482e-08
3.66069515e-01	5.36650998e-08
3.85110700e-01	5.05938593e-08
4.05142317e-01	4.78123717e-08
4.26215883e-01	4.52857842e-08
4.48385595e-01	4.29785154e-08
4.71708469e-01	4.08544859e-08
4.96244488e-01	3.88721796e-08
5.22056753e-01	3.70223953e-08
5.49211648e-01	3.52669982e-08
5.77779012e-01	3.35669317e-08
6.07832313e-01	3.19546025e-08
6.39448843e-01	3.03878087e-08
6.72709914e-01	2.88622248e-08
7.07701066e-01	2.73758829e-08
7.44512291e-01	2.59286571e-08
7.83238260e-01	2.45217613e-08
8.23978568e-01	2.31572326e-08
8.66837993e-01	2.18375015e-08
9.11926760e-01	2.05650425e-08
9.59360829e-01	1.93421234e-08
1.00926219e+00	1.81706374e-08
1.06175918e+00	1.70520035e-08
1.11698682e+00	1.59871219e-08
1.17508713e+00	1.49758738e-08
1.23620954e+00	1.40195271e-08
1.30051125e+00	1.31162749e-08
1.36815763e+00	1.22654405e-08
1.43932264e+00	1.14647888e-08
1.51418933e+00	1.07146439e-08
1.59295021e+00	1.00121147e-08
1.67580786e+00	9.35517258e-09
1.76297538e+00	8.74166518e-09
1.85467692e+00	8.16936240e-09
1.95114835e+00	7.63599695e-09
2.05263775e+00	7.13929894e-09
2.15940615e+00	6.67702459e-09
2.27172813e+00	6.24697944e-09
2.38989257e+00	5.84703644e-09
2.51420335e+00	5.47515023e-09
2.64498018e+00	5.12936725e-09
2.78255940e+00	4.80783258e-09
2.92729484e+00	4.50879399e-09
3.07955871e+00	4.23060370e-09
3.23974263e+00	3.97171829e-09
3.40825855e+00	3.73069698e-09
3.58553986e+00	3.50619884e-09
3.77204249e+00	3.29664143e-09
3.96824610e+00	3.10159880e-09
4.17465529e+00	2.91960834e-09
4.39180089e+00	2.74968733e-09
4.62024137e+00	2.59085165e-09
4.86056423e+00	2.44243570e-09
5.11338754e+00	2.30357697e-09
5.37936150e+00	2.17357609e-09
5.65917016e+00	2.05178129e-09
5.95353313e+00	1.93759672e-09
6.26320745e+00	1.83047490e-09
6.58898955e+00	1.72991273e-09
6.93171728e+00	1.63544779e-09
7.29227206e+00	1.54665494e-09
7.67158118e+00	1.46314309e-09
8.07062014e+00	1.38455228e-09
8.49041520e+00	1.31055102e-09
8.93204600e+00	1.24083375e-09
9.39664831e+00	1.17511867e-09
9.88541702e+00	1.11314560e-09
1.03996091e+01	1.05471601e-09
1.09405471e+01	9.99514773e-10
1.15096220e+01	9.47388867e-10
1.21082975e+01	8.98147115e-10
1.27381132e+01	8.51612232e-10
1.34006890e+01	8.07619639e-10
1.40977287e+01	7.66016394e-10
1.48310251e+01	7.26660217e-10
1.56024641e+01	6.89418616e-10
1.64140297e+01	6.54168087e-10
1.72678090e+01	6.20793391e-10
