# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	9.71779206e-09
1.05201522e-02	1.07368029e-08
1.10673602e-02	1.18582134e-08
1.16430313e-02	1.30912969e-08
1.22486461e-02	1.44459643e-08
1.28857621e-02	1.59327697e-08
1.35560179e-02	1.75629086e-08
1.42611371e-02	1.93482060e-08
1.50029332e-02	2.13010928e-08
1.57833141e-02	2.34345675e-08
1.66042866e-02	2.57621409e-08
1.74679622e-02	2.82977613e-08
1.83765620e-02	3.10557153e-08
1.93324229e-02	3.40505025e-08
2.03380031e-02	3.72966782e-08
2.13958887e-02	4.08086590e-08
2.25088005e-02	4.46004917e-08
2.36796007e-02	4.86855717e-08
2.49113003e-02	5.30763142e-08
2.62070670e-02	5.77837654e-08
2.75702333e-02	6.28171550e-08
2.90043049e-02	6.81833799e-08
3.05129702e-02	7.38864200e-08
3.21001090e-02	7.99266820e-08
3.37698031e-02	8.63002687e-08
3.55263468e-02	9.29981780e-08
3.73742574e-02	1.00005431e-07
3.93182876e-02	1.07300300e-07
4.13634368e-02	1.14853160e-07
4.35149650e-02	1.22625735e-07
4.57784054e-02	1.30570211e-07
4.81595791e-02	1.38628468e-07
5.06646101e-02	1.46731317e-07
5.32999408e-02	1.54799046e-07
5.60723488e-02	1.62740204e-07
5.89889643e-02	1.70452988e-07
6.20572881e-02	1.77826215e-07
6.52852114e-02	1.84741039e-07
6.86810359e-02	1.91073611e-07
7.22534949e-02	1.96698384e-07
7.60117762e-02	2.01492696e-07
7.99655453e-02	2.05340906e-07
8.41249705e-02	2.08141397e-07
8.85007491e-02	2.09810505e-07
9.31041349e-02	2.10289195e-07
9.79469667e-02	2.09548221e-07
1.03041699e-01	2.07591258e-07
1.08401436e-01	2.04457604e-07
1.14039960e-01	2.00221784e-07
1.19971774e-01	1.94992954e-07
1.26212131e-01	1.88906424e-07
1.32777083e-01	1.82123583e-07
1.39683512e-01	1.74815824e-07
1.46949180e-01	1.67159820e-07
1.54592774e-01	1.59326640e-07
1.62633950e-01	1.51476788e-07
1.71093391e-01	1.43748902e-07
1.79992851e-01	1.36241420e-07
1.89355218e-01	1.29084088e-07
1.99204571e-01	1.22311042e-07
2.09566240e-01	1.15960448e-07
2.20466874e-01	1.10049285e-07
2.31934506e-01	1.04573344e-07
2.43998630e-01	9.92690769e-08
2.56690272e-01	9.47076635e-08
2.70042072e-01	9.04554338e-08
2.84088369e-01	8.64843958e-08
2.98865287e-01	8.27590571e-08
3.14410830e-01	7.92418097e-08
3.30764978e-01	7.58930337e-08
3.47969790e-01	7.26762017e-08
3.66069515e-01	6.95510913e-08
3.85110700e-01	6.65146709e-08
4.05142317e-01	6.34996877e-08
4.26215883e-01	6.05745711e-08
4.48385595e-01	5.76801376e-08
4.71708469e-01	5.48192738e-08
4.96244488e-01	5.19975892e-08
5.22056753e-01	4.92227213e-08
