# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	8.24617335e-06
1.05201522e-02	8.35818943e-06
1.10673602e-02	8.46284792e-06
1.16430313e-02	8.56119312e-06
1.22486461e-02	8.65445698e-06
1.28857621e-02	8.74376822e-06
1.35560179e-02	8.83013565e-06
1.42611371e-02	8.91424887e-06
1.50029332e-02	8.99634306e-06
1.57833141e-02	9.07566697e-06
1.66042866e-02	9.15190884e-06
1.74679622e-02	9.22257093e-06
1.83765620e-02	9.28490259e-06
1.93324229e-02	9.33561730e-06
2.03380031e-02	9.37071428e-06
2.13958887e-02	9.38380931e-06
2.25088005e-02	9.37616696e-06
2.36796007e-02	9.34031433e-06
2.49113003e-02	9.27325780e-06
2.62070670e-02	9.17286391e-06
2.75702333e-02	9.03804018e-06
2.90043049e-02	8.86884020e-06
3.05129702e-02	8.66623671e-06
3.21001090e-02	8.43289705e-06
3.37698031e-02	8.16843525e-06
3.55263468e-02	7.88418027e-06
3.73742574e-02	7.57900691e-06
3.93182876e-02	7.25741549e-06
4.13634368e-02	6.92379730e-06
4.35149650e-02	6.58231225e-06
4.57784054e-02	6.23680297e-06
4.81595791e-02	5.89074088e-06
5.06646101e-02	5.54719773e-06
5.32999408e-02	5.20884208e-06
5.60723488e-02	4.87794691e-06
5.89889643e-02	4.55640944e-06
6.20572881e-02	4.24577606e-06
6.52852114e-02	3.94727004e-06
6.86810359e-02	3.66180322e-06
7.22534949e-02	3.39008250e-06
7.60117762e-02	3.13254083e-06
7.99655453e-02	2.88929920e-06
8.41249705e-02	2.66046160e-06
8.85007491e-02	2.44589602e-06
9.31041349e-02	2.24533969e-06
9.79469667e-02	2.05842096e-06
1.03041699e-01	1.88468018e-06
1.08401436e-01	1.72358934e-06
1.14039960e-01	1.57456983e-06
1.19971774e-01	1.43700838e-06
1.26212131e-01	1.31027094e-06
1.32777083e-01	1.19371450e-06
1.39683512e-01	1.08669708e-06
1.46949180e-01	9.88585797e-07
1.54592774e-01	8.98763437e-07
1.62633950e-01	8.16633435e-07
1.71093391e-01	7.41623659e-07
1.79992851e-01	6.73189050e-07
1.89355218e-01	6.10813448e-07
1.99204571e-01	5.54010405e-07
2.09566240e-01	5.02323622e-07
2.20466874e-01	4.55326746e-07
2.31934506e-01	4.12622799e-07
2.43998630e-01	3.73843303e-07
2.56690272e-01	3.38647179e-07
2.70042072e-01	3.06719492e-07
2.84088369e-01	2.77770083e-07
2.98865287e-01	2.51532156e-07
3.14410830e-01	2.27760824e-07
3.30764978e-01	2.06231672e-07
3.47969790e-01	1.86739338e-07
3.66069515e-01	1.69096117e-07
3.85110700e-01	1.53130662e-07
4.05142317e-01	1.38686843e-07
4.26215883e-01	1.25622247e-07
4.48385595e-01	1.13807309e-07
4.71708469e-01	1.03124180e-07
4.96244488e-01	9.34657423e-08
5.22056753e-01	8.47346989e-08
5.49211648e-01	7.68427202e-08
5.77779012e-01	6.97096615e-08
6.07832313e-01	6.32628402e-08
6.39448843e-01	5.74363699e-08
6.72709914e-01	5.21705492e-08
7.07701066e-01	4.74113044e-08
7.44512291e-01	4.31096725e-08
7.83238260e-01	3.92213360e-08
8.23978568e-01	3.57061941e-08
8.66837993e-01	3.25279728e-08
9.11926760e-01	2.96538694e-08
9.59360829e-01	2.70542294e-08
1.00926219e+00	2.47022512e-08
1.06175918e+00	2.25737191e-08
1.11698682e+00	2.06467603e-08
1.17508713e+00	1.89016234e-08
1.23620954e+00	1.73204780e-08
1.30051125e+00	1.58872321e-08
1.36815763e+00	1.45873678e-08
1.43932264e+00	1.34065754e-08
1.51418933e+00	1.23356562e-08
1.59295021e+00	1.13625541e-08
1.67580786e+00	1.04776827e-08
1.76297538e+00	9.67240653e-09
1.85467692e+00	8.93894879e-09
1.95114835e+00	8.27030849e-09
2.05263775e+00	7.66018395e-09
2.15940615e+00	7.10290540e-09
2.27172813e+00	6.59337264e-09
2.38989257e+00	6.12699832e-09
2.51420335e+00	5.69965742e-09
2.64498018e+00	5.30764101e-09
2.78255940e+00	4.94761444e-09
2.92729484e+00	4.61657958e-09
3.07955871e+00	4.31184063e-09
3.23974263e+00	4.03097331e-09
3.40825855e+00	3.77179702e-09
3.58553986e+00	3.53234977e-09
3.77204249e+00	3.31053087e-09
3.96824610e+00	3.10547111e-09
4.17465529e+00	2.91534393e-09
4.39180089e+00	2.73885887e-09
4.62024137e+00	2.57477584e-09
4.86056423e+00	2.42220772e-09
