# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	4.66411968e-05
1.05201522e-02	4.65932904e-05
1.10673602e-02	4.63760429e-05
1.16430313e-02	4.59777271e-05
1.22486461e-02	4.53924447e-05
1.28857621e-02	4.46205686e-05
1.35560179e-02	4.36680971e-05
1.42611371e-02	4.25480581e-05
1.50029332e-02	4.12599980e-05
1.57833141e-02	3.98633949e-05
1.66042866e-02	3.83530002e-05
1.74679622e-02	3.67527179e-05
1.83765620e-02	3.50858069e-05
1.93324229e-02	3.33742430e-05
2.03380031e-02	3.16382752e-05
2.13958887e-02	2.98961540e-05
2.25088005e-02	2.81640065e-05
2.36796007e-02	2.64558166e-05
2.49113003e-02	2.47834936e-05
2.62070670e-02	2.31569786e-05
2.75702333e-02	2.15843840e-05
2.90043049e-02	2.00721439e-05
3.05129702e-02	1.86251270e-05
3.21001090e-02	1.72469685e-05
3.37698031e-02	1.59401028e-05
3.55263468e-02	1.47052427e-05
3.73742574e-02	1.35430352e-05
3.93182876e-02	1.24529010e-05
4.13634368e-02	1.14335851e-05
4.35149650e-02	1.04832687e-05
4.57784054e-02	9.59967596e-06
4.81595791e-02	8.78017493e-06
5.06646101e-02	8.02186856e-06
5.32999408e-02	7.32167676e-06
5.60723488e-02	6.67640767e-06
5.89889643e-02	6.08281888e-06
6.20572881e-02	5.53766860e-06
6.52852114e-02	5.03775774e-06
6.86810359e-02	4.57996351e-06
7.22534949e-02	4.16126553e-06
7.60117762e-02	3.77876542e-06
7.99655453e-02	3.42970055e-06
8.41249705e-02	3.11145372e-06
8.85007491e-02	2.82155748e-06
9.31041349e-02	2.55769663e-06
9.79469667e-02	2.31770734e-06
1.03041699e-01	2.09957438e-06
1.08401436e-01	1.90142684e-06
1.14039960e-01	1.72153262e-06
1.19971774e-01	1.55829210e-06
1.26212131e-01	1.41023129e-06
1.32777083e-01	1.27599469e-06
1.39683512e-01	1.15433795e-06
1.46949180e-01	1.04412058e-06
1.54592774e-01	9.44298682e-07
1.62633950e-01	8.53918111e-07
1.71093391e-01	7.72108362e-07
1.79992851e-01	6.98074629e-07
1.89355218e-01	6.31093039e-07
1.99204571e-01	5.70504560e-07
2.09566240e-01	5.15709652e-07
2.20466874e-01	4.66163264e-07
2.31934506e-01	4.21370187e-07
2.43998630e-01	3.80880744e-07
2.56690272e-01	3.44286801e-07
2.70042072e-01	3.11218101e-07
2.84088369e-01	2.81338874e-07
2.98865287e-01	2.54344735e-07
3.14410830e-01	2.29959849e-07
3.30764978e-01	2.07934307e-07
3.47969790e-01	1.88041761e-07
