# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	7.79196517e-07
1.05201522e-02	8.18770450e-07
1.10673602e-02	8.58866720e-07
1.16430313e-02	8.99337498e-07
1.22486461e-02	9.40024445e-07
1.28857621e-02	9.80743191e-07
1.35560179e-02	1.02129243e-06
1.42611371e-02	1.06145143e-06
1.50029332e-02	1.10098058e-06
1.57833141e-02	1.13962313e-06
1.66042866e-02	1.17710794e-06
1.74679622e-02	1.21315427e-06
1.83765620e-02	1.24747794e-06
1.93324229e-02	1.27979405e-06
2.03380031e-02	1.30984505e-06
2.13958887e-02	1.33738379e-06
2.25088005e-02	1.36220707e-06
2.36796007e-02	1.38415707e-06
2.49113003e-02	1.40313660e-06
2.62070670e-02	1.41911639e-06
2.75702333e-02	1.43214163e-06
2.90043049e-02	1.44233157e-06
3.05129702e-02	1.44986957e-06
3.21001090e-02	1.45501204e-06
3.37698031e-02	1.45804011e-06
3.55263468e-02	1.45925857e-06
3.73742574e-02	1.45896398e-06
3.93182876e-02	1.45742180e-06
4.13634368e-02	1.45476002e-06
4.35149650e-02	1.45125185e-06
4.57784054e-02	1.44679544e-06
4.81595791e-02	1.44127957e-06
5.06646101e-02	1.43450696e-06
5.32999408e-02	1.42615085e-06
5.60723488e-02	1.41526771e-06
5.89889643e-02	1.40281040e-06
6.20572881e-02	1.38743451e-06
6.52852114e-02	1.36879123e-06
6.86810359e-02	1.34659804e-06
7.22534949e-02	1.32066877e-06
7.60117762e-02	1.29094177e-06
7.99655453e-02	1.25747959e-06
8.41249705e-02	1.22043151e-06
8.85007491e-02	1.18023143e-06
9.31041349e-02	1.13686308e-06
9.79469667e-02	1.09153587e-06
1.03041699e-01	1.04426286e-06
1.08401436e-01	9.95586057e-07
1.14039960e-01	9.46028646e-07
1.19971774e-01	8.96082253e-07
1.26212131e-01	8.46197686e-07
1.32777083e-01	7.96779131e-07
1.39683512e-01	7.48181282e-07
1.46949180e-01	7.00709012e-07
1.54592774e-01	6.54618448e-07
1.62633950e-01	6.10119331e-07
1.71093391e-01	5.67378028e-07
1.79992851e-01	5.26513587e-07
1.89355218e-01	4.87634644e-07
1.99204571e-01	4.50791485e-07
2.09566240e-01	4.15997808e-07
2.20466874e-01	3.83268134e-07
2.31934506e-01	3.52582340e-07
2.43998630e-01	3.23901971e-07
2.56690272e-01	2.97173273e-07
2.70042072e-01	2.72330118e-07
2.84088369e-01	2.49296735e-07
2.98865287e-01	2.27990214e-07
3.14410830e-01	2.08322740e-07
3.30764978e-01	1.90203543e-07
3.47969790e-01	1.73540578e-07
3.66069515e-01	1.58241933e-07
3.85110700e-01	1.44216981e-07
4.05142317e-01	1.31377307e-07
4.26215883e-01	1.19637432e-07
4.48385595e-01	1.08915350e-07
4.71708469e-01	9.91329140e-08
4.96244488e-01	9.02160875e-08
5.22056753e-01	8.20950895e-08
5.49211648e-01	7.47044426e-08
5.77779012e-01	6.79829648e-08
6.07832313e-01	6.18736744e-08
6.39448843e-01	5.63236809e-08
6.72709914e-01	5.12840280e-08
7.07701066e-01	4.67095168e-08
7.44512291e-01	4.25585124e-08
7.83238260e-01	3.87927428e-08
8.23978568e-01	3.53770931e-08
8.66837993e-01	3.22793998e-08
9.11926760e-01	2.94702484e-08
9.59360829e-01	2.69227765e-08
1.00926219e+00	2.46124843e-08
1.06175918e+00	2.25170531e-08
1.11698682e+00	2.06161737e-08
1.17508713e+00	1.88913842e-08
1.23620954e+00	1.73259176e-08
1.30051125e+00	1.59045593e-08
1.36815763e+00	1.46135152e-08
1.43932264e+00	1.34390684e-08
1.51418933e+00	1.23725156e-08
1.59295021e+00	1.14022058e-08
1.67580786e+00	1.05188861e-08
1.76297538e+00	9.71419490e-09
1.85467692e+00	8.98057978e-09
1.95114835e+00	8.31122288e-09
2.05263775e+00	7.69997148e-09
2.15940615e+00	7.14127593e-09
2.27172813e+00	6.63013215e-09
2.38989257e+00	6.16202901e-09
2.51420335e+00	5.73290099e-09
2.64498018e+00	5.33908507e-09
2.78255940e+00	4.97728096e-09
2.92729484e+00	4.64451576e-09
3.07955871e+00	4.33811134e-09
3.23974263e+00	4.05565512e-09
3.40825855e+00	3.79497352e-09
3.58553986e+00	3.55410796e-09
3.77204249e+00	3.33095638e-09
3.96824610e+00	3.12465262e-09
4.17465529e+00	2.93336501e-09
4.39180089e+00	2.75579941e-09
4.62024137e+00	2.59071104e-09
4.86056423e+00	2.43720925e-09
5.11338754e+00	2.29424713e-09
5.37936150e+00	2.16096788e-09
5.65917016e+00	2.03658709e-09
5.95353313e+00	1.92039693e-09
6.26320745e+00	1.81175542e-09
6.58898955e+00	1.71007964e-09
6.93171728e+00	1.61483980e-09
7.29227206e+00	1.52555381e-09
7.67158118e+00	1.44178250e-09
8.07062014e+00	1.36312527e-09
8.49041520e+00	1.28921628e-09
8.93204600e+00	1.21972098e-09
9.39664831e+00	1.15433303e-09
9.88541702e+00	1.09277156e-09
1.03996091e+01	1.03481978e-09
1.09405471e+01	9.80149574e-10
1.15096220e+01	9.28594525e-10
1.21082975e+01	8.79953026e-10
1.27381132e+01	8.34039033e-10
1.34006890e+01	7.90680630e-10
1.40977287e+01	7.49718746e-10
1.48310251e+01	7.11006004e-10
1.56024641e+01	6.74405688e-10
1.64140297e+01	6.39790816e-10
1.72678090e+01	6.07043305e-10
1.81659979e+01	5.76053222e-10
1.91109062e+01	5.46718108e-10
2.01049642e+01	5.18942367e-10
2.11507282e+01	4.92636714e-10
2.22508880e+01	4.67717680e-10
2.34082728e+01	4.44107154e-10
2.46258592e+01	4.21731980e-10
2.59067786e+01	4.00523580e-10
2.72543253e+01	3.80417618e-10
2.86719650e+01	3.61353690e-10
3.01633435e+01	3.43275042e-10
3.17322963e+01	3.26128314e-10
3.33828586e+01	3.09863305e-10
3.51192753e+01	2.94432753e-10
3.69460121e+01	2.79792143e-10
3.88677669e+01	2.65899521e-10
4.08894823e+01	2.52715325e-10
4.30163576e+01	2.40202235e-10
4.52538628e+01	2.28325024e-10
4.76077523e+01	2.17050434e-10
5.00840799e+01	2.06347046e-10
5.26892142e+01	1.96185171e-10
5.54298552e+01	1.86536745e-10
5.83130511e+01	1.77375229e-10
6.13462172e+01	1.68675522e-10
6.45371540e+01	1.60413871e-10
6.78940681e+01	1.52567797e-10
7.14255929e+01	1.45116019e-10
7.51408106e+01	1.38038386e-10
7.90492762e+01	1.31315812e-10
8.31610415e+01	1.24930217e-10
8.74866812e+01	1.18864470e-10
9.20373200e+01	1.13102335e-10
9.68246612e+01	1.07628423e-10
1.01861017e+02	1.02428147e-10
1.07159340e+02	9.74876729e-11
1.12733256e+02	9.27938848e-11
1.18597101e+02	8.83343418e-11
1.24765955e+02	8.40972433e-11
1.31255684e+02	8.00713949e-11
1.38082977e+02	7.62461754e-11
1.45265393e+02	7.26115070e-11
1.52821404e+02	6.91578261e-11
1.60770442e+02	6.58760564e-11
1.69132952e+02	6.27575834e-11
1.77930439e+02	5.97942301e-11
1.87185529e+02	5.69782341e-11
1.96922026e+02	5.43022262e-11
2.07164968e+02	5.17592099e-11
2.17940698e+02	4.93425423e-11
2.29276931e+02	4.70459155e-11
2.41202821e+02	4.48633397e-11
2.53749038e+02	4.27891267e-11
2.66947849e+02	4.08178744e-11
2.80833200e+02	3.89444521e-11
2.95440800e+02	3.71639870e-11
3.10808217e+02	3.54718506e-11
3.26974974e+02	3.38636465e-11
3.43982649e+02	3.23351985e-11
3.61874981e+02	3.08825397e-11
3.80697987e+02	2.95019013e-11
4.00500076e+02	2.81897034e-11
4.21332174e+02	2.69425445e-11
4.43247859e+02	2.57571935e-11
4.66303493e+02	2.46305801e-11
4.90558371e+02	2.35597876e-11
5.16074871e+02	2.25420445e-11
5.42918618e+02	2.15747176e-11
5.71158648e+02	2.06553047e-11
6.00867589e+02	1.97814285e-11
6.32121848e+02	1.89508299e-11
6.65001803e+02	1.81613623e-11
6.99592017e+02	1.74109859e-11
7.35981448e+02	1.66977623e-11
7.74263683e+02	1.60198494e-11
8.14537177e+02	1.53754970e-11
8.56905505e+02	1.47630415e-11
9.01477631e+02	1.41809022e-11
9.48368187e+02	1.36275769e-11
9.97697764e+02	1.31016378e-11
1.04959323e+03	1.26017281e-11
1.10418805e+03	1.21265585e-11
1.16162263e+03	1.16749035e-11
1.22204469e+03	1.12455985e-11
1.28560961e+03	1.08375365e-11
1.35248087e+03	1.04496657e-11
1.42283046e+03	1.00809863e-11
1.49683929e+03	9.73054793e-12
1.57469771e+03	9.39744765e-12
1.65660596e+03	9.08082706e-12
1.74277468e+03	8.77987040e-12
1.83342548e+03	8.49380228e-12
1.92879151e+03	8.22188578e-12
2.02911802e+03	7.96342048e-12
2.13466303e+03	7.71774065e-12
2.24569800e+03	7.48421354e-12
2.36250847e+03	7.26223777e-12
