# columns: m1/T[GeV^-1]	<sigmaV>(GeV^-2)
1.00000000e-02	3.99552064e-06
1.05201522e-02	4.08995379e-06
1.10673602e-02	4.17902777e-06
1.16430313e-02	4.26239148e-06
1.22486461e-02	4.33981030e-06
1.28857621e-02	4.41117311e-06
1.35560179e-02	4.47652222e-06
1.42611371e-02	4.53606105e-06
1.50029332e-02	4.59015309e-06
1.57833141e-02	4.63928621e-06
1.66042866e-02	4.68410592e-06
1.74679622e-02	4.72525810e-06
1.83765620e-02	4.76339413e-06
1.93324229e-02	4.79906700e-06
2.03380031e-02	4.83266148e-06
2.13958887e-02	4.86404508e-06
2.25088005e-02	4.89354496e-06
2.36796007e-02	4.92015958e-06
2.49113003e-02	4.94283718e-06
2.62070670e-02	4.96023483e-06
2.75702333e-02	4.97056915e-06
2.90043049e-02	4.97032115e-06
3.05129702e-02	4.96132894e-06
3.21001090e-02	4.93906456e-06
3.37698031e-02	4.90193050e-06
3.55263468e-02	4.84868484e-06
3.73742574e-02	4.77855227e-06
3.93182876e-02	4.69131087e-06
4.13634368e-02	4.58729309e-06
4.35149650e-02	4.46727746e-06
4.57784054e-02	4.33293894e-06
4.81595791e-02	4.18442862e-06
5.06646101e-02	4.02675537e-06
5.32999408e-02	3.86004481e-06
5.60723488e-02	3.68654526e-06
5.89889643e-02	3.50841684e-06
6.20572881e-02	3.32767921e-06
6.52852114e-02	3.14617655e-06
6.86810359e-02	2.96555730e-06
7.22534949e-02	2.78726552e-06
7.60117762e-02	2.61254259e-06
7.99655453e-02	2.44243377e-06
8.41249705e-02	2.27779952e-06
8.85007491e-02	2.11932874e-06
9.31041349e-02	1.96753666e-06
9.79469667e-02	1.82285375e-06
1.03041699e-01	1.68553855e-06
1.08401436e-01	1.55567162e-06
1.14039960e-01	1.43335065e-06
1.19971774e-01	1.31853181e-06
1.26212131e-01	1.21109925e-06
1.32777083e-01	1.11087649e-06
1.39683512e-01	1.01763745e-06
1.46949180e-01	9.31116990e-07
1.54592774e-01	8.51020468e-07
1.62633950e-01	7.77032390e-07
1.71093391e-01	7.08824009e-07
1.79992851e-01	6.46059874e-07
1.89355218e-01	5.88403352e-07
1.99204571e-01	5.35521196e-07
2.09566240e-01	4.87087227e-07
2.20466874e-01	4.42785221e-07
2.31934506e-01	4.02311097e-07
2.43998630e-01	3.65374506e-07
2.56690272e-01	3.31699888e-07
2.70042072e-01	3.01027156e-07
2.84088369e-01	2.73111908e-07
2.98865287e-01	2.47725477e-07
3.14410830e-01	2.24654685e-07
3.30764978e-01	2.03701444e-07
3.47969790e-01	1.84682214e-07
3.66069515e-01	1.67427377e-07
3.85110700e-01	1.51780542e-07
4.05142317e-01	1.37597810e-07
4.26215883e-01	1.24747020e-07
4.48385595e-01	1.13107000e-07
4.71708469e-01	1.02566813e-07
4.96244488e-01	9.30250330e-08
5.22056753e-01	8.43890446e-08
5.49211648e-01	7.65743591e-08
5.77779012e-01	6.95039899e-08
6.07832313e-01	6.31079055e-08
6.39448843e-01	5.73223253e-08
6.72709914e-01	5.20893070e-08
7.07701066e-01	4.73562219e-08
7.44512291e-01	4.30752984e-08
7.83238260e-01	3.92031993e-08
8.23978568e-01	3.57006323e-08
8.66837993e-01	3.25319908e-08
9.11926760e-01	2.96650235e-08
9.59360829e-01	2.70705334e-08
1.00926219e+00	2.47220972e-08
1.06175918e+00	2.25958139e-08
1.11698682e+00	2.06700721e-08
1.17508713e+00	1.89253381e-08
1.23620954e+00	1.73439627e-08
1.30051125e+00	1.59100054e-08
1.36815763e+00	1.46090741e-08
1.43932264e+00	1.34269616e-08
1.51418933e+00	1.23545544e-08
1.59295021e+00	1.13798688e-08
1.67580786e+00	1.04933758e-08
1.76297538e+00	9.68648559e-09
1.85467692e+00	8.95145902e-09
1.95114835e+00	8.28132080e-09
2.05263775e+00	7.66979261e-09
2.15940615e+00	7.11121737e-09
2.27172813e+00	6.60050348e-09
2.38989257e+00	6.13306744e-09
2.51420335e+00	5.70478448e-09
2.64498018e+00	5.31194211e-09
2.78255940e+00	4.95120034e-09
2.92729484e+00	4.61955314e-09
3.07955871e+00	4.31429578e-09
3.23974263e+00	4.03299422e-09
3.40825855e+00	3.77345784e-09
3.58553986e+00	3.53371471e-09
3.77204249e+00	3.31165456e-09
3.96824610e+00	3.10639943e-09
4.17465529e+00	2.91611463e-09
4.39180089e+00	2.73950257e-09
4.62024137e+00	2.57531696e-09
4.86056423e+00	2.42266543e-09
5.11338754e+00	2.28050194e-09
5.37936150e+00	2.14797064e-09
5.65917016e+00	2.02428879e-09
5.95353313e+00	1.90875064e-09
6.26320745e+00	1.80071649e-09
6.58898955e+00	1.69960597e-09
6.93171728e+00	1.60489183e-09
7.29227206e+00	1.51609460e-09
7.67158118e+00	1.43277762e-09
8.07062014e+00	1.35454276e-09
8.49041520e+00	1.28102651e-09
8.93204600e+00	1.21189651e-09
9.39664831e+00	1.14684851e-09
9.88541702e+00	1.08560355e-09
1.03996091e+01	1.02794636e-09
1.09405471e+01	9.73551060e-10
1.15096220e+01	9.22252416e-10
1.21082975e+01	8.73850220e-10
1.27381132e+01	8.28159712e-10
1.34006890e+01	7.85010159e-10
1.40977287e+01	7.44243573e-10
1.48310251e+01	7.05713571e-10
1.56024641e+01	6.69284353e-10
1.64140297e+01	6.34829775e-10
1.72678090e+01	6.02232527e-10
1.81659979e+01	5.71383386e-10
1.91109062e+01	5.42180546e-10
2.01049642e+01	5.14529012e-10
2.11507282e+01	4.88340053e-10
2.22508880e+01	4.63530712e-10
2.34082728e+01	4.40023348e-10
2.46258592e+01	4.17745242e-10
2.59067786e+01	3.96628218e-10
2.72543253e+01	3.76608312e-10
2.86719650e+01	3.57625463e-10
3.01633435e+01	3.39623238e-10
3.17322963e+01	3.22548572e-10
3.33828586e+01	3.06351539e-10
3.51192753e+01	2.90985132e-10
3.69460121e+01	2.76405072e-10
3.88677669e+01	2.62569626e-10
4.08894823e+01	2.49439437e-10
4.30163576e+01	2.36977375e-10
4.52538628e+01	2.25148394e-10
4.76077523e+01	2.13919400e-10
5.00840799e+01	2.03259129e-10
5.26892142e+01	1.93138039e-10
5.54298552e+01	1.83528199e-10
5.83130511e+01	1.74403199e-10
6.13462172e+01	1.65738054e-10
6.45371540e+01	1.57509125e-10
6.78940681e+01	1.49694035e-10
7.14255929e+01	1.42271602e-10
7.51408106e+01	1.35221766e-10
7.90492762e+01	1.28525528e-10
8.31610415e+01	1.22164889e-10
8.74866812e+01	1.16122792e-10
9.20373200e+01	1.10383074e-10
9.68246612e+01	1.04930415e-10
1.01861017e+02	9.97502874e-11
1.07159340e+02	9.48289200e-11
1.12733256e+02	9.01532514e-11
1.18597101e+02	8.57108941e-11
1.24765955e+02	8.14900974e-11
1.31255684e+02	7.74797139e-11
1.38082977e+02	7.36691668e-11
1.45265393e+02	7.00484203e-11
