1.00000000e-02	5.67098634e-11
1.05201522e-02	6.29519562e-11
1.10673602e-02	6.98946632e-11
1.16430313e-02	7.76182025e-11
1.22486461e-02	8.62061008e-11
1.28857621e-02	9.57746252e-11
1.35560179e-02	1.06416475e-10
1.42611371e-02	1.18269929e-10
1.50029332e-02	1.31523499e-10
1.57833141e-02	1.46182975e-10
1.66042866e-02	1.62543594e-10
1.74679622e-02	1.80764464e-10
1.83765620e-02	2.01024479e-10
1.93324229e-02	2.23520303e-10
2.03380031e-02	2.48321236e-10
2.13958887e-02	2.75775184e-10
2.25088005e-02	3.07205951e-10
2.36796007e-02	3.42491950e-10
2.49113003e-02	3.80991162e-10
2.62070670e-02	4.24898269e-10
2.75702333e-02	4.73870304e-10
2.90043049e-02	5.28600316e-10
3.05129702e-02	5.91045058e-10
3.21001090e-02	6.60992572e-10
3.37698031e-02	7.38507669e-10
3.55263468e-02	8.25316734e-10
3.73742574e-02	9.21354871e-10
3.93182876e-02	1.03072072e-09
4.13634368e-02	1.14929861e-09
4.35149650e-02	1.28432311e-09
4.57784054e-02	1.43487420e-09
4.81595791e-02	1.60312705e-09
5.06646101e-02	1.78660023e-09
5.32999408e-02	1.96305310e-09
5.60723488e-02	2.19711213e-09
5.89889643e-02	2.45956935e-09
6.20572881e-02	2.75333364e-09
6.52852114e-02	3.08201005e-09
6.86810359e-02	3.46225521e-09
7.22534949e-02	3.87556980e-09
7.60117762e-02	4.33386120e-09
7.99655453e-02	4.84653778e-09
8.41249705e-02	5.41479516e-09
8.85007491e-02	6.04214483e-09
9.31041349e-02	6.72508157e-09
9.79469667e-02	7.46797638e-09
1.03041699e-01	8.25528267e-09
1.08401436e-01	9.03137158e-09
1.14039960e-01	1.00789191e-08
1.19971774e-01	1.12237869e-08
1.26212131e-01	1.24977406e-08
1.32777083e-01	1.38831912e-08
1.39683512e-01	1.53937428e-08
1.46949180e-01	1.70308364e-08
1.54592774e-01	1.87612529e-08
1.62633950e-01	2.05068910e-08
1.71093391e-01	2.19491393e-08
1.79992851e-01	2.41867178e-08
1.89355218e-01	2.66867988e-08
1.99204571e-01	2.93453268e-08
2.09566240e-01	3.21442691e-08
2.20466874e-01	3.51298947e-08
2.31934506e-01	3.77696427e-08
2.43998630e-01	3.94873067e-08
2.56690272e-01	4.29840227e-08
2.70042072e-01	4.65725093e-08
2.84088369e-01	4.98734420e-08
2.98865287e-01	5.35177393e-08
3.14410830e-01	5.63802422e-08
3.30764978e-01	5.82296087e-08
3.47969790e-01	6.18955337e-08
3.66069515e-01	6.53836479e-08
3.85110700e-01	6.83066169e-08
4.05142317e-01	6.90636531e-08
4.26215883e-01	7.06727724e-08
4.48385595e-01	7.32162983e-08
4.71708469e-01	7.46510852e-08
4.96244488e-01	7.29078945e-08
5.22056753e-01	7.40617478e-08
5.49211648e-01	7.36483584e-08
5.77779012e-01	7.07522052e-08
6.07832313e-01	7.00529281e-08
6.39448843e-01	6.74289177e-08
6.72709914e-01	6.43514027e-08
7.07701066e-01	6.02523594e-08
7.44512291e-01	5.68675904e-08
7.83238260e-01	5.26895678e-08
8.23978568e-01	4.82428776e-08
8.66837993e-01	4.37792123e-08
9.11926760e-01	3.96071672e-08
9.59360829e-01	3.54050948e-08
1.00926219e+00	3.13778995e-08
1.06175918e+00	2.74451340e-08
1.11698682e+00	2.42157998e-08
1.17508713e+00	2.10919048e-08
1.23620954e+00	1.82362137e-08
1.30051125e+00	1.58535702e-08
1.36815763e+00	1.37364492e-08
1.43932264e+00	1.19021123e-08
1.51418933e+00	1.03570694e-08
1.59295021e+00	8.98328972e-09
1.67580786e+00	7.85414805e-09
1.76297538e+00	6.89563352e-09
1.85467692e+00	6.08895905e-09
1.95114835e+00	5.41386205e-09
2.05263775e+00	4.85406367e-09
2.15940615e+00	4.38742129e-09
2.27172813e+00	3.99659676e-09
2.38989257e+00	3.64682487e-09
2.51420335e+00	3.40364303e-09
2.64498018e+00	3.17584594e-09
